Author,one,god,when,all,other,have,such,and,in,many,whence,the,or,of,them,been,from,which,to,that,is,who,whom,man,him,into,was,among,these,once,their,were,out,with,had,then,but,they,it,became,will,again,some,no,may,must,be,by,he,an,not,for,each,whereon,shall,upwards,thine,yea,upon,oft,make,therefore,wherein,lord,till,being,where,whither,let,as,verily,like,than,soever,unto,me,more,we,because,would,our,wherewith,much,ever,my,also,do,whose,whereby,said,if,whereof,yet,ye,should,could,without,what,inasmuch,there,neither,abundance,every,hence,are,now,thereof,therein,thy,hath,forth,his,henceforth,those,thou,thee,himself,hast,her,cometh,lest,how,your,thence,ought,according,shalt,throughout,did,thus,say,o_percentage_use,n_percentage_use,e_percentage_use,g_percentage_use,d_percentage_use,w_percentage_use,h_percentage_use,a_percentage_use,l_percentage_use,t_percentage_use,r_percentage_use,i_percentage_use,s_percentage_use,v_percentage_use,u_percentage_use,c_percentage_use,k_percentage_use,b_percentage_use,m_percentage_use,y_percentage_use,f_percentage_use,p_percentage_use,â_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,9,1,5,1,7,1,13,6,2,9,22,4,24,5,3,4,6,8,11,3,6,2,1,4,3,2,1,1,3,12,2,1,1,2,2,2,2,2,1,1,1,1,1,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08070978820835718,0.06639954207212365,0.135661133371494,0.0206067544361763,0.03377218088151116,0.025186033199771037,0.08128219805380653,0.0864338866628506,0.03033772180881511,0.10303377218088151,0.052089295935890095,0.05609616485403549,0.044647967945048654,0.011448196908986834,0.018889524899828276,0.026903262736119062,0.005724098454493417,0.014882655981682884,0.03205495134516314,0.011448196908986834,0.026903262736119062,0.018889524899828276,0.0034344590726960505,0.0005724098454493417,0.0005724098454493417,0,0,403,4.33498759305211,6.506329113924051,213.98797939324555
