Author,it,but,did,not,the,of,which,again,with,and,as,would,from,each,their,to,were,was,by,our,lord,them,that,in,those,many,they,could,till,for,verily,is,he,yea,who,had,one,or,all,his,now,make,hence,then,thine,shall,thee,every,became,more,like,be,an,such,whereon,upwards,man,upon,oft,therefore,wherein,may,being,where,whither,let,than,soever,unto,me,some,we,because,him,wherewith,once,much,ever,my,also,do,when,whose,been,whereby,said,if,whereof,have,yet,ye,should,without,what,these,inasmuch,there,neither,abundance,must,are,god,thereof,therein,thy,hath,other,forth,whom,whence,henceforth,thou,himself,hast,among,will,her,cometh,out,no,lest,how,your,thence,ought,according,shalt,throughout,into,thus,say,r_percentage_use,e_percentage_use,a_percentage_use,d_percentage_use,y_percentage_use,f_percentage_use,l_percentage_use,n_percentage_use,b_percentage_use,o_percentage_use,i_percentage_use,t_percentage_use,u_percentage_use,v_percentage_use,h_percentage_use,s_percentage_use,c_percentage_use,w_percentage_use,g_percentage_use,â_percentage_use,p_percentage_use,m_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,4,2,2,32,21,2,1,4,19,7,1,7,1,6,15,3,6,6,2,2,8,3,9,2,3,4,1,1,2,1,1,4,1,1,2,1,1,3,1,2,1,1,1,1,1,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05735551663747811,0.1317863397548161,0.06611208406304729,0.053852889667250436,0.014448336252189142,0.03502626970227671,0.03590192644483362,0.06611208406304729,0.017513134851138354,0.0691768826619965,0.0647985989492119,0.08450087565674255,0.028896672504378284,0.010945709281961471,0.05779334500875657,0.06567425569176882,0.02626970227670753,0.021015761821366025,0.014010507880910683,0.0074430823117338,0.014010507880910683,0.024956217162872153,0.004816112084063047,0.002626970227670753,0.00043782837127845885,0.0008756567425569177,0,498,4.586345381526105,7.430379746835443,212.97635726795096
