Author,of,and,these,were,one,the,in,to,they,have,yet,had,or,there,is,be,much,with,them,then,been,for,an,god,my,he,him,from,do,are,will,upon,his,lord,thee,make,thine,again,thy,all,shall,that,their,thou,not,neither,because,whom,no,man,more,than,when,ye,it,say,as,ever,where,by,other,many,such,was,each,said,if,whereon,upwards,whereof,who,himself,hast,without,became,yea,should,me,could,among,some,we,what,those,her,oft,cometh,out,inasmuch,lest,how,abundance,therefore,which,wherein,may,would,your,our,thence,ought,but,according,every,wherewith,till,being,must,hence,shalt,once,whither,now,throughout,into,let,thereof,therein,hath,verily,also,did,thus,forth,whence,like,henceforth,soever,whose,unto,whereby,t_percentage_use,i_percentage_use,o_percentage_use,n_percentage_use,f_percentage_use,j_percentage_use,u_percentage_use,d_percentage_use,a_percentage_use,h_percentage_use,s_percentage_use,r_percentage_use,e_percentage_use,l_percentage_use,c_percentage_use,p_percentage_use,w_percentage_use,b_percentage_use,y_percentage_use,â_percentage_use,x_percentage_use,v_percentage_use,m_percentage_use,g_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),22,18,8,1,2,44,11,11,6,3,2,2,2,1,7,7,1,5,5,1,3,8,3,4,6,2,8,5,1,3,8,2,3,4,4,1,1,4,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09250920998772001,0.0663119115841179,0.06099058534588621,0.05403192795742939,0.028243962341383544,0.002046663937781416,0.01637331150225133,0.03192795742939009,0.08350388866148178,0.0683585755218993,0.06139991813344249,0.06426524764633647,0.12566516577977896,0.03479328694228408,0.02005730659025788,0.017191977077363897,0.013098649201801064,0.012279983626688497,0.020875972165370446,0.015554645927138764,0.004911993450675399,0.008186655751125664,0.02374130167826443,0.014326647564469915,0.0028653295128939827,0.00040933278755628325,0,582,4.197594501718213,8.468354430379748,259.9439214081048
