Author,other,to,such,was,the,of,and,would,be,more,than,that,their,for,these,should,make,being,in,with,upon,not,had,as,have,but,they,an,is,among,many,what,no,been,shall,by,he,it,could,our,from,one,where,some,man,his,him,there,till,those,who,every,which,are,or,ever,them,will,thou,each,said,if,whereon,upwards,whereof,thee,himself,hast,yet,thine,became,yea,me,ye,without,then,we,her,cometh,out,oft,inasmuch,lest,were,how,neither,abundance,therefore,wherein,because,may,your,thence,lord,all,ought,again,according,wherewith,must,hence,shalt,once,much,whither,god,now,my,throughout,into,let,thereof,therein,thy,hath,verily,also,do,did,thus,forth,whom,whence,say,when,like,henceforth,soever,whose,unto,whereby,o_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,p_percentage_use,l_percentage_use,n_percentage_use,a_percentage_use,b_percentage_use,y_percentage_use,s_percentage_use,m_percentage_use,â_percentage_use,c_percentage_use,u_percentage_use,d_percentage_use,g_percentage_use,i_percentage_use,w_percentage_use,v_percentage_use,j_percentage_use,f_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),2,9,1,6,35,27,12,2,4,3,1,7,11,3,3,1,1,1,10,1,1,4,3,5,4,3,3,7,6,1,1,1,3,3,6,2,7,3,1,1,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06819093461692739,0.09065383072603289,0.06538307260328921,0.1263537906137184,0.06337745687926194,0.0152426795026073,0.03890894504612916,0.0689931809065383,0.0798235058162856,0.024468511833132773,0.013237063778580024,0.0609707180104292,0.0188527878058564,0.00762133975130365,0.02206177296430004,0.019253910950661854,0.0377055756117128,0.015643802647412757,0.07340553549939831,0.01363818692338548,0.010830324909747292,0.002807862013638187,0.026474127557160047,0.00040112314480545525,0.004412354592860008,0,0,553,4.508137432188065,8.265822784810126,234.96871239470516
