Author,for,the,of,their,must,be,and,it,is,they,are,to,with,would,if,as,our,no,in,being,that,such,an,one,himself,he,his,have,do,all,was,there,many,god,were,her,had,been,from,again,hence,some,thence,said,lord,hath,each,whereon,shall,upwards,who,became,thine,yea,man,upon,oft,make,therefore,wherein,may,till,where,whither,let,verily,like,than,soever,unto,me,more,we,them,because,him,wherewith,once,much,ever,my,also,when,whose,whereby,whereof,yet,ye,should,could,without,or,what,these,inasmuch,neither,abundance,which,but,every,now,thereof,therein,thy,other,forth,whom,whence,henceforth,those,thou,thee,hast,among,then,will,cometh,out,lest,how,by,your,ought,according,not,shalt,throughout,into,did,thus,say,f_percentage_use,o_percentage_use,r_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,i_percentage_use,m_percentage_use,s_percentage_use,a_percentage_use,n_percentage_use,u_percentage_use,b_percentage_use,d_percentage_use,l_percentage_use,v_percentage_use,y_percentage_use,c_percentage_use,g_percentage_use,w_percentage_use,p_percentage_use,â_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),7,40,32,5,1,5,13,4,3,3,1,10,3,2,1,1,2,1,4,1,3,1,1,1,1,2,6,1,2,1,5,8,2,6,4,1,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029193468579910935,0.07570509648688768,0.06333498268184068,0.09549727857496289,0.06828302820385948,0.12419594260267194,0.07125185551707075,0.01929737753587333,0.056407718951014346,0.070262246412667,0.061355764473033154,0.02177140029688273,0.010885700148441365,0.04601682335477486,0.03414151410192974,0.005937654626422563,0.014844136566056407,0.030183077684314694,0.01929737753587333,0.01682335477486393,0.022266204849084613,0.007916872835230085,0.002474022761009401,0.0029688273132112814,0.0014844136566056407,0.0014844136566056407,0,440,4.593181818181818,6.6835443037974684,199.9732805541811
