Author,who,to,into,the,of,that,was,then,with,it,and,his,would,have,him,but,are,in,an,among,them,their,he,as,been,not,being,had,what,could,ever,such,they,from,one,god,no,be,other,many,every,by,became,there,do,thus,is,if,were,may,or,those,for,each,whereon,shall,upwards,thine,yea,man,upon,oft,make,therefore,wherein,lord,till,where,whither,let,verily,like,than,soever,unto,me,more,some,we,because,our,all,wherewith,once,much,my,also,when,whose,whereby,said,whereof,yet,ye,should,without,these,inasmuch,neither,abundance,which,must,hence,now,thereof,therein,thy,hath,forth,whom,whence,henceforth,thou,thee,himself,hast,will,her,cometh,out,lest,how,your,thence,ought,again,according,shalt,throughout,did,say,g_percentage_use,e_percentage_use,r_percentage_use,w_percentage_use,h_percentage_use,o_percentage_use,a_percentage_use,p_percentage_use,d_percentage_use,v_percentage_use,y_percentage_use,s_percentage_use,i_percentage_use,u_percentage_use,t_percentage_use,l_percentage_use,k_percentage_use,n_percentage_use,f_percentage_use,b_percentage_use,c_percentage_use,m_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,18,4,42,27,11,8,1,3,7,17,8,1,10,3,5,1,12,2,6,3,4,2,1,5,4,2,3,1,1,2,2,6,4,3,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022388059701492536,0.11468970934799685,0.05420267085624509,0.01728201099764336,0.054595443833464256,0.07187745483110762,0.08326787117046347,0.012175962293794187,0.04752553024351924,0.016496465043205028,0.01610369206598586,0.062058130400628436,0.08130400628436764,0.018460329929300863,0.09190887666928516,0.02474469756480754,0.00589159465828751,0.07776904948939513,0.0204241948153967,0.015318146111547526,0.021602513747054203,0.02474469756480754,0.007462686567164179,0.0015710919088766694,0.0007855459544383347,0.002356637863315004,0.0007855459544383347,579,4.397236614853195,8.405063291139241,257.967792615868
