Author,have,their,and,all,whereby,they,me,when,in,them,again,from,the,out,of,many,then,shall,that,lord,god,who,to,be,into,among,but,there,more,neither,will,my,for,upon,it,as,were,if,our,should,one,would,say,could,may,some,other,is,or,his,he,an,are,by,make,with,which,like,was,thus,yet,such,thou,each,said,whereon,upwards,whereof,thee,himself,hast,without,became,thine,yea,ye,man,we,what,those,her,oft,cometh,no,had,these,inasmuch,lest,how,abundance,therefore,wherein,because,him,your,thence,ought,according,been,every,wherewith,till,being,must,hence,not,shalt,where,once,much,whither,ever,now,throughout,let,thereof,therein,thy,hath,verily,also,do,did,forth,whom,whence,henceforth,than,soever,whose,unto,h_percentage_use,a_percentage_use,v_percentage_use,e_percentage_use,b_percentage_use,o_percentage_use,r_percentage_use,n_percentage_use,t_percentage_use,i_percentage_use,s_percentage_use,m_percentage_use,d_percentage_use,l_percentage_use,p_percentage_use,w_percentage_use,y_percentage_use,g_percentage_use,f_percentage_use,u_percentage_use,â_percentage_use,c_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),5,9,32,3,1,3,1,4,11,8,2,19,53,3,27,1,2,15,10,5,2,2,11,8,3,2,2,3,5,1,3,2,7,3,6,5,3,2,1,1,1,1,1,1,2,2,2,2,2,5,7,3,1,3,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07873407950598224,0.08336549594751061,0.007719027402547279,0.126206098031648,0.013122346584330374,0.07410266306445387,0.0609803164801235,0.0609803164801235,0.09610189116171362,0.05750675414897723,0.06368197607101506,0.032419915090698574,0.03975299112311849,0.03820918564260903,0.02238517946738711,0.013894249324585103,0.01775376302585874,0.015052103434967195,0.031648012350443844,0.018525665766113468,0.005789270551910459,0.01775376302585874,0.0019297568506368198,0.0011578541103820917,0.0007719027402547279,0.0030876109610189118,0,618,4.192556634304207,8.936708860759493,330.98263218834427
