Author,and,to,from,the,out,whose,have,in,that,shall,be,unto,lord,of,by,as,or,are,an,is,upon,for,thy,who,these,their,me,with,them,god,one,because,he,hath,they,your,all,my,we,should,will,again,thereof,no,more,which,were,now,many,but,it,was,not,hence,such,each,whereon,upwards,became,thine,yea,man,oft,make,had,therefore,wherein,may,till,being,where,whither,let,verily,like,than,soever,some,would,him,our,wherewith,once,much,ever,also,do,when,been,whereby,said,if,whereof,yet,ye,could,without,what,inasmuch,there,neither,abundance,every,must,therein,other,forth,his,whom,whence,henceforth,those,thou,thee,himself,hast,among,then,her,cometh,lest,how,thence,ought,according,shalt,throughout,into,did,thus,say,a_percentage_use,n_percentage_use,d_percentage_use,p_percentage_use,e_percentage_use,l_percentage_use,t_percentage_use,o_percentage_use,r_percentage_use,i_percentage_use,b_percentage_use,f_percentage_use,m_percentage_use,h_percentage_use,g_percentage_use,â_percentage_use,u_percentage_use,w_percentage_use,s_percentage_use,v_percentage_use,y_percentage_use,c_percentage_use,z_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),35,20,8,59,5,2,3,11,6,10,7,4,11,27,1,8,2,3,3,8,6,6,5,1,1,12,1,2,5,3,1,1,1,1,7,1,1,6,1,1,5,3,1,2,2,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07283998450213096,0.06819062378922898,0.046106160402944595,0.022859356838434715,0.11855869817900039,0.049205734211545914,0.09802402169701666,0.07477721813250678,0.06160402944595118,0.06780317706315382,0.014335528864781092,0.02479659046881054,0.01743510267338241,0.07245253777605579,0.015110422316931422,0.005036807438977141,0.02247191011235955,0.01239829523440527,0.06315381635025184,0.008911274699728787,0.017047655947307245,0.013560635412630763,0.001162340178225494,0.0030995738086013174,0.001162340178225494,0.0030995738086013174,0,617,4.183144246353322,8.987341772151899,320.97520340953116
