Author,an,among,them,in,which,of,the,must,not,be,if,more,than,one,to,it,and,from,they,that,their,some,have,been,these,no,is,ever,by,with,such,as,into,for,who,make,there,when,his,what,once,all,god,was,then,but,shall,had,where,are,man,out,were,till,being,thus,many,thou,each,said,whereon,upwards,whereof,thee,himself,hast,yet,thine,became,yea,me,ye,should,could,without,he,upon,or,we,those,will,her,oft,cometh,inasmuch,lest,how,neither,abundance,therefore,wherein,because,may,would,him,your,our,lord,thence,ought,again,according,every,wherewith,hence,shalt,much,whither,now,my,throughout,let,thereof,therein,thy,hath,verily,also,do,other,did,forth,whom,whence,say,like,henceforth,soever,whose,unto,whereby,r_percentage_use,a_percentage_use,e_percentage_use,l_percentage_use,y_percentage_use,o_percentage_use,u_percentage_use,f_percentage_use,i_percentage_use,n_percentage_use,d_percentage_use,v_percentage_use,g_percentage_use,s_percentage_use,t_percentage_use,m_percentage_use,h_percentage_use,w_percentage_use,c_percentage_use,b_percentage_use,k_percentage_use,p_percentage_use,x_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,1,12,15,6,27,30,5,1,8,3,2,1,6,14,10,19,3,15,11,25,3,4,1,1,2,5,1,3,8,1,1,3,3,1,2,1,2,2,1,5,1,2,3,3,3,1,1,3,1,1,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05486659150695227,0.06877113866967305,0.13641488162344984,0.03908305148440436,0.019165727170236752,0.0665163472378805,0.021044720030063885,0.029312288613303268,0.07553551296505073,0.06914693724163848,0.02593010146561443,0.009394964299135663,0.01728673431040962,0.04697482149567832,0.10860578729800827,0.024051108605787297,0.06839534009770763,0.018789928598271326,0.021796317173994738,0.014280345734686208,0.006764374295377677,0.018789928598271326,0.0003757985719654265,0.006764374295377677,0.0003757985719654265,0.000751597143930853,0,620,4.291935483870968,9.050632911392405,297.9691845170988
