Author,out,of,the,by,will,be,as,unto,he,shall,and,forth,his,to,but,for,when,is,in,with,or,ever,that,her,god,must,which,have,their,into,they,upon,them,an,then,thou,man,thus,lord,every,my,do,ye,may,all,till,also,each,we,thee,according,hast,yet,me,was,being,say,how,henceforth,whereby,now,from,without,oft,whither,would,there,therein,among,could,some,himself,if,ought,lest,were,no,what,thence,been,throughout,not,our,him,your,verily,many,should,one,these,therefore,said,more,wherein,whereof,once,thereof,let,upwards,did,thy,are,cometh,such,like,those,whence,who,again,whereon,soever,it,inasmuch,where,thine,abundance,because,other,whom,hence,shalt,became,wherewith,had,make,much,neither,whose,than,yea,hath,t_percentage_use,e_percentage_use,n_percentage_use,d_percentage_use,r_percentage_use,g_percentage_use,a_percentage_use,s_percentage_use,p_percentage_use,i_percentage_use,o_percentage_use,u_percentage_use,f_percentage_use,h_percentage_use,b_percentage_use,y_percentage_use,c_percentage_use,l_percentage_use,â_percentage_use,m_percentage_use,x_percentage_use,w_percentage_use,v_percentage_use,q_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,44,69,2,2,15,7,3,3,19,27,1,5,10,1,4,2,8,8,6,1,1,9,1,3,1,3,2,2,1,1,4,3,2,1,1,1,2,2,3,3,1,6,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09447900466562986,0.11897356143079316,0.06415241057542768,0.04004665629860031,0.04937791601866252,0.01671850699844479,0.08087091757387248,0.06765163297045101,0.01166407465007776,0.06531881804043546,0.0660964230171073,0.021384136858475893,0.03265940902021773,0.07153965785381027,0.017107309486780714,0.015163297045101089,0.02410575427682737,0.05093312597200622,0.006998444790046656,0.019051321928460343,0.0042768273716951785,0.013219284603421462,0.014385692068429238,0.00038880248833592535,0.0042768273716951785,0.0011664074650077762,0.0011664074650077762,612,4.2026143790849675,8.962025316455696,298.97317262830484
