Author,to,now,do,or,the,me,thy,be,my,ye,such,for,was,each,upwards,shall,whereon,who,became,thine,yea,man,that,upon,oft,make,had,were,therefore,wherein,may,lord,till,being,where,whither,let,as,verily,like,than,soever,unto,of,more,some,we,them,from,because,would,him,our,all,and,wherewith,once,is,much,ever,also,an,when,whose,been,whereby,many,said,if,whereof,have,yet,should,could,without,he,what,these,inasmuch,it,there,neither,abundance,which,but,every,must,hence,are,god,thereof,therein,hath,one,other,forth,his,whom,whence,henceforth,those,thou,their,thee,himself,hast,among,then,will,her,cometh,out,no,lest,in,with,how,they,by,your,thence,ought,again,according,not,shalt,throughout,into,did,thus,say,c_percentage_use,a_percentage_use,n_percentage_use,i_percentage_use,t_percentage_use,o_percentage_use,p_percentage_use,r_percentage_use,y_percentage_use,h_percentage_use,l_percentage_use,e_percentage_use,w_percentage_use,d_percentage_use,k_percentage_use,s_percentage_use,j_percentage_use,b_percentage_use,u_percentage_use,g_percentage_use,m_percentage_use,f_percentage_use,v_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03287671232876712,0.1780821917808219,0.08767123287671233,0.06027397260273973,0.052054794520547946,0.07945205479452055,0.0273972602739726,0.04657534246575343,0.021917808219178082,0.07671232876712329,0.0410958904109589,0.07945205479452055,0.019178082191780823,0.01643835616438356,0.01643835616438356,0.030136986301369864,0.00821917808219178,0.03287671232876712,0.043835616438356165,0.021917808219178082,0.01643835616438356,0.005479452054794521,0.005479452054794521,0,0,0,0,79,4.620253164556962,2.050632911392405,14.0
