Author,they,these,are,of,when,the,their,is,may,an,in,it,been,that,as,god,to,be,and,with,one,have,many,other,but,our,shall,some,which,will,for,from,out,being,lord,who,where,had,them,now,hath,was,we,also,not,again,those,such,each,whereon,upwards,became,thine,yea,man,upon,oft,make,were,therefore,wherein,till,whither,let,verily,like,than,soever,unto,me,more,because,would,him,all,wherewith,once,much,ever,my,do,whose,whereby,said,if,whereof,yet,ye,should,could,without,he,or,what,inasmuch,there,neither,abundance,every,must,hence,thereof,therein,thy,forth,his,whom,whence,henceforth,thou,thee,himself,hast,among,then,her,cometh,no,lest,how,by,your,thence,ought,according,shalt,throughout,into,did,thus,say,a_percentage_use,r_percentage_use,c_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,s_percentage_use,q_percentage_use,u_percentage_use,i_percentage_use,o_percentage_use,f_percentage_use,g_percentage_use,m_percentage_use,n_percentage_use,p_percentage_use,d_percentage_use,w_percentage_use,v_percentage_use,l_percentage_use,k_percentage_use,b_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),5,4,7,28,3,65,6,8,1,2,15,2,7,7,12,3,9,6,11,3,1,2,1,1,3,2,6,2,4,3,1,5,2,2,1,2,2,5,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07114147909967845,0.0614951768488746,0.01969453376205788,0.10570739549839228,0.07234726688102894,0.14710610932475884,0.008038585209003215,0.07797427652733119,0.002411575562700965,0.01929260450160772,0.06993569131832797,0.06109324758842444,0.01929260450160772,0.01487138263665595,0.012057877813504822,0.055868167202572344,0.017684887459807074,0.033360128617363344,0.0204983922829582,0.007636655948553055,0.033360128617363344,0.003215434083601286,0.016881028938906754,0.009244372990353697,0.006832797427652733,0.00040192926045016077,0.00482315112540193,561,4.434937611408199,8.30379746835443,260.97226688102893
