Author,of,the,now,all,and,to,thus,became,as,in,had,be,without,man,lord,have,there,is,which,those,were,upon,by,are,ever,with,our,but,these,been,it,more,also,will,what,that,he,should,would,then,them,not,or,such,an,for,was,till,out,shall,one,whom,his,himself,like,forth,from,lest,many,thou,each,said,if,whereon,upwards,whereof,who,their,thee,yet,thine,yea,ye,me,could,hast,among,some,we,her,cometh,oft,no,make,inasmuch,how,neither,abundance,therefore,they,wherein,because,may,him,your,thence,ought,again,according,every,wherewith,being,must,hence,shalt,where,once,much,whither,god,my,throughout,into,let,thereof,therein,thy,hath,verily,other,do,did,whence,say,when,henceforth,than,soever,whose,unto,whereby,â_percentage_use,v_percentage_use,m_percentage_use,o_percentage_use,s_percentage_use,t_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,a_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,p_percentage_use,l_percentage_use,c_percentage_use,w_percentage_use,u_percentage_use,d_percentage_use,b_percentage_use,q_percentage_use,j_percentage_use,y_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),32,53,1,3,14,14,1,1,4,13,2,9,2,4,3,2,1,9,4,3,2,3,4,2,1,5,2,1,2,1,5,4,1,1,1,11,3,2,1,3,3,4,1,1,1,1,4,1,1,2,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008169934640522876,0.006944444444444444,0.024101307189542485,0.07148692810457516,0.06699346405228758,0.1090686274509804,0.02369281045751634,0.06944444444444445,0.11887254901960784,0.05024509803921569,0.06781045751633986,0.0784313725490196,0.06290849673202614,0.015931372549019607,0.0196078431372549,0.03839869281045752,0.03145424836601307,0.016748366013071895,0.024509803921568627,0.04044117647058824,0.01184640522875817,0.0004084967320261438,0.002042483660130719,0.010620915032679739,0.0053104575163398695,0.0032679738562091504,0,556,4.402877697841727,8.139240506329115,259.9787581699346
