Author,of,the,lord,and,they,shall,from,to,unto,not,did,was,them,he,their,which,have,yet,in,as,then,be,were,is,should,had,been,with,god,but,it,man,or,now,what,thence,whence,out,all,those,some,his,till,also,that,when,must,once,being,into,him,will,again,my,thereof,make,upon,no,more,thy,our,there,many,such,for,each,thou,said,if,whereon,upwards,whereof,who,thee,himself,without,became,thine,yea,me,ye,could,hast,among,we,her,cometh,oft,these,inasmuch,lest,how,neither,abundance,therefore,wherein,by,because,may,would,your,ought,according,every,wherewith,hence,are,shalt,where,much,whither,ever,throughout,let,therein,hath,one,verily,other,do,thus,forth,an,whom,say,like,than,henceforth,soever,whose,whereby,o_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,t_percentage_use,w_percentage_use,d_percentage_use,s_percentage_use,l_percentage_use,y_percentage_use,m_percentage_use,v_percentage_use,u_percentage_use,k_percentage_use,p_percentage_use,c_percentage_use,b_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),27,64,5,31,28,19,14,20,1,5,1,3,6,3,15,5,10,1,14,4,1,3,2,3,1,5,2,5,4,6,5,1,2,1,1,1,1,3,2,1,2,1,2,2,5,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06851604278074866,0.02339572192513369,0.07987967914438503,0.13335561497326204,0.07586898395721925,0.0571524064171123,0.06383689839572193,0.0661764705882353,0.014705882352941176,0.10528074866310161,0.01871657754010695,0.04512032085561497,0.05481283422459893,0.04378342245989305,0.016377005347593582,0.020053475935828877,0.014037433155080214,0.01537433155080214,0.0030080213903743314,0.014037433155080214,0.020053475935828877,0.009692513368983958,0.00267379679144385,0.00033422459893048126,0.003676470588235294,0.0006684491978609625,0,694,4.311239193083574,9.835443037974683,358.97058823529414
