Author,is,the,of,your,have,him,in,his,let,now,and,from,to,god,those,their,them,that,it,thus,by,what,been,for,yet,be,they,must,as,were,an,who,whom,other,lord,are,all,shall,thou,my,me,not,with,one,could,he,will,out,had,each,we,every,thee,according,hast,was,being,say,how,henceforth,whereby,without,oft,whither,when,would,there,do,therein,among,man,or,some,himself,but,if,ought,lest,no,then,thence,throughout,till,our,may,verily,many,into,should,ever,these,therefore,upon,said,more,wherein,whereof,once,thereof,upwards,did,thy,cometh,such,like,whence,also,again,whereon,soever,inasmuch,her,where,thine,abundance,unto,because,hence,shalt,became,forth,wherewith,which,make,much,neither,whose,ye,than,yea,hath,h_percentage_use,o_percentage_use,n_percentage_use,u_percentage_use,r_percentage_use,i_percentage_use,s_percentage_use,e_percentage_use,v_percentage_use,d_percentage_use,z_percentage_use,p_percentage_use,t_percentage_use,w_percentage_use,g_percentage_use,f_percentage_use,y_percentage_use,c_percentage_use,a_percentage_use,l_percentage_use,b_percentage_use,m_percentage_use,k_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),7,54,41,5,4,2,8,6,1,4,19,4,16,7,2,19,19,10,5,1,6,5,3,8,1,7,5,4,4,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07575757575757576,0.08133971291866028,0.061004784688995214,0.02113237639553429,0.060207336523125994,0.06778309409888357,0.05502392344497608,0.129585326953748,0.01076555023923445,0.03269537480063796,0.0011961722488038277,0.011961722488038277,0.10725677830940988,0.013157894736842105,0.01594896331738437,0.028708133971291867,0.015151515151515152,0.024720893141945772,0.06618819776714513,0.03349282296650718,0.02113237639553429,0.02711323763955343,0.0035885167464114833,0.006379585326953748,0.001594896331738437,0.0011961722488038277,0,586,4.279863481228669,8.531645569620252,304.97408293460927
