Author,which,them,to,have,been,of,the,that,these,more,in,was,by,his,for,they,with,him,some,and,like,it,is,their,one,an,or,according,as,but,are,no,could,be,out,from,when,did,thus,had,such,then,he,all,among,those,if,each,we,every,god,thee,hast,yet,me,being,say,my,how,henceforth,whereby,now,without,oft,whither,would,there,do,therein,man,himself,ought,lest,will,were,thou,what,thence,throughout,not,till,must,our,shall,may,your,verily,many,into,should,ever,therefore,upon,said,wherein,whereof,once,thereof,let,upwards,thy,cometh,whence,who,also,again,whereon,soever,inasmuch,her,where,thine,abundance,unto,because,other,whom,hence,shalt,lord,became,forth,wherewith,make,much,neither,whose,ye,than,yea,hath,w_percentage_use,h_percentage_use,i_percentage_use,c_percentage_use,s_percentage_use,o_percentage_use,r_percentage_use,t_percentage_use,e_percentage_use,m_percentage_use,a_percentage_use,v_percentage_use,b_percentage_use,n_percentage_use,f_percentage_use,â_percentage_use,g_percentage_use,u_percentage_use,y_percentage_use,p_percentage_use,l_percentage_use,d_percentage_use,z_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),3,2,14,5,3,24,61,5,3,2,8,4,5,3,6,6,6,2,2,15,1,3,7,7,3,1,1,1,4,1,1,1,1,2,1,2,3,3,2,2,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01588702559576346,0.07766990291262135,0.07811120917917035,0.02471315092674316,0.07016769638128861,0.06310679611650485,0.0498676081200353,0.1001765225066196,0.12797881729920565,0.02118270079435128,0.06972639011473963,0.00794351279788173,0.018976169461606355,0.06398940864960283,0.02559576345984113,0.00794351279788173,0.020741394527802295,0.02118270079435128,0.01676963812886143,0.018976169461606355,0.02736098852603707,0.03398058252427184,0.00088261253309797,0.00264783759929391,0.000441306266548985,0.00088261253309797,0.00264783759929391,528,4.291666666666667,7.734177215189874,236.96954986760812
