Author,their,an,of,the,our,and,other,to,that,are,have,one,but,all,by,some,be,in,his,which,he,as,them,we,with,should,these,out,more,than,make,himself,who,each,was,or,among,became,had,also,not,being,will,for,much,they,god,thus,then,is,it,may,without,from,been,lest,therefore,upon,inasmuch,her,said,where,were,every,thee,thine,abundance,thou,no,according,wherein,what,unto,hast,yet,thence,whereof,me,because,once,thereof,whom,hath,say,hence,my,let,upwards,throughout,how,henceforth,whereby,till,must,now,lord,did,forth,thy,wherewith,oft,whither,cometh,when,such,like,would,shall,there,do,those,whence,neither,whose,therein,him,shalt,ye,your,verily,again,man,whereon,many,into,could,soever,yea,if,ever,ought,t_percentage_use,h_percentage_use,e_percentage_use,i_percentage_use,r_percentage_use,a_percentage_use,v_percentage_use,n_percentage_use,g_percentage_use,m_percentage_use,o_percentage_use,f_percentage_use,c_percentage_use,y_percentage_use,u_percentage_use,s_percentage_use,b_percentage_use,j_percentage_use,d_percentage_use,â_percentage_use,p_percentage_use,l_percentage_use,x_percentage_use,q_percentage_use,w_percentage_use,k_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),7,5,37,42,1,18,3,6,4,8,4,3,1,4,2,1,2,6,5,4,6,9,3,2,7,1,2,1,2,3,3,1,3,3,4,1,2,1,1,2,1,1,1,2,1,2,1,1,2,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08686702346644709,0.07204610951008646,0.11939069575957184,0.0716344174557431,0.054343351173322355,0.09139563606422396,0.01029230135858378,0.0716344174557431,0.025936599423631124,0.020172910662824207,0.07533964594483326,0.02470152326060107,0.023054755043227664,0.011939069575957185,0.025936599423631124,0.06010703993412927,0.013585837793330589,0.0032935364347468094,0.03499382461918485,0.006587072869493619,0.007410456978180321,0.03417044051049815,0.002881844380403458,0.0012350761630300535,0.018114450391107453,0.002881844380403458,0.0004116920543433512,539,4.5064935064935066,7.886075949367089,241.9703581720873
