Author,could,not,when,they,the,of,his,and,in,god,should,be,from,to,for,their,those,was,no,is,as,an,it,thou,that,hast,lord,ought,are,all,him,were,more,did,them,he,upon,with,let,but,such,among,shall,ye,lest,how,which,will,our,yet,again,into,out,make,do,thus,or,who,many,each,said,if,whereon,upwards,whereof,thee,himself,have,without,thine,became,yea,me,man,then,some,we,what,her,cometh,oft,had,these,inasmuch,there,neither,abundance,therefore,wherein,by,because,may,would,your,thence,according,been,every,wherewith,till,being,must,hence,shalt,where,once,much,whither,ever,now,my,throughout,thereof,therein,thy,hath,one,verily,also,other,forth,whom,whence,say,like,than,henceforth,soever,whose,unto,whereby,p_percentage_use,r_percentage_use,o_percentage_use,m_percentage_use,i_percentage_use,s_percentage_use,e_percentage_use,c_percentage_use,u_percentage_use,l_percentage_use,d_percentage_use,n_percentage_use,t_percentage_use,a_percentage_use,v_percentage_use,w_percentage_use,h_percentage_use,y_percentage_use,j_percentage_use,f_percentage_use,b_percentage_use,g_percentage_use,k_percentage_use,q_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,4,3,8,39,23,5,29,9,6,1,4,3,15,4,12,2,4,2,9,6,4,8,2,11,1,4,1,4,3,4,3,1,2,14,4,8,3,3,2,1,1,5,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01648572577402493,0.049859268194611985,0.0667470848411741,0.022114997989545637,0.07036590269400884,0.057096903900281465,0.12625653397667874,0.02251708886208283,0.02694008845999196,0.04101326899879373,0.04382790510655408,0.072778447929232,0.09690390028146362,0.07559308403699236,0.010454362685967028,0.019300361881785282,0.06915963007639726,0.009650180940892641,0.004020908725371934,0.02332127060715722,0.012464817048652996,0.018496180136710897,0.006835544833132288,0.0004020908725371934,0.007639726578206675,0.002010454362685967,0.0004020908725371934,571,4.355516637478108,8.341772151898734,297.97265782066745
