Author,it,then,to,be,yet,must,an,of,as,the,may,or,we,that,with,god,and,lord,hast,thou,from,thy,our,for,thine,have,but,are,them,they,not,by,is,into,their,which,in,according,had,his,again,upon,shall,now,some,will,my,was,among,out,all,your,ye,also,unto,do,thus,lest,therefore,each,inasmuch,her,where,said,were,every,thee,abundance,no,more,wherein,what,thence,whereof,me,been,once,thereof,because,other,whom,hath,being,say,hence,let,shalt,upwards,throughout,how,henceforth,whereby,till,became,did,forth,wherewith,without,oft,he,whither,cometh,when,such,like,would,there,those,whence,make,much,neither,whose,therein,him,who,verily,man,whereon,many,soever,could,than,himself,should,one,yea,if,ever,these,ought,a_percentage_use,g_percentage_use,e_percentage_use,s_percentage_use,p_percentage_use,t_percentage_use,o_percentage_use,i_percentage_use,h_percentage_use,r_percentage_use,m_percentage_use,n_percentage_use,b_percentage_use,y_percentage_use,f_percentage_use,u_percentage_use,l_percentage_use,d_percentage_use,w_percentage_use,c_percentage_use,x_percentage_use,â_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),8,3,9,9,1,1,2,27,3,42,1,1,3,10,2,7,26,5,1,2,6,6,2,5,3,4,4,3,3,5,3,5,2,2,11,2,13,1,2,2,1,2,12,1,1,12,5,1,2,2,5,9,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08024691358024691,0.015432098765432098,0.11689814814814815,0.05787037037037037,0.017746913580246913,0.09490740740740741,0.07021604938271606,0.07021604938271606,0.061342592592592594,0.050540123456790126,0.014660493827160493,0.06790123456790123,0.011959876543209876,0.030478395061728395,0.02199074074074074,0.027777777777777776,0.059799382716049385,0.04243827160493827,0.019290123456790122,0.016589506172839507,0.0030864197530864196,0.005787037037037037,0.009259259259259259,0.005015432098765432,0.0015432098765432098,0.00038580246913580245,0.00038580246913580245,616,4.207792207792208,8.873417721518987,312.9737654320988
