Author,was,by,to,make,in,the,and,it,would,be,of,is,an,some,which,are,with,that,god,will,hence,not,have,been,or,as,but,must,now,for,shall,from,then,may,when,those,our,if,no,them,do,who,much,their,whom,one,being,these,such,each,whereon,upwards,became,thine,yea,man,upon,oft,had,were,therefore,wherein,lord,till,where,whither,let,verily,like,than,soever,unto,me,more,we,because,him,all,wherewith,once,ever,my,also,whose,whereby,many,said,whereof,yet,ye,should,could,without,he,what,inasmuch,there,neither,abundance,every,thereof,therein,thy,hath,other,forth,his,whence,henceforth,thou,thee,himself,hast,among,her,cometh,out,lest,how,they,your,thence,ought,again,according,shalt,throughout,into,did,thus,say,w_percentage_use,a_percentage_use,s_percentage_use,d_percentage_use,e_percentage_use,t_percentage_use,i_percentage_use,n_percentage_use,b_percentage_use,y_percentage_use,p_percentage_use,r_percentage_use,o_percentage_use,u_percentage_use,h_percentage_use,v_percentage_use,m_percentage_use,k_percentage_use,g_percentage_use,f_percentage_use,l_percentage_use,c_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,4,20,1,13,52,20,3,2,10,30,9,1,2,6,6,4,4,4,3,3,1,3,1,2,3,1,3,1,3,3,4,1,1,1,3,5,1,1,5,2,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016964285714285713,0.07366071428571429,0.06294642857142857,0.05178571428571429,0.1263392857142857,0.10223214285714285,0.07053571428571428,0.07366071428571429,0.014732142857142857,0.0125,0.023214285714285715,0.055357142857142855,0.08080357142857143,0.020982142857142855,0.06160714285714286,0.00625,0.016964285714285713,0.003125,0.015625,0.020535714285714286,0.033482142857142856,0.028125,0.0017857142857142857,0.005803571428571429,0.0008928571428571428,0.0004464285714285714,0,506,4.426877470355731,7.582278481012659,254.98035714285714
