Author,and,whence,their,of,with,his,the,these,till,they,let,it,be,is,not,that,all,are,in,but,have,been,among,our,one,some,as,from,himself,to,for,no,them,were,hence,we,if,other,by,god,when,shall,he,will,may,which,said,thus,many,out,must,much,more,such,should,was,each,whereon,upwards,who,became,thine,yea,man,upon,oft,make,had,therefore,wherein,lord,being,where,whither,verily,like,than,soever,unto,me,because,would,him,wherewith,once,ever,my,also,do,an,whose,whereby,whereof,yet,ye,could,without,or,what,inasmuch,there,neither,abundance,every,now,thereof,therein,thy,hath,forth,whom,henceforth,those,thou,thee,hast,then,her,cometh,lest,how,your,thence,ought,again,according,shalt,throughout,into,did,say,a_percentage_use,n_percentage_use,d_percentage_use,w_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,m_percentage_use,t_percentage_use,i_percentage_use,r_percentage_use,o_percentage_use,f_percentage_use,â_percentage_use,s_percentage_use,l_percentage_use,v_percentage_use,u_percentage_use,g_percentage_use,y_percentage_use,p_percentage_use,b_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),14,1,6,32,2,1,43,7,1,4,2,5,8,5,2,4,3,3,15,3,4,6,4,3,2,1,9,6,1,8,4,1,1,1,2,3,2,1,1,1,1,2,1,1,3,2,2,1,1,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06523642732049037,0.07443082311733801,0.03896672504378284,0.0148861646234676,0.05604203152364273,0.13747810858143608,0.023204903677758317,0.020140105078809107,0.10464098073555167,0.07749562171628721,0.05823117338003503,0.06961471103327496,0.03152364273204904,0.00788091068301226,0.05691768826619965,0.03327495621716287,0.020577933450087564,0.025394045534150613,0.016199649737302976,0.010070052539404553,0.012259194395796848,0.01576182136602452,0.0021891418563922942,0.003064798598949212,0.0008756567425569177,0.0017513134851138354,0,511,4.4696673189823874,7.569620253164557,246.9781085814361
