Author,him,and,of,his,many,the,from,as,some,now,to,in,being,he,an,with,all,those,who,not,than,one,was,which,had,been,it,by,their,but,out,were,or,such,for,thereof,that,them,there,each,these,they,whose,could,be,thus,no,lest,should,became,we,every,god,thee,according,hast,yet,me,say,my,how,henceforth,whereby,without,oft,whither,when,would,do,therein,among,man,himself,if,ought,will,thou,what,then,thence,have,throughout,till,must,our,shall,may,your,verily,into,ever,therefore,upon,said,more,wherein,whereof,once,let,upwards,is,did,thy,are,cometh,like,whence,also,again,whereon,soever,inasmuch,her,where,thine,abundance,unto,because,other,whom,hence,shalt,lord,forth,wherewith,make,much,neither,ye,yea,hath,p_percentage_use,u_percentage_use,r_percentage_use,s_percentage_use,e_percentage_use,d_percentage_use,h_percentage_use,i_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,l_percentage_use,w_percentage_use,b_percentage_use,o_percentage_use,t_percentage_use,x_percentage_use,y_percentage_use,f_percentage_use,c_percentage_use,j_percentage_use,v_percentage_use,g_percentage_use,k_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,18,28,4,4,36,5,3,3,2,17,9,1,2,1,4,1,2,4,4,2,2,4,1,3,4,2,3,9,2,1,5,1,2,4,1,3,2,1,1,2,6,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020721094073767096,0.02652300041442188,0.060505594695399914,0.0741815167840862,0.1404890178201409,0.05014504765851637,0.060505594695399914,0.05884790716949855,0.02403646912556983,0.07749689183588894,0.06837961044343141,0.0306672192291753,0.01740571902196436,0.01326150020721094,0.07376709490261085,0.08910070451719851,0.0020721094073767096,0.012018234562784915,0.02818068794032325,0.02154993783671778,0.006216328222130129,0.009117281392457521,0.01699129714048902,0.0020721094073767096,0.005387484459179445,0.0004144218814753419,0,523,4.6137667304015295,7.658227848101266,222.9900538748446
