Author,the,of,it,one,them,and,in,have,been,was,upwards,are,there,were,do,for,be,other,will,an,to,from,whom,may,they,their,god,who,among,or,is,no,with,now,as,many,let,then,these,our,without,ever,that,upon,which,according,we,but,some,such,he,also,would,my,out,if,where,lest,therefore,each,inasmuch,her,said,thine,every,thee,abundance,thou,more,wherein,all,what,hast,unto,yet,thence,whereof,me,his,once,thereof,because,hath,by,being,say,hence,shalt,throughout,how,henceforth,whereby,not,till,must,lord,did,became,thy,forth,wherewith,oft,whither,cometh,when,like,had,shall,thus,those,whence,make,much,neither,whose,therein,him,ye,your,verily,again,man,whereon,into,could,soever,himself,should,than,yea,ought,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,d_percentage_use,o_percentage_use,f_percentage_use,a_percentage_use,b_percentage_use,r_percentage_use,m_percentage_use,n_percentage_use,i_percentage_use,c_percentage_use,l_percentage_use,w_percentage_use,j_percentage_use,v_percentage_use,y_percentage_use,u_percentage_use,p_percentage_use,k_percentage_use,g_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),45,31,1,2,3,11,19,5,4,1,1,7,3,1,3,5,5,1,2,3,16,3,1,1,3,5,1,2,2,4,4,2,2,1,3,2,1,1,2,3,1,1,2,1,1,1,1,3,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08709942481511915,0.05258833196384552,0.14050944946589974,0.06984387838948233,0.031224322103533278,0.07764995891536565,0.024239934264585046,0.05957271980279376,0.017666392769104356,0.06203779786359902,0.026705012325390305,0.06614626129827444,0.0714872637633525,0.024650780608052588,0.030813475760065736,0.0209531635168447,0.006984387838948234,0.01437962202136401,0.013968775677896467,0.020542317173377157,0.013557929334428924,0.0036976170912078883,0.01437962202136401,0.0024650780608052587,0.005751848808545604,0.0012325390304026294,0,533,4.566604127579738,7.860759493670886,234.96014790468365
