Author,by,the,and,of,god,being,in,he,to,be,their,it,with,now,like,other,ever,have,been,also,every,they,as,for,or,his,many,what,is,was,who,that,from,where,all,were,one,some,which,more,we,them,each,till,into,but,are,yet,there,an,those,my,ought,how,such,whereon,shall,upwards,became,thine,yea,man,upon,oft,make,had,therefore,wherein,may,lord,whither,let,verily,than,soever,unto,me,because,would,him,our,wherewith,once,much,do,when,whose,whereby,said,if,whereof,without,ye,should,could,these,inasmuch,neither,abundance,must,hence,thereof,therein,thy,hath,forth,whom,whence,henceforth,thou,thee,himself,hast,among,then,will,her,cometh,out,no,lest,your,thence,again,according,not,shalt,throughout,did,thus,say,i_percentage_use,n_percentage_use,d_percentage_use,a_percentage_use,s_percentage_use,b_percentage_use,y_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,g_percentage_use,r_percentage_use,w_percentage_use,f_percentage_use,u_percentage_use,l_percentage_use,m_percentage_use,o_percentage_use,q_percentage_use,k_percentage_use,v_percentage_use,p_percentage_use,â_percentage_use,c_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),5,42,15,27,1,2,8,12,17,2,10,3,2,2,2,2,1,9,4,3,2,8,4,1,2,1,2,1,3,2,2,5,7,1,1,2,1,1,4,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07177389364075865,0.06470806991446634,0.03644477500929714,0.07326143547787281,0.0714020081814801,0.014503532911863145,0.0167348456675344,0.0907400520639643,0.0572703607288955,0.13164745258460395,0.017106731126812942,0.06396429899590926,0.01896615842320565,0.02528821123094087,0.024172554853105245,0.022313127556712532,0.020825585719598364,0.0695425808850874,0.002231312755671253,0.0029750836742283376,0.015247303830420231,0.013015991074748977,0.005578281889178133,0.0238006693938267,0.0007437709185570844,0.0014875418371141688,0.0007437709185570844,569,4.725834797891037,8.30379746835443,237.9564894012644
