Author,that,have,as,yet,all,the,to,them,they,of,it,their,is,those,were,and,or,god,thy,from,unto,will,for,into,your,thou,shalt,out,thee,every,whereon,shall,be,then,are,his,not,thence,said,ever,should,but,there,was,in,which,by,must,an,than,did,each,we,according,hast,me,being,say,my,how,henceforth,whereby,now,without,oft,whither,when,would,do,therein,among,man,could,some,himself,if,ought,lest,no,what,been,throughout,till,our,thus,him,may,verily,many,one,these,therefore,upon,more,wherein,whereof,once,thereof,let,upwards,he,cometh,such,like,whence,who,also,again,soever,inasmuch,her,where,thine,abundance,because,other,whom,hence,lord,became,forth,wherewith,had,with,make,much,neither,whose,ye,yea,hath,t_percentage_use,h_percentage_use,a_percentage_use,p_percentage_use,e_percentage_use,o_percentage_use,l_percentage_use,v_percentage_use,n_percentage_use,r_percentage_use,s_percentage_use,y_percentage_use,d_percentage_use,m_percentage_use,i_percentage_use,f_percentage_use,g_percentage_use,c_percentage_use,u_percentage_use,â_percentage_use,w_percentage_use,b_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,3,6,1,1,56,16,4,6,31,2,4,1,2,6,14,1,3,4,8,4,5,4,3,3,2,1,4,1,1,1,4,4,2,1,2,2,4,2,1,1,4,1,5,6,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09820309235269536,0.05850396991224405,0.06686167989970748,0.01838696197241956,0.13497701629753447,0.07062264939406603,0.035102381947346425,0.01713330547430004,0.06560802340158796,0.06978687839531968,0.06644379440033431,0.015879648976180525,0.038027580442958626,0.020476389469285417,0.0635185959047221,0.024655244463017135,0.010447137484329294,0.008357709987463435,0.025908900961136648,0.008775595486836606,0.015043877977434183,0.013790221479314668,0.00459674049310489,0.0012536564981195152,0.0004178854993731718,0,0,550,4.350909090909091,8.0,250.95277893857084
