Author,they,are,the,which,lord,hath,that,of,and,their,with,it,will,then,be,in,had,to,was,till,all,shall,thence,many,other,may,have,such,as,my,upon,thy,thine,among,by,for,me,is,them,thee,not,out,from,henceforth,man,what,no,must,god,who,him,his,he,make,whom,did,where,were,one,or,there,but,those,whose,our,an,thou,each,said,if,whereon,upwards,whereof,himself,hast,yet,yea,became,ye,should,could,without,more,some,we,her,cometh,oft,these,inasmuch,lest,how,neither,abundance,therefore,wherein,because,would,your,ought,again,according,been,every,wherewith,being,hence,shalt,once,much,whither,ever,now,throughout,into,let,thereof,therein,verily,also,do,thus,forth,whence,say,when,like,than,soever,unto,whereby,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,a_percentage_use,r_percentage_use,s_percentage_use,d_percentage_use,w_percentage_use,i_percentage_use,c_percentage_use,l_percentage_use,o_percentage_use,b_percentage_use,â_percentage_use,f_percentage_use,n_percentage_use,p_percentage_use,g_percentage_use,m_percentage_use,u_percentage_use,k_percentage_use,v_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),6,3,50,3,4,1,8,35,21,5,2,2,12,2,13,9,1,27,1,1,4,5,1,3,1,3,4,2,4,5,3,5,1,1,1,2,1,4,5,1,4,3,2,1,1,1,1,4,4,1,1,4,2,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1092,0.0648,0.122,0.0156,0.0656,0.0568,0.0564,0.0348,0.0172,0.072,0.0204,0.0472,0.0752,0.0128,0.01,0.028,0.0628,0.0192,0.0144,0.0228,0.0232,0.0028,0.0124,0.002,0.0024,0.0004,0.0012,591,4.230118443316413,8.556962025316455,306.9716
