Author,as,the,of,not,they,it,such,are,their,from,among,them,in,which,no,may,he,was,who,had,been,and,to,that,if,one,all,have,is,with,be,must,me,some,now,man,his,being,by,each,or,what,for,will,till,thus,god,these,other,ever,we,how,my,into,whereon,shall,upwards,thine,became,yea,upon,oft,make,were,therefore,wherein,lord,where,whither,let,verily,like,than,soever,unto,more,because,would,him,our,wherewith,once,much,also,do,an,when,whose,whereby,many,said,whereof,yet,ye,should,could,without,inasmuch,there,neither,abundance,but,every,hence,thereof,therein,thy,hath,forth,whom,whence,henceforth,those,thou,thee,himself,hast,then,her,cometh,out,lest,your,thence,ought,again,according,shalt,throughout,did,say,s_percentage_use,t_percentage_use,a_percentage_use,e_percentage_use,o_percentage_use,n_percentage_use,c_percentage_use,r_percentage_use,i_percentage_use,m_percentage_use,l_percentage_use,g_percentage_use,h_percentage_use,u_percentage_use,f_percentage_use,k_percentage_use,v_percentage_use,b_percentage_use,y_percentage_use,p_percentage_use,d_percentage_use,w_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,41,30,6,9,6,1,3,11,2,1,7,17,7,2,2,6,4,2,2,1,14,9,7,2,1,3,4,5,3,3,3,1,2,1,1,3,1,2,2,2,2,1,2,1,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060382276281494354,0.10208514335360556,0.08079930495221546,0.13075586446568202,0.06168549087749783,0.07688966116420504,0.023457862728062554,0.05560382276281494,0.08470894874022589,0.02432667245873154,0.030408340573414423,0.014335360556038228,0.07341442224152911,0.016072980017376195,0.030842745438748913,0.005212858384013901,0.011294526498696786,0.016941789748045177,0.014335360556038228,0.013032145960034752,0.028236316246741965,0.021285838401390096,0.006081668114682885,0.0017376194613379669,0.0004344048653344917,0.0013032145960034753,0,538,4.278810408921933,7.886075949367089,249.98566463944397
