Author,or,to,our,we,the,of,it,and,an,which,would,not,be,but,may,then,with,some,that,such,is,where,as,in,he,upon,his,must,have,been,their,was,man,god,also,there,him,shall,every,one,ye,these,from,into,had,said,thou,could,those,no,for,each,whereon,upwards,who,became,thine,yea,oft,make,were,therefore,wherein,lord,till,being,whither,let,verily,like,than,soever,unto,me,more,them,because,all,wherewith,once,much,ever,my,do,when,whose,whereby,many,if,whereof,yet,should,without,what,inasmuch,neither,abundance,hence,are,now,thereof,therein,thy,hath,other,forth,whom,whence,henceforth,thee,himself,hast,among,will,her,cometh,out,lest,how,they,by,your,thence,ought,again,according,shalt,throughout,did,thus,say,e_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,r_percentage_use,a_percentage_use,c_percentage_use,l_percentage_use,y_percentage_use,o_percentage_use,x_percentage_use,p_percentage_use,s_percentage_use,u_percentage_use,n_percentage_use,w_percentage_use,f_percentage_use,v_percentage_use,g_percentage_use,m_percentage_use,d_percentage_use,b_percentage_use,â_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),4,18,2,3,55,36,7,13,2,5,5,2,6,3,1,3,7,1,9,2,11,2,8,12,6,1,6,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13193636010865348,0.07566938300349244,0.09701202949165696,0.06752037252619325,0.05859526581296081,0.06946061311602639,0.02211874272409779,0.033760186263096625,0.01435778036476523,0.07411719053162592,0.004656577415599534,0.019402405898331393,0.06752037252619325,0.019402405898331393,0.0710128055878929,0.016686069072564997,0.025611175785797437,0.012029491656965464,0.01590997283663174,0.01241753977493209,0.042685292976329066,0.01435778036476523,0.008537058595265812,0.0011641443538998836,0.0015521924718665113,0.00038804811796662784,0,590,4.367796610169491,8.632911392405063,265.9778812572759
