Author,the,who,him,but,could,no,of,his,he,to,be,was,and,in,more,than,ever,then,for,were,from,without,such,which,them,are,by,as,is,all,that,had,said,if,thou,let,man,not,they,because,would,do,every,their,with,forth,among,till,an,other,upon,some,each,whereon,shall,upwards,became,thine,yea,oft,make,therefore,wherein,may,lord,being,where,whither,verily,like,soever,unto,me,we,our,wherewith,once,much,my,also,when,whose,been,whereby,many,whereof,have,yet,ye,should,or,what,these,inasmuch,it,there,neither,abundance,must,hence,god,now,thereof,therein,thy,hath,one,whom,whence,henceforth,those,thee,himself,hast,will,her,cometh,out,lest,how,your,thence,ought,again,according,shalt,throughout,into,did,thus,say,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,o_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,g_percentage_use,v_percentage_use,w_percentage_use,i_percentage_use,d_percentage_use,b_percentage_use,u_percentage_use,c_percentage_use,l_percentage_use,s_percentage_use,x_percentage_use,p_percentage_use,f_percentage_use,â_percentage_use,y_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),46,3,4,4,1,3,22,6,11,20,2,4,21,9,2,3,1,1,4,4,3,1,1,2,4,1,5,4,1,3,3,3,1,1,2,1,1,3,3,1,3,1,1,3,3,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926076360682372,0.060926076360682375,0.12916328188464662,0.06417546709991877,0.07554833468724614,0.026401299756295696,0.07473598700243704,0.058895207148659624,0.012185215272136474,0.007717303005686434,0.020714865962632008,0.06011372867587327,0.04833468724614135,0.011779041429731926,0.027213647441104792,0.030869212022745736,0.035337124289195776,0.06336311941510966,0.002437043054427295,0.019090170593013808,0.025182778229082048,0.008935824532900082,0.015434606011372868,0.0016246953696181965,0.008123476848090982,0.0008123476848090983,0.0008123476848090983,551,4.468239564428312,8.025316455696203,235.9825345247766
