Author,in,the,and,their,to,ought,for,of,when,is,her,with,we,may,have,our,whom,such,by,upon,which,will,not,some,them,be,should,say,what,let,make,your,every,god,his,been,like,shall,how,from,an,lord,it,these,all,was,each,whereon,upwards,who,became,thine,yea,man,that,oft,had,were,therefore,wherein,till,being,where,whither,as,verily,than,soever,unto,me,more,because,would,him,wherewith,once,much,ever,my,also,do,whose,whereby,many,said,if,whereof,yet,ye,could,without,he,or,inasmuch,there,neither,abundance,but,must,hence,are,now,thereof,therein,thy,hath,one,other,forth,whence,henceforth,those,thou,thee,himself,hast,among,then,out,cometh,no,lest,they,thence,again,according,shalt,throughout,into,did,thus,o_percentage_use,l_percentage_use,d_percentage_use,c_percentage_use,r_percentage_use,u_percentage_use,p_percentage_use,t_percentage_use,e_percentage_use,s_percentage_use,a_percentage_use,b_percentage_use,i_percentage_use,h_percentage_use,m_percentage_use,n_percentage_use,y_percentage_use,v_percentage_use,g_percentage_use,f_percentage_use,x_percentage_use,w_percentage_use,â_percentage_use,j_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),15,46,22,3,21,1,5,27,1,5,2,6,1,6,1,11,2,1,4,2,6,8,2,1,1,8,1,1,1,2,2,1,1,2,2,1,1,2,1,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07289569069673782,0.045106725734997986,0.042287555376560614,0.02577527184857028,0.05557792992347966,0.028594442207007652,0.022553362867498993,0.08135320177204994,0.11478050745066452,0.06322996375352397,0.07329842931937172,0.015304067660088603,0.07813129279097865,0.056786145791381394,0.02617801047120419,0.07571486105517519,0.016512283527990335,0.009665726943213854,0.018928715263793798,0.023761578735400725,0.0016109544905356424,0.017720499395892066,0.009262988320579944,0.0024164317358034634,0.003221908981071285,0.0008054772452678212,0,556,4.465827338129497,8.08860759493671,237.98147402335883
