Author,and,they,in,unto,into,the,of,all,wherein,is,that,as,god,had,him,lord,was,upon,it,were,upward,did,every,man,whose,which,from,with,an,to,also,he,forth,if,but,no,for,her,then,his,yet,other,again,out,not,more,thou,thy,thee,may,be,whatsoever,their,said,will,neither,have,shall,them,your,are,thereof,ye,whoso,by,therein,my,there,make,me,do,when,these,without,what,thine,thus,whence,whither,could,those,would,because,than,hath,henceforth,or,therefore,now,many,how,lest,let,been,who,abundance,say,hast,should,ever,yea,whom,wherefore,one,we,according,our,among,whereof,like,himself,where,much,shalt,moreover,wherewith,till,being,thence,throughout,whereby,some,doeth,soever,didst,each,inasmuch,downward,whereto,seest,therewith,once,thereby,shouldest,outward,hence,howsoever,becometh,thereon,must,thereupon,thereunto,became,oft,oftentimes,cometh,such,whosoever,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,thyself,notwithstanding,verily,whereon,forthwith,therefrom,wheresoever,ought,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,w_percentage_use,i_percentage_use,u_percentage_use,o_percentage_use,r_percentage_use,k_percentage_use,f_percentage_use,l_percentage_use,s_percentage_use,b_percentage_use,m_percentage_use,g_percentage_use,c_percentage_use,p_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,18.0,2.0,11.0,0.0,0.0,40.0,20.0,6.0,0.0,4.0,8.0,0.0,0.0,0.0,5.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,9.0,1.0,6.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,18.0,12.0,4.0,1.0,2.0,1.0,3.0,0.0,9.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06925064599483204,0.056330749354005165,0.03875968992248062,0.10904392764857881,0.10025839793281653,0.12506459948320414,0.014470284237726097,0.018604651162790697,0.0640826873385013,0.03255813953488372,0.07596899224806201,0.05426356589147287,0.005684754521963824,0.02428940568475452,0.046511627906976744,0.05891472868217054,0.008785529715762274,0.031007751937984496,0.018604651162790697,0.014470284237726097,0.016537467700258397,0.008268733850129198,0.0015503875968992248,0.0005167958656330749,0.0031007751937984496,0.0010335917312661498,469,4.1257995735607675,19.541666666666668,273.99793281653734
Solomon and others,7.0,7.0,0.0,2.0,0.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.065,0.04833333333333333,0.09666666666666666,0.075,0.12833333333333333,0.03666666666666667,0.02666666666666667,0.05333333333333334,0.028333333333333332,0.07666666666666666,0.04833333333333333,0.006666666666666667,0.04,0.06833333333333333,0.051666666666666666,0.008333333333333333,0.028333333333333332,0.008333333333333333,0.015,0.015,0.006666666666666667,0.0,0.0016666666666666668,0.0,0.0,141,4.25531914893617,15.666666666666666,86.99833333333332
Solomon,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823045267489712,0.053497942386831275,0.012345679012345678,0.08641975308641975,0.08641975308641975,0.1646090534979424,0.01646090534979424,0.024691358024691357,0.07407407407407407,0.00823045267489712,0.053497942386831275,0.0823045267489712,0.00411522633744856,0.02880658436213992,0.03292181069958848,0.06584362139917696,0.024691358024691357,0.0411522633744856,0.01646090534979424,0.024691358024691357,0.00411522633744856,0.00411522633744856,0.0,0.0,0.00411522633744856,0.0,59,4.11864406779661,19.666666666666668,33.99588477366254
Isaiah,24.0,3.0,4.0,0.0,1.0,24.0,19.0,6.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,7.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08762420957542909,0.07497741644083107,0.053297199638663056,0.08220415537488708,0.08852755194218609,0.12556458897922312,0.016260162601626018,0.013550135501355014,0.04607046070460705,0.026196928635953028,0.07768744354110207,0.05058717253839205,0.005420054200542005,0.036133694670280034,0.06955736224028906,0.06142728093947606,0.017163504968383016,0.015356820234869015,0.01084010840108401,0.008130081300813009,0.02077687443541102,0.007226738934056007,0.0018066847335140017,0.0,0.0018066847335140017,0.0,270,4.1,22.5,172.9981933152665
Jeremiah,12.0,5.0,7.0,6.0,0.0,20.0,10.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,7.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,7.0,1.0,20.0,11.0,4.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,8.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08157444381061038,0.05818596691386195,0.03822019395322305,0.11009697661152311,0.08956075299486595,0.127780946948089,0.03194523673702225,0.02167712492869367,0.04905875641756988,0.03650884198516828,0.08043354249857387,0.058756417569880204,0.004563605248146035,0.02167712492869367,0.03650884198516828,0.058756417569880204,0.014831717056474614,0.02567027952082145,0.013120365088419851,0.01654306902452938,0.011409013120365089,0.008556759840273816,0.0,0.0,0.0011409013120365088,0.0,431,4.067285382830627,28.6,257.996577296064
Ezekiel,20.0,3.0,2.0,12.0,0.0,5.0,14.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,4.0,6.0,0.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,5.0,6.0,0.0,2.0,0.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10043668122270742,0.08122270742358079,0.04890829694323144,0.10218340611353711,0.0777292576419214,0.13362445414847163,0.014847161572052401,0.020087336244541485,0.04890829694323144,0.032314410480349345,0.08646288209606987,0.050655021834061134,0.007860262008733625,0.02445414847161572,0.03755458515283843,0.05764192139737991,0.00960698689956332,0.027074235807860263,0.013973799126637555,0.0069868995633187774,0.010480349344978166,0.00611353711790393,0.0,0.0,0.0,0.0,293,3.907849829351536,24.416666666666668,170.99912663755464
Daniel,5.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09289617486338798,0.07923497267759563,0.0546448087431694,0.07650273224043716,0.09016393442622951,0.1366120218579235,0.0273224043715847,0.01639344262295082,0.060109289617486336,0.03278688524590164,0.060109289617486336,0.060109289617486336,0.01639344262295082,0.01639344262295082,0.03551912568306011,0.04918032786885246,0.00273224043715847,0.02459016393442623,0.01366120218579235,0.02185792349726776,0.01639344262295082,0.01092896174863388,0.0,0.0,0.0,0.00546448087431694,90,4.066666666666666,30.0,49.99999999999999
Hosea,3.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718954248366013,0.05228758169934641,0.0457516339869281,0.06535947712418301,0.0718954248366013,0.1568627450980392,0.006535947712418301,0.0196078431372549,0.06535947712418301,0.0392156862745098,0.0915032679738562,0.032679738562091505,0.006535947712418301,0.032679738562091505,0.0915032679738562,0.0457516339869281,0.006535947712418301,0.0196078431372549,0.013071895424836602,0.0196078431372549,0.006535947712418301,0.006535947712418301,0.0,0.0,0.0196078431372549,0.013071895424836602,40,3.825,40.0,23.999999999999996
Joel,10.0,9.0,2.0,0.0,0.0,15.0,13.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1011764705882353,0.07647058823529412,0.03411764705882353,0.08,0.08352941176470588,0.14823529411764705,0.023529411764705882,0.009411764705882352,0.04,0.01647058823529412,0.06352941176470588,0.05411764705882353,0.01411764705882353,0.02823529411764706,0.06235294117647059,0.06705882352941177,0.018823529411764704,0.024705882352941175,0.011764705882352941,0.01411764705882353,0.021176470588235293,0.007058823529411765,0.0,0.0,0.0,0.0,202,4.207920792079208,28.857142857142858,112.99999999999999
Amos,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1095890410958904,0.0410958904109589,0.0547945205479452,0.0547945205479452,0.1095890410958904,0.1232876712328767,0.0,0.0273972602739726,0.0684931506849315,0.0410958904109589,0.0684931506849315,0.0273972602739726,0.0,0.0410958904109589,0.0821917808219178,0.0547945205479452,0.0273972602739726,0.0,0.0,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,18,4.055555555555555,18.0,9.999999999999998
Obadiah,2.0,1.0,2.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08650519031141868,0.07958477508650519,0.0657439446366782,0.12110726643598616,0.08996539792387544,0.17647058823529413,0.020761245674740483,0.01384083044982699,0.04844290657439446,0.031141868512110725,0.058823529411764705,0.04498269896193772,0.0,0.01730103806228374,0.02422145328719723,0.031141868512110725,0.010380622837370242,0.020761245674740483,0.01384083044982699,0.01384083044982699,0.006920415224913495,0.02422145328719723,0.0,0.0,0.0,0.0,70,4.128571428571429,35.0,41.00000000000001
Jonah,7.0,3.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07073170731707316,0.07073170731707316,0.06341463414634146,0.1,0.07560975609756097,0.15365853658536585,0.012195121951219513,0.01707317073170732,0.03902439024390244,0.02926829268292683,0.09024390243902439,0.05853658536585366,0.0024390243902439024,0.026829268292682926,0.03414634146341464,0.05853658536585366,0.012195121951219513,0.01951219512195122,0.014634146341463415,0.024390243902439025,0.012195121951219513,0.004878048780487805,0.0024390243902439024,0.0,0.0024390243902439024,0.0,102,4.019607843137255,25.25,59.99512195121951
Micah,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12396694214876033,0.06611570247933884,0.049586776859504134,0.09090909090909091,0.06611570247933884,0.15702479338842976,0.008264462809917356,0.024793388429752067,0.024793388429752067,0.024793388429752067,0.04132231404958678,0.049586776859504134,0.0,0.024793388429752067,0.0743801652892562,0.06611570247933884,0.024793388429752067,0.024793388429752067,0.0,0.01652892561983471,0.024793388429752067,0.008264462809917356,0.008264462809917356,0.0,0.0,0.0,30,4.033333333333333,30.0,17.000000000000014
Nahum,3.0,0.0,2.0,0.0,0.0,9.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05719921104536489,0.05917159763313609,0.027613412228796843,0.10453648915187377,0.08875739644970414,0.11834319526627218,0.027613412228796843,0.021696252465483234,0.0611439842209073,0.029585798816568046,0.08678500986193294,0.045364891518737675,0.013806706114398421,0.04142011834319527,0.03747534516765286,0.045364891518737675,0.015779092702169626,0.03747534516765286,0.02564102564102564,0.021696252465483234,0.01972386587771203,0.009861932938856016,0.0,0.0,0.0019723865877712033,0.0,125,4.056,31.25,62.998027613412226
Habakkuk,10.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09233791748526522,0.08055009823182711,0.03732809430255403,0.1237721021611002,0.060903732809430254,0.12180746561886051,0.025540275049115914,0.029469548133595286,0.07662082514734773,0.029469548133595286,0.05697445972495088,0.060903732809430254,0.003929273084479371,0.0137524557956778,0.04911591355599214,0.04911591355599214,0.011787819253438114,0.023575638506876228,0.003929273084479371,0.01768172888015717,0.023575638506876228,0.005893909626719057,0.0,0.0,0.0,0.0,127,4.0078740157480315,25.4,79.99803536345776
Zephaniah,5.0,2.0,2.0,0.0,0.0,17.0,6.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08040201005025126,0.05527638190954774,0.05695142378559464,0.08710217755443886,0.07872696817420435,0.1507537688442211,0.021775544388609715,0.010050251256281407,0.048576214405360134,0.02512562814070352,0.06700167504187604,0.06532663316582915,0.005025125628140704,0.03015075376884422,0.05862646566164154,0.048576214405360134,0.02512562814070352,0.01507537688442211,0.023450586264656615,0.01507537688442211,0.011725293132328308,0.010050251256281407,0.0,0.0,0.0016750418760469012,0.0,145,4.117241379310345,28.6,75.99162479061978
