Author,abundance_FC,abundance_WC,according_FC,according_WC,again_FC,again_WC,all_FC,all_WC,also_FC,also_WC,among_FC,among_WC,an_FC,an_WC,and_FC,and_WC,anything_FC,anything_WC,are_FC,are_WC,as_FC,as_WC,be_FC,be_WC,became_FC,became_WC,because_FC,because_WC,becometh_FC,becometh_WC,been_FC,been_WC,being_FC,being_WC,but_FC,but_WC,by_FC,by_WC,cometh_FC,cometh_WC,could_FC,could_WC,did_FC,did_WC,didst_FC,didst_WC,do_FC,do_WC,doeth_FC,doeth_WC,each_FC,each_WC,ever_FC,ever_WC,every_FC,every_WC,for_FC,for_WC,forth_FC,forth_WC,from_FC,from_WC,god_FC,god_WC,had_FC,had_WC,hast_FC,hast_WC,hath_FC,hath_WC,have_FC,have_WC,he_FC,he_WC,hence_FC,hence_WC,henceforth_FC,henceforth_WC,her_FC,her_WC,him_FC,him_WC,himself_FC,himself_WC,his_FC,his_WC,how_FC,how_WC,if_FC,if_WC,in_FC,in_WC,inasmuch_FC,inasmuch_WC,into_FC,into_WC,is_FC,is_WC,it_FC,it_WC,lest_FC,lest_WC,let_FC,let_WC,like_FC,like_WC,lord_FC,lord_WC,make_FC,make_WC,man_FC,man_WC,many_FC,many_WC,may_FC,may_WC,me_FC,me_WC,more_FC,more_WC,moreover_FC,moreover_WC,much_FC,much_WC,must_FC,must_WC,my_FC,my_WC,neither_FC,neither_WC,no_FC,no_WC,not_FC,not_WC,notwithstanding_FC,notwithstanding_WC,now_FC,now_WC,of_FC,of_WC,oft_FC,oft_WC,once_FC,once_WC,one_FC,one_WC,or_FC,or_WC,other_FC,other_WC,ought_FC,ought_WC,our_FC,our_WC,out_FC,out_WC,outward_FC,outward_WC,said_FC,said_WC,say_FC,say_WC,seemeth_FC,seemeth_WC,seest_FC,seest_WC,shall_FC,shall_WC,shalt_FC,shalt_WC,should_FC,should_WC,shouldst_FC,shouldst_WC,soever_FC,soever_WC,some_FC,some_WC,such_FC,such_WC,than_FC,than_WC,that_FC,that_WC,the_FC,the_WC,thee_FC,thee_WC,their_FC,their_WC,them_FC,them_WC,then_FC,then_WC,thence_FC,thence_WC,there_FC,there_WC,thereby_FC,thereby_WC,therefore_FC,therefore_WC,therein_FC,therein_WC,thereof_FC,thereof_WC,thereon_FC,thereon_WC,therewith_FC,therewith_WC,these_FC,these_WC,they_FC,they_WC,thine_FC,thine_WC,those_FC,those_WC,thou_FC,thou_WC,throughout_FC,throughout_WC,thus_FC,thus_WC,thy_FC,thy_WC,thyself_FC,thyself_WC,till_FC,till_WC,to_FC,to_WC,unto_FC,unto_WC,upon_FC,upon_WC,upward_FC,upward_WC,upwards_FC,upwards_WC,verily_FC,verily_WC,was_FC,was_WC,we_FC,we_WC,were_FC,were_WC,what_FC,what_WC,whatsoever_FC,whatsoever_WC,when_FC,when_WC,whence_FC,whence_WC,where_FC,where_WC,whereby_FC,whereby_WC,wherefore_FC,wherefore_WC,wherein_FC,wherein_WC,whereof_FC,whereof_WC,whereon_FC,whereon_WC,wheresoever_FC,wheresoever_WC,wherewith_FC,wherewith_WC,wherewithal_FC,wherewithal_WC,which_FC,which_WC,whither_FC,whither_WC,who_FC,who_WC,whom_FC,whom_WC,whose_FC,whose_WC,whoso_FC,whoso_WC,whosoever_FC,whosoever_WC,will_FC,will_WC,with_FC,with_WC,without_FC,without_WC,would_FC,would_WC,ye_FC,ye_WC,yea_FC,yea_WC,yet_FC,yet_WC,your_FC,your_WC,a_percentage_use,b_percentage_use,c_percentage_use,d_percentage_use,e_percentage_use,f_percentage_use,g_percentage_use,h_percentage_use,i_percentage_use,j_percentage_use,k_percentage_use,l_percentage_use,m_percentage_use,n_percentage_use,o_percentage_use,p_percentage_use,q_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,u_percentage_use,v_percentage_use,w_percentage_use,x_percentage_use,y_percentage_use,z_percentage_use,â_percentage_use,Function_Word_Use,Total_Word_Count,Total_Function_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse
moroni,0.0,0.0,0.0,0.0,1.2741469023330023,0.78125,0.0,0.0,0.6370734511665012,0.390625,0.6370734511665012,0.390625,0.6370734511665012,0.390625,5.096587609332009,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,1.2741469023330023,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.822440706999007,2.34375,0.0,0.0,0.0,0.0,0.0,0.0,1.2741469023330023,0.78125,5.096587609332009,3.125,0.0,0.0,3.822440706999007,2.34375,1.2741469023330023,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,3.185367255832506,1.953125,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,1.9112203534995036,1.171875,0.0,0.0,0.0,0.0,0.0,0.0,1.2741469023330023,0.78125,0.0,0.0,1.9112203534995036,1.171875,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,1.2741469023330023,0.78125,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,0.0,0.0,0.0,0.0,0.0,0.0,1.9112203534995036,1.171875,0.0,0.0,0.6370734511665012,0.390625,3.822440706999007,2.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,0.0,0.0,0.0,0.0,2.5482938046660046,1.5625,0.0,0.0,0.0,0.0,0.0,0.0,1.2741469023330023,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.919028316331017,5.46875,7.644881413998014,4.6875,0.0,0.0,0.6370734511665012,0.390625,1.9112203534995036,1.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5482938046660046,1.5625,0.0,0.0,0.0,0.0,7.644881413998014,4.6875,0.0,0.0,0.6370734511665012,0.390625,3.185367255832506,1.953125,1.2741469023330023,0.78125,0.0,0.0,1.9112203534995036,1.171875,4.459514158165509,2.734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9112203534995036,1.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.822440706999007,2.34375,0.0,0.0,0.6370734511665012,0.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370734511665012,0.390625,0.0,0.0,1.2741469023330023,0.78125,0.0,0.0,0.0,0.0,0.0911602209944751,0.0046040515653775,0.0248618784530386,0.0331491712707182,0.1233885819521178,0.0220994475138121,0.012891344383057,0.1086556169429097,0.0570902394106814,0.0,0.005524861878453,0.0267034990791896,0.0248618784530386,0.0570902394106814,0.0607734806629834,0.0193370165745856,0.0,0.0534069981583793,0.0405156537753222,0.1206261510128913,0.0239410681399631,0.0147329650092081,0.0202578268876611,0.001841620626151,0.0202578268876611,0.0,0.0,0.6131553579650094,256,156.9677716390424,4.2421875,36.285714285714285
mormon,0.0,0.0,0.0,0.0,1.0387577213920072,0.5978260869565217,1.1331902415185533,0.6521739130434783,0.37773008050618445,0.21739130434782608,0.2832975603796383,0.16304347826086957,0.2832975603796383,0.16304347826086957,14.448175579361555,8.315217391304348,0.0,0.0,0.37773008050618445,0.21739130434782608,0.6610276408858228,0.3804347826086957,0.18886504025309223,0.10869565217391304,0.0,0.0,0.2832975603796383,0.16304347826086957,0.0,0.0,0.944325201265461,0.5434782608695652,0.09443252012654611,0.05434782608695652,0.0,0.0,0.944325201265461,0.5434782608695652,0.0,0.0,0.09443252012654611,0.05434782608695652,3.966165845314936,2.282608695652174,0.0,0.0,0.09443252012654611,0.05434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.09443252012654611,0.05434782608695652,0.7554601610123689,0.43478260869565216,0.944325201265461,0.5434782608695652,0.18886504025309223,0.10869565217391304,0.0,0.0,3.0218406440494756,1.7391304347826086,0.0,0.0,0.09443252012654611,0.05434782608695652,0.18886504025309223,0.10869565217391304,3.0218406440494756,1.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,1.3220552817716456,0.7608695652173914,0.5665951207592766,0.32608695652173914,1.5109203220247378,0.8695652173913043,0.0,0.0,0.2832975603796383,0.16304347826086957,1.4164878018981915,0.8152173913043478,0.0,0.0,0.4721626006327305,0.2717391304347826,0.0,0.0,4.343895925821121,2.5,0.0,0.0,0.18886504025309223,0.10869565217391304,0.0,0.0,0.5665951207592766,0.32608695652173914,0.09443252012654611,0.05434782608695652,0.09443252012654611,0.05434782608695652,0.2832975603796383,0.16304347826086957,0.0,0.0,0.0,0.0,0.09443252012654611,0.05434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.09443252012654611,0.05434782608695652,0.2832975603796383,0.16304347826086957,0.09443252012654611,0.05434782608695652,1.5109203220247378,0.8695652173913043,0.09443252012654611,0.05434782608695652,0.8498926811389149,0.48913043478260876,4.343895925821121,2.5,0.0,0.0,0.0,0.0,0.8498926811389149,0.48913043478260876,0.0,0.0,0.0,0.0,0.0,0.0,0.18886504025309223,0.10869565217391304,0.4721626006327305,0.2717391304347826,0.0,0.0,1.1331902415185533,0.6521739130434783,0.09443252012654611,0.05434782608695652,0.0,0.0,0.0,0.0,0.09443252012654611,0.05434782608695652,0.0,0.0,0.5665951207592766,0.32608695652173914,0.0,0.0,0.0,0.0,0.09443252012654611,0.05434782608695652,0.0,0.0,0.0,0.0,4.249463405694575,2.4456521739130435,9.537684532781157,5.489130434782609,0.0,0.0,2.2663804830371066,1.3043478260869565,3.0218406440494756,1.7391304347826086,0.0,0.0,0.0,0.0,0.37773008050618445,0.21739130434782608,0.0,0.0,0.09443252012654611,0.05434782608695652,0.0,0.0,0.09443252012654611,0.05434782608695652,0.0,0.0,0.0,0.0,1.5109203220247378,0.8695652173913043,4.627193486200759,2.6630434782608696,0.0,0.0,0.2832975603796383,0.16304347826086957,0.0,0.0,0.0,0.0,0.4721626006327305,0.2717391304347826,0.0,0.0,0.0,0.0,0.09443252012654611,0.05434782608695652,4.060598365441483,2.3369565217391304,3.210705684302568,1.8478260869565217,0.8498926811389149,0.48913043478260876,0.0,0.0,0.0,0.0,0.0,0.0,1.4164878018981915,0.8152173913043478,0.09443252012654611,0.05434782608695652,2.455245523290199,1.4130434782608696,0.18886504025309223,0.10869565217391304,0.0,0.0,1.2276227616450994,0.7065217391304348,0.09443252012654611,0.05434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6610276408858228,0.3804347826086957,0.0,0.0,1.3220552817716456,0.7608695652173914,0.37773008050618445,0.21739130434782608,0.0,0.0,0.09443252012654611,0.05434782608695652,0.0,0.0,0.09443252012654611,0.05434782608695652,1.1331902415185533,0.6521739130434783,0.0,0.0,0.18886504025309223,0.10869565217391304,0.0,0.0,0.2832975603796383,0.16304347826086957,0.0,0.0,0.0,0.0,0.0800588078053996,0.0102913659449345,0.0184442662389735,0.065757818765036,0.1297781341887195,0.0168404170008019,0.0126971398021919,0.0827318898690189,0.0553327987169206,0.0028067361668003,0.0049452018176958,0.0252606255012028,0.0229885057471264,0.0764501470195135,0.0646885859395883,0.0175086875167067,0.0001336541031809,0.0408981555733761,0.0572039561614541,0.1006415396952686,0.0265971665330125,0.0060144346431435,0.0236567762630312,0.0,0.0147019513499064,0.0005346164127238,0.0002673082063619,0.5755202340690122,1840,1058.9572306869825,4.066304347826087,38.375
abinadom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
nephi,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,3.0735685414417007,1.8030513176144243,0.23642834934166929,0.13869625520110956,0.23642834934166929,0.13869625520110956,0.0,0.0,8.274992226958425,4.854368932038835,0.23642834934166929,0.13869625520110956,0.9457133973666771,0.5547850208044383,0.47285669868333857,0.27739251040221913,2.3642834934166927,1.3869625520110958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3642834934166927,1.3869625520110958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,1.1821417467083464,0.6934812760055479,0.0,0.0,0.0,0.0,0.0,0.0,3.3099968907833697,1.9417475728155338,0.0,0.0,0.23642834934166929,0.13869625520110956,1.1821417467083464,0.6934812760055479,0.0,0.0,0.0,0.0,2.1278551440750233,1.248266296809986,0.9457133973666771,0.5547850208044383,5.201423685516724,3.0513176144244105,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,0.7092850480250078,0.4160887656033287,0.0,0.0,1.8914267947333543,1.1095700416088765,0.0,0.0,0.47285669868333857,0.27739251040221913,1.4185700960500156,0.8321775312066574,0.0,0.0,0.0,0.0,0.9457133973666771,0.5547850208044383,0.9457133973666771,0.5547850208044383,0.0,0.0,0.0,0.0,0.47285669868333857,0.27739251040221913,1.8914267947333543,1.1095700416088765,0.0,0.0,0.47285669868333857,0.27739251040221913,0.0,0.0,0.47285669868333857,0.27739251040221913,0.23642834934166929,0.13869625520110956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,0.0,0.0,0.23642834934166929,0.13869625520110956,4.019281938808378,2.3578363384188625,0.0,0.0,0.0,0.0,5.910708733541732,3.467406380027739,0.0,0.0,0.0,0.0,0.47285669868333857,0.27739251040221913,0.7092850480250078,0.4160887656033287,0.47285669868333857,0.27739251040221913,0.0,0.0,0.0,0.0,0.7092850480250078,0.4160887656033287,0.0,0.0,0.0,0.0,1.1821417467083464,0.6934812760055479,0.0,0.0,0.0,0.0,3.5464252401250387,2.0804438280166435,0.0,0.0,3.7828535894667086,2.219140083217753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.619993781566739,3.8834951456310676,8.511420576300093,4.993065187239944,0.0,0.0,0.23642834934166929,0.13869625520110956,0.7092850480250078,0.4160887656033287,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47285669868333857,0.27739251040221913,5.437852034858393,3.19001386962552,0.0,0.0,0.47285669868333857,0.27739251040221913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7092850480250078,0.4160887656033287,3.7828535894667086,2.219140083217753,0.7092850480250078,0.4160887656033287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,0.0,0.0,0.0,0.0,0.0,0.0,0.7092850480250078,0.4160887656033287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9457133973666771,0.5547850208044383,0.0,0.0,0.47285669868333857,0.27739251040221913,0.0,0.0,0.0,0.0,0.23642834934166929,0.13869625520110956,0.0,0.0,0.23642834934166929,0.13869625520110956,2.3642834934166927,1.3869625520110958,0.0,0.0,0.23642834934166929,0.13869625520110956,0.9457133973666771,0.5547850208044383,0.9457133973666771,0.5547850208044383,0.0,0.0,0.0,0.0,0.079445571331981,0.0175794455713319,0.0118323191345503,0.0496957403651115,0.1166328600405679,0.0209601081812035,0.0128465179175118,0.0966869506423259,0.0469912102772143,0.0006761325219743,0.0064232589587559,0.0490196078431372,0.0229885057471264,0.0760649087221095,0.0811359026369168,0.0098039215686274,0.0013522650439486,0.0402298850574712,0.0425963488843813,0.101419878296146,0.0253549695740365,0.0087897227856659,0.0141987829614604,0.0003380662609871,0.0253549695740365,0.0020283975659229,0.0006761325219743,0.5866312376976236,721,422.9611223799866,4.102635228848821,45.0625
amaleki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
amaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
chemish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
enos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
jacob,0.0,0.0,0.0,0.0,0.0,0.0,2.94149823592156,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11.76599294368624,6.666666666666667,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,1.9609988239477065,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94149823592156,1.6666666666666667,0.0,0.0,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9609988239477065,1.1111111111111112,0.0,0.0,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,0.0,0.0,11.76599294368624,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,1.9609988239477065,1.1111111111111112,0.9804994119738533,0.5555555555555556,7.843995295790826,4.444444444444445,0.0,0.0,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9609988239477065,1.1111111111111112,0.9804994119738533,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,3.921997647895413,2.2222222222222223,0.0,0.0,1.9609988239477065,1.1111111111111112,0.9804994119738533,0.5555555555555556,0.9804994119738533,0.5555555555555556,0.9804994119738533,0.5555555555555556,2.94149823592156,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94149823592156,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88299647184312,3.3333333333333335,8.82449470776468,5.0,0.0,0.0,0.0,0.0,1.9609988239477065,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9609988239477065,1.1111111111111112,0.0,0.0,0.0,0.0,0.9804994119738533,0.5555555555555556,3.921997647895413,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94149823592156,1.6666666666666667,1.9609988239477065,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,0.9804994119738533,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0836820083682008,0.0195258019525801,0.0181311018131101,0.0669456066945606,0.1297071129707113,0.0167364016736401,0.0153417015341701,0.0878661087866108,0.0683403068340306,0.00278940027894,0.00418410041841,0.0292887029288702,0.0209205020920502,0.0725244072524407,0.0683403068340306,0.00836820083682,0.0,0.0474198047419804,0.0306834030683403,0.103207810320781,0.0278940027894002,0.0278940027894002,0.0195258019525801,0.0,0.0195258019525801,0.0,0.0,0.5666046799938014,180,101.98884239888424,3.983333333333333,90.0
jarom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
