Author,and,because,of,the,whom,he,had,for,an,they,said,hath,lord,by,not,also,it,now,man,was,all,which,were,upon,unto,out,ye,in,forth,my,if,there,be,among,will,make,him,is,who,with,to,shall,wherefore,then,them,from,became,as,thee,wherein,we,have,let,her,one,when,cometh,his,god,but,should,that,again,till,thou,may,every,their,those,these,are,into,what,therein,or,many,where,thence,whither,moreover,once,than,thereof,our,would,neither,therefore,me,thus,did,how,lest,thy,do,according,wherewith,hast,like,no,himself,whosoever,been,such,whoso,thyself,yea,whose,abundance,without,thine,shalt,say,yet,your,much,could,thereon,whatsoever,whence,more,throughout,verily,ought,ever,doeth,being,whereunto,didst,each,inasmuch,downward,whereto,seest,therewith,whereof,other,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,whereby,must,thereupon,thereunto,oft,oftentimes,underneath,whensoever,wherewithal,seemeth,hereof,notwithstanding,whereon,soever,forthwith,some,therefrom,wheresoever,upward,a_percentage_use,n_percentage_use,d_percentage_use,m_percentage_use,i_percentage_use,r_percentage_use,o_percentage_use,s_percentage_use,p_percentage_use,k_percentage_use,e_percentage_use,g_percentage_use,t_percentage_use,b_percentage_use,c_percentage_use,u_percentage_use,f_percentage_use,h_percentage_use,w_percentage_use,y_percentage_use,l_percentage_use,v_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,20.0,0.0,4.0,12.0,0.0,7.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,3.0,4.0,2.0,5.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,8.0,0.0,8.0,4.0,0.0,1.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,3.0,7.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08256107834877843,0.07076663858466722,0.04380791912384162,0.017691659646166806,0.06655433866891322,0.03369839932603201,0.06402695871946082,0.06318449873631002,0.010109519797809604,0.004212299915754001,0.12384161752316765,0.014321819713563605,0.08677337826453244,0.010951979780960405,0.012636899747262006,0.02527379949452401,0.020219039595619208,0.07582139848357203,0.03369839932603201,0.03369839932603201,0.04212299915754002,0.011794439764111205,0.004212299915754001,0.0,0.0,0.0,306,3.8790849673202614,30.4,176.95197978096047
Mark,13.0,0.0,4.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08823529411764706,0.06401384083044982,0.06920415224913495,0.04325259515570934,0.06401384083044982,0.025951557093425604,0.0657439446366782,0.058823529411764705,0.005190311418685121,0.0,0.11591695501730104,0.01903114186851211,0.08823529411764706,0.012110726643598616,0.025951557093425604,0.031141868512110725,0.01384083044982699,0.09169550173010381,0.015570934256055362,0.02249134948096886,0.039792387543252594,0.00865051903114187,0.010380622837370242,0.0,0.0,0.0,144,4.013888888888889,23.833333333333332,80.97923875432527
Luke,51.0,0.0,9.0,28.0,1.0,17.0,8.0,1.0,2.0,6.0,4.0,0.0,6.0,2.0,1.0,1.0,5.0,1.0,3.0,12.0,7.0,7.0,2.0,0.0,5.0,1.0,0.0,13.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,5.0,17.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,3.0,4.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11327939076630177,0.07425035697287007,0.0709186101856259,0.03093764873869586,0.058067586863398385,0.043312708234174206,0.05997144217039505,0.05711565920990005,0.021418372203712517,0.006663493574488339,0.11613517372679677,0.014754878629224179,0.08567348881485007,0.012375059495478343,0.02237029985721085,0.023798191337458353,0.010471204188481676,0.08567348881485007,0.03093764873869586,0.016658733936220846,0.03569728700618753,0.0033317467872441696,0.004283674440742504,0.0,0.0,0.00047596382674916705,524,4.009541984732825,24.952380952380953,299.9985721085197
John,13.0,2.0,3.0,13.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,12.0,7.0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08620689655172414,0.056261343012704176,0.02722323049001815,0.029945553539019964,0.05353901996370236,0.05172413793103448,0.07622504537205081,0.05263157894736842,0.006352087114337568,0.009074410163339383,0.11705989110707804,0.009981851179673321,0.073502722323049,0.014519056261343012,0.009981851179673321,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.020871143375680582,0.041742286751361164,0.0544464609800363,0.018148820326678767,0.006352087114337568,0.0,0.0,0.0009074410163339383,286,3.8531468531468533,28.4,162.93738656987298
Paul,18.0,0.0,16.0,26.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,5.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,9.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,1.0,5.0,0.0,6.0,10.0,4.0,1.0,0.0,3.0,1.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,9.0,3.0,6.0,1.0,10.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687799043062201,0.06937799043062201,0.03349282296650718,0.023923444976076555,0.06818181818181818,0.06399521531100479,0.07715311004784689,0.06698564593301436,0.01076555023923445,0.004784688995215311,0.12260765550239235,0.0215311004784689,0.09988038277511961,0.01854066985645933,0.017344497607655503,0.02332535885167464,0.025717703349282296,0.0867224880382775,0.022129186602870814,0.017942583732057416,0.04007177033492823,0.014952153110047847,0.0005980861244019139,0.0,0.0,0.0,398,4.201005025125628,19.9,227.99880382775117
Unknown,1.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07590759075907591,0.052805280528052806,0.0594059405940594,0.009900990099009901,0.06930693069306931,0.056105610561056105,0.07260726072607261,0.052805280528052806,0.013201320132013201,0.0033003300330033004,0.12871287128712872,0.036303630363036306,0.10231023102310231,0.0297029702970297,0.0231023102310231,0.013201320132013201,0.039603960396039604,0.08250825082508251,0.033003300330033,0.0231023102310231,0.0165016501650165,0.0,0.0,0.0,0.0033003300330033004,0.0,72,4.208333333333333,24.0,40.99669966996701
James,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08620689655172414,0.06896551724137931,0.017241379310344827,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.08620689655172414,0.034482758620689655,0.017241379310344827,0.15517241379310345,0.017241379310344827,0.10344827586206896,0.0,0.034482758620689655,0.034482758620689655,0.05172413793103448,0.06896551724137931,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4.142857142857143,14.0,10.000000000000004
Peter,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.057692307692307696,0.02564102564102564,0.00641025641025641,0.05128205128205128,0.05128205128205128,0.09615384615384616,0.07051282051282051,0.01282051282051282,0.00641025641025641,0.1282051282051282,0.02564102564102564,0.10897435897435898,0.019230769230769232,0.03205128205128205,0.04487179487179487,0.04487179487179487,0.07051282051282051,0.03205128205128205,0.01282051282051282,0.02564102564102564,0.01282051282051282,0.00641025641025641,0.0,0.0,0.0,37,4.216216216216216,37.0,18.993589743589745
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,13.0,0.0,9.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10894941634241245,0.0933852140077821,0.058365758754863814,0.02529182879377432,0.0622568093385214,0.0622568093385214,0.07976653696498054,0.06420233463035019,0.017509727626459144,0.0038910505836575876,0.10311284046692606,0.011673151750972763,0.07392996108949416,0.01556420233463035,0.017509727626459144,0.021400778210116732,0.027237354085603113,0.0622568093385214,0.033073929961089495,0.013618677042801557,0.03696498054474708,0.005836575875486381,0.0019455252918287938,0.0,0.0,0.0,119,4.319327731092437,29.75,53.00000000000002
