Author,and,the,lord,said,unto,thy,that,thou,must,in,of,may,him,shalt,with,will,whither,they,to,be,among,them,me,my,which,have,then,shall,from,many,say,are,not,these,upon,because,our,god,is,for,all,other,now,therefore,ye,it,their,when,into,as,out,he,thee,had,an,were,your,there,yet,been,how,much,more,do,his,without,thus,hath,according,her,did,was,no,didst,but,whom,hast,what,those,also,man,would,make,lest,should,neither,one,being,himself,or,where,let,ever,if,wherewith,forth,yea,every,who,thine,again,by,thereof,like,abundance,underneath,we,thereon,wherein,therefrom,throughout,whose,became,could,ought,therewith,thyself,than,soever,notwithstanding,wherefore,seemeth,such,till,whosoever,moreover,some,each,whereon,whereunto,thence,once,whatsoever,therein,whereof,cometh,whereby,seest,doeth,whoso,becometh,shouldest,inasmuch,downward,whereto,thereby,outward,hence,howsoever,henceforth,thereupon,thereunto,oft,oftentimes,whence,whensoever,wherewithal,hereof,verily,forthwith,wheresoever,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,o_percentage_use,r_percentage_use,s_percentage_use,i_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,y_percentage_use,p_percentage_use,c_percentage_use,j_percentage_use,v_percentage_use,f_percentage_use,g_percentage_use,w_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zechariah,32.0,49.0,11.0,0.0,6.0,0.0,14.0,0.0,0.0,14.0,27.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,19.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,30.0,5.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09920424403183024,0.06790450928381962,0.034482758620689655,0.10185676392572944,0.09071618037135279,0.13050397877984085,0.0753315649867374,0.06896551724137931,0.04190981432360743,0.06153846153846154,0.04456233421750663,0.027586206896551724,0.023342175066312996,0.01856763925729443,0.011671087533156498,0.01856763925729443,0.01273209549071618,0.005305039787798408,0.004774535809018567,0.02546419098143236,0.015915119363395226,0.010610079575596816,0.004774535809018567,0.0,0.0,0.0,469,4.019189765458422,35.84615384615385,294.9962864721487
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,117.0,130.0,3.0,17.0,26.0,0.0,30.0,6.0,0.0,14.0,43.0,0.0,50.0,0.0,14.0,7.0,0.0,45.0,24.0,11.0,3.0,17.0,3.0,5.0,10.0,6.0,11.0,4.0,11.0,5.0,5.0,0.0,7.0,0.0,4.0,2.0,1.0,6.0,13.0,11.0,6.0,2.0,7.0,3.0,10.0,13.0,1.0,16.0,8.0,10.0,4.0,31.0,1.0,11.0,0.0,12.0,1.0,10.0,1.0,0.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,6.0,20.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08280069726902964,0.06435212085996514,0.054038349796629866,0.09413131900058105,0.08497966298663567,0.1368390470656595,0.03588030214991284,0.06362579895409645,0.046484601975595584,0.05883207437536316,0.06159209761766415,0.02295177222545032,0.02876234747239977,0.012492736780941312,0.02222545031958164,0.015107495642068565,0.020918070889018012,0.004648460197559558,0.008715862870424172,0.019029633933759442,0.01757699012202208,0.026292852992446252,0.006827425915165601,0.0002905287623474724,0.000726321905868681,0.0002905287623474724,1684,4.087885985748218,20.691358024691358,924.9904125508427
Mark,143.0,119.0,2.0,15.0,26.0,1.0,27.0,11.0,0.0,15.0,48.0,1.0,61.0,1.0,21.0,5.0,0.0,47.0,27.0,5.0,3.0,24.0,2.0,3.0,11.0,1.0,4.0,13.0,6.0,4.0,3.0,0.0,11.0,2.0,3.0,2.0,0.0,5.0,9.0,8.0,2.0,2.0,4.0,0.0,10.0,14.0,6.0,15.0,7.0,6.0,10.0,44.0,2.0,15.0,1.0,6.0,1.0,6.0,1.0,3.0,1.0,0.0,1.0,2.0,11.0,1.0,0.0,1.0,0.0,1.0,3.0,24.0,0.0,0.0,12.0,4.0,1.0,7.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08678828081813156,0.07200110558319514,0.05486456605859591,0.0954947484798231,0.08941404090657822,0.1312880044223328,0.03454947484798231,0.059425096738529574,0.04463792150359314,0.05652294085129906,0.06370923161967938,0.02404643449419569,0.028468767274737423,0.012576008844665561,0.020867882808181314,0.015063571033720288,0.020591487009397457,0.003316749585406302,0.007877280265339967,0.017412935323383085,0.01810392482034273,0.028330569375345494,0.006909894969596462,0.00041459369817578774,0.00013819789939192924,0.000552791597567717,1747,4.1419576416714365,20.761904761904763,979.9933665008293
Luke,141.0,119.0,1.0,10.0,16.0,0.0,26.0,3.0,2.0,17.0,62.0,0.0,10.0,0.0,18.0,2.0,0.0,47.0,46.0,11.0,4.0,14.0,7.0,1.0,11.0,12.0,6.0,6.0,8.0,4.0,1.0,1.0,18.0,3.0,2.0,7.0,4.0,10.0,9.0,13.0,10.0,1.0,4.0,2.0,5.0,17.0,8.0,35.0,13.0,9.0,10.0,15.0,5.0,24.0,2.0,19.0,1.0,10.0,2.0,1.0,0.0,3.0,2.0,0.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,23.0,8.0,0.0,13.0,5.0,0.0,1.0,2.0,6.0,6.0,3.0,0.0,4.0,11.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09023759694694078,0.07558783700603225,0.05699864582050966,0.0924535270220362,0.07928105379785794,0.13492552012803152,0.03397759448479626,0.06894004678074603,0.04604210267142681,0.06204604210267143,0.05342853625507817,0.0300381632401822,0.021789979071771513,0.011941400960236366,0.018096762279945833,0.017727440600763266,0.02252862243013665,0.0011079650375477041,0.008617505847593254,0.02043579958143543,0.016250153884032992,0.02794534039148098,0.006278468546103656,0.00184660839591284,0.0002462144527883787,0.0,1954,4.15711361310133,24.70886075949367,1061.9987689277361
John,17.0,23.0,0.0,0.0,6.0,3.0,17.0,6.0,0.0,8.0,11.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,13.0,4.0,1.0,3.0,0.0,1.0,5.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,12.0,0.0,0.0,1.0,3.0,5.0,8.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,7.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058417419012214554,0.055762081784386616,0.03929899097185342,0.12214551248008497,0.09506107275624004,0.137546468401487,0.0323951141795008,0.07912904938927244,0.06160382368560807,0.04779607010090282,0.06266595857673925,0.031332979288369624,0.016463090812533193,0.017525225703664365,0.014338821030270845,0.009559214020180564,0.026022304832713755,0.0026553372278279343,0.014338821030270845,0.022835900159320233,0.016994158258098777,0.025491237387148168,0.005841741901221455,0.0,0.0,0.0,454,4.147577092511013,21.571428571428573,250.99522039298984
Paul,37.0,31.0,6.0,0.0,13.0,8.0,31.0,7.0,0.0,26.0,27.0,4.0,3.0,0.0,6.0,2.0,0.0,6.0,34.0,21.0,0.0,4.0,10.0,7.0,7.0,10.0,0.0,2.0,2.0,0.0,3.0,4.0,11.0,3.0,0.0,1.0,10.0,8.0,8.0,14.0,12.0,0.0,3.0,3.0,0.0,3.0,5.0,1.0,0.0,5.0,0.0,8.0,17.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,11.0,3.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07065980346279832,0.07042583060364997,0.03603182030884417,0.09499298081422555,0.06948993916705662,0.12166588675713617,0.039541413196069256,0.085634066448292,0.055217594759007955,0.05966307908282639,0.06738418343472158,0.0343940102948058,0.022929340196537203,0.02152550304164717,0.019653720168460457,0.014740290126345344,0.021759475900795508,0.003743565746373421,0.013804398689751989,0.02152550304164717,0.02503509592887225,0.02152550304164717,0.005147402901263453,0.0007019185774450163,0.0004679457182966776,0.0004679457182966776,973,4.392600205549845,18.32075471698113,524.9981282171267
Unknown,3.0,8.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06299212598425197,0.04330708661417323,0.025590551181102362,0.10236220472440945,0.08267716535433071,0.12598425196850394,0.047244094488188976,0.09448818897637795,0.0688976377952756,0.047244094488188976,0.05708661417322835,0.03937007874015748,0.017716535433070866,0.015748031496062992,0.031496062992125984,0.00984251968503937,0.015748031496062992,0.003937007874015748,0.015748031496062992,0.025590551181102362,0.025590551181102362,0.031496062992125984,0.007874015748031496,0.001968503937007874,0.0,0.0,125,4.064,20.833333333333332,66.0
James,14.0,16.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10099889012208657,0.07658157602663707,0.03107658157602664,0.09100998890122086,0.08435072142064373,0.1220865704772475,0.042175360710321866,0.06326304106548279,0.06881243063263041,0.04772475027746948,0.05993340732519423,0.023307436182019976,0.03218645948945616,0.01553829078801332,0.038845726970033294,0.01220865704772475,0.017758046614872364,0.0011098779134295228,0.014428412874583796,0.029966703662597113,0.01220865704772475,0.00776914539400666,0.004439511653718091,0.0011098779134295228,0.0,0.0,228,3.9517543859649122,25.333333333333332,133.99889012208655
Peter,70.0,112.0,15.0,0.0,20.0,0.0,43.0,0.0,1.0,40.0,72.0,3.0,7.0,0.0,21.0,4.0,0.0,21.0,37.0,25.0,3.0,17.0,1.0,4.0,9.0,11.0,2.0,17.0,10.0,1.0,0.0,19.0,16.0,11.0,2.0,0.0,9.0,9.0,17.0,22.0,9.0,1.0,4.0,1.0,18.0,5.0,7.0,4.0,3.0,18.0,2.0,4.0,0.0,1.0,5.0,8.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,11.0,2.0,0.0,6.0,4.0,1.0,0.0,4.0,1.0,0.0,17.0,5.0,0.0,1.0,2.0,7.0,4.0,0.0,4.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07002129925452609,0.0709531416400426,0.03913738019169329,0.09544728434504793,0.07215122470713525,0.12872736954206604,0.041001064962726305,0.07601171458998936,0.05910543130990415,0.06256656017039404,0.05950479233226837,0.03154952076677316,0.02156549520766773,0.01637380191693291,0.020899893503727368,0.014110756123535677,0.019568690095846646,0.0023961661341853034,0.01371139510117146,0.02476038338658147,0.02489350372736954,0.02422790202342918,0.007454739084132056,0.0007987220447284345,0.00013312034078807243,0.0,1700,4.418823529411765,25.328358208955223,913.9970713525029
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,18.0,18.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,11.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08062709966405375,0.05711086226203808,0.04143337066069429,0.10750279955207166,0.08734602463605823,0.11310190369540873,0.032474804031354984,0.07838745800671892,0.054871220604703244,0.0593505039193729,0.06270996640537514,0.020156774916013438,0.030235162374020158,0.010078387458006719,0.02463605823068309,0.008958566629339306,0.020156774916013438,0.0033594624860022394,0.008958566629339306,0.029115341545352745,0.019036954087346025,0.0167973124300112,0.011198208286674132,0.0,0.0011198208286674132,0.0,220,4.0590909090909095,27.375,121.97872340425535
