Author,but,of,the,which,is,in,god,hath,said,ye,shall,not,it,neither,lest,and,unto,for,that,thereof,then,your,be,as,when,was,to,make,one,did,also,her,with,he,them,were,they,lord,his,from,him,where,thou,thy,because,who,thee,hast,whereof,shouldest,man,whom,me,what,all,every,upon,shalt,will,forth,till,out,now,ever,therefore,whence,have,again,an,had,if,my,henceforth,than,whosoever,should,other,such,there,their,do,according,or,therein,into,among,could,thence,we,let,would,became,yet,by,wherefore,our,thine,say,didst,thus,these,are,those,himself,yea,how,many,more,no,without,cometh,like,moreover,whose,thyself,may,much,wherein,been,being,once,each,inasmuch,downward,abundance,whereto,seest,therewith,whatsoever,thereby,outward,hence,howsoever,becometh,throughout,whereby,thereon,must,thereupon,doeth,thereunto,wherewith,oft,oftentimes,whither,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,notwithstanding,verily,whereon,soever,forthwith,some,therefrom,wheresoever,whoso,upward,ought,b_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,w_percentage_use,c_percentage_use,s_percentage_use,n_percentage_use,m_percentage_use,d_percentage_use,g_percentage_use,a_percentage_use,y_percentage_use,l_percentage_use,p_percentage_use,k_percentage_use,v_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Haggai,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017543859649122806,0.0456140350877193,0.10526315789473684,0.08421052631578947,0.014035087719298246,0.07368421052631578,0.1368421052631579,0.05263157894736842,0.07017543859649122,0.03508771929824561,0.014035087719298246,0.05964912280701754,0.06666666666666667,0.010526315789473684,0.03508771929824561,0.017543859649122806,0.06315789473684211,0.042105263157894736,0.03859649122807018,0.0035087719298245615,0.007017543859649123,0.007017543859649123,0.0,0.0,0.0,0.0,76,3.75,25.333333333333332,43.0
Zechariah,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006896551724137931,0.05517241379310345,0.11724137931034483,0.11724137931034483,0.03103448275862069,0.09310344827586207,0.09310344827586207,0.07931034482758621,0.04482758620689655,0.013793103448275862,0.0034482758620689655,0.07586206896551724,0.05862068965517241,0.02413793103448276,0.03793103448275862,0.006896551724137931,0.05172413793103448,0.03793103448275862,0.03103448275862069,0.006896551724137931,0.0034482758620689655,0.010344827586206896,0.0,0.0,0.0,0.0,75,3.8666666666666667,37.5,50.00000000000001
Malachi,0.0,5.0,9.0,0.0,6.0,2.0,1.0,1.0,0.0,7.0,0.0,2.0,3.0,2.0,0.0,8.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882352941176,0.029411764705882353,0.08689839572192513,0.08422459893048129,0.03609625668449198,0.07620320855614973,0.1323529411764706,0.06417112299465241,0.07085561497326204,0.020053475935828877,0.013368983957219251,0.06283422459893048,0.06550802139037433,0.017379679144385027,0.0374331550802139,0.0106951871657754,0.07352941176470588,0.03208556149732621,0.03877005347593583,0.01871657754010695,0.00267379679144385,0.0106951871657754,0.0,0.0,0.0,0.0,197,3.796954314720812,39.4,115.99866310160427
Matthew,1.0,7.0,10.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04195804195804196,0.024975024975024976,0.08391608391608392,0.07692307692307693,0.01898101898101898,0.06793206793206794,0.10989010989010989,0.052947052947052944,0.057942057942057944,0.02097902097902098,0.02097902097902098,0.04895104895104895,0.06693306693306693,0.022977022977022976,0.04295704295704296,0.028971028971028972,0.11688311688311688,0.02097902097902098,0.03296703296703297,0.01098901098901099,0.004995004995004995,0.004995004995004995,0.011988011988011988,0.005994005994005994,0.000999000999000999,0.0,221,4.529411764705882,22.1,97.99900099900101
Mark,1.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010438413361169102,0.018789144050104383,0.0918580375782881,0.07724425887265135,0.014613778705636743,0.07724425887265135,0.12734864300626306,0.037578288100208766,0.07306889352818371,0.027139874739039668,0.018789144050104383,0.054279749478079335,0.06680584551148225,0.03549060542797495,0.05219206680584551,0.016701461377870562,0.0918580375782881,0.020876826722338204,0.029227557411273485,0.025052192066805846,0.0020876826722338203,0.014613778705636743,0.006263048016701462,0.008350730688935281,0.0,0.0,114,4.201754385964913,19.0,54.997912317327774
Luke,0.0,17.0,32.0,1.0,3.0,9.0,5.0,2.0,6.0,0.0,11.0,3.0,3.0,0.0,0.0,36.0,9.0,4.0,5.0,0.0,1.0,0.0,9.0,2.0,3.0,6.0,7.0,0.0,0.0,0.0,2.0,8.0,8.0,8.0,2.0,1.0,1.0,4.0,7.0,2.0,2.0,0.0,5.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018013100436681223,0.02074235807860262,0.0851528384279476,0.07805676855895197,0.019650655021834062,0.09606986899563319,0.11844978165938864,0.039301310043668124,0.056768558951965066,0.0212882096069869,0.018013100436681223,0.06495633187772926,0.07368995633187773,0.026200873362445413,0.05786026200873363,0.01910480349344978,0.0982532751091703,0.014192139737991267,0.0453056768558952,0.009279475982532752,0.003820960698689956,0.009279475982532752,0.002183406113537118,0.001091703056768559,0.001091703056768559,0.0,457,4.008752735229759,21.714285714285715,267.99781659388645
John,4.0,15.0,15.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022516556291390728,0.017218543046357615,0.08079470198675497,0.08741721854304636,0.04105960264900662,0.08344370860927153,0.1403973509933775,0.051655629139072845,0.04768211920529802,0.02913907284768212,0.026490066225165563,0.06357615894039735,0.06754966887417219,0.03576158940397351,0.04370860927152318,0.019867549668874173,0.07019867549668875,0.011920529801324504,0.030463576158940398,0.005298013245033113,0.0026490066225165563,0.011920529801324504,0.006622516556291391,0.0,0.0,0.0,205,3.682926829268293,20.5,121.9973509933775
Paul,6.0,17.0,21.0,7.0,4.0,6.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,20.0,3.0,6.0,13.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,14.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,9.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015073009891662742,0.037211493170042395,0.10833725859632595,0.08101742816768724,0.022609514837494113,0.07112576542628356,0.125765426283561,0.055110692416391896,0.06170513424399435,0.02166745171926519,0.024964672633066416,0.05840791333019312,0.07819123881300047,0.024964672633066416,0.045219029674988226,0.031088082901554404,0.06688648139425342,0.009891662741403674,0.026848798869524258,0.010362694300518135,0.00706547338671691,0.011775788977861516,0.0037682524729156855,0.0,0.0004710315591144607,0.0,434,4.891705069124424,21.7,240.9995289684409
Unknown,0.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0.009900990099009901,0.10891089108910891,0.0594059405940594,0.0165016501650165,0.10231023102310231,0.1353135313531353,0.033003300330033,0.06930693069306931,0.0165016501650165,0.013201320132013201,0.0429042904290429,0.0891089108910891,0.0297029702970297,0.033003300330033,0.033003300330033,0.10561056105610561,0.0165016501650165,0.0429042904290429,0.0033003300330033004,0.0,0.0033003300330033004,0.0,0.0,0.0033003300330033004,0.0,81,3.740740740740741,27.0,50.99669966996701
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818181818,0.01818181818181818,0.12727272727272726,0.07272727272727272,0.01818181818181818,0.03636363636363636,0.10909090909090909,0.05454545454545454,0.07272727272727272,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.09090909090909091,0.03636363636363636,0.01818181818181818,0.0,0.05454545454545454,0.05454545454545454,0.07272727272727272,0.01818181818181818,0.0,0.01818181818181818,0.01818181818181818,0.0,0.0,0.0,13,4.230769230769231,13.0,6.981818181818183
Peter,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867924528301886,0.03773584905660377,0.09433962264150944,0.1069182389937107,0.0440251572327044,0.050314465408805034,0.11949685534591195,0.050314465408805034,0.07547169811320754,0.006289308176100629,0.05660377358490566,0.03773584905660377,0.06918238993710692,0.006289308176100629,0.050314465408805034,0.03773584905660377,0.050314465408805034,0.006289308176100629,0.03773584905660377,0.025157232704402517,0.012578616352201259,0.0,0.006289308176100629,0.0,0.0,0.0,31,5.129032258064516,31.0,17.0
Jude,0.0,3.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005633802816901409,0.04225352112676056,0.08450704225352113,0.10985915492957747,0.02535211267605634,0.04507042253521127,0.12112676056338029,0.0647887323943662,0.061971830985915494,0.02535211267605634,0.030985915492957747,0.04507042253521127,0.09295774647887324,0.016901408450704224,0.056338028169014086,0.022535211267605635,0.059154929577464786,0.022535211267605635,0.04225352112676056,0.0028169014084507044,0.0,0.014084507042253521,0.0028169014084507044,0.0,0.0028169014084507044,0.0,80,4.4375,40.0,43.99718309859156
John,0.0,5.0,11.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282051282051282,0.021367521367521368,0.07051282051282051,0.06623931623931624,0.02564102564102564,0.09829059829059829,0.1111111111111111,0.038461538461538464,0.07478632478632478,0.023504273504273504,0.023504273504273504,0.06623931623931624,0.07905982905982906,0.03418803418803419,0.06623931623931624,0.021367521367521368,0.08547008547008547,0.010683760683760684,0.03632478632478633,0.008547008547008548,0.00641025641025641,0.010683760683760684,0.002136752136752137,0.0,0.0,0.0,120,3.9,29.75,74.99358974358977
