Author,but,of,the,which,is,in,god,hath,said,ye,shall,not,it,neither,lest,and,unto,for,that,thereof,then,your,be,as,when,was,to,make,one,did,also,her,with,he,them,were,they,lord,his,from,him,where,thou,thy,because,who,thee,hast,whereof,shouldest,man,whom,me,what,all,every,upon,shalt,will,forth,till,out,now,ever,therefore,whence,have,again,an,had,if,my,henceforth,than,whosoever,should,other,such,there,their,do,according,or,therein,into,among,could,thence,we,let,would,became,yet,by,wherefore,our,thine,say,didst,thus,these,are,those,himself,yea,how,many,more,no,without,cometh,like,moreover,whose,thyself,may,much,wherein,been,being,once,each,inasmuch,downward,abundance,whereto,seest,therewith,whatsoever,thereby,outward,hence,howsoever,becometh,throughout,whereby,thereon,must,thereupon,doeth,thereunto,wherewith,oft,oftentimes,whither,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,notwithstanding,verily,whereon,soever,forthwith,some,therefrom,wheresoever,whoso,upward,ought,b_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,w_percentage_use,c_percentage_use,s_percentage_use,n_percentage_use,m_percentage_use,d_percentage_use,g_percentage_use,a_percentage_use,y_percentage_use,l_percentage_use,p_percentage_use,k_percentage_use,v_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,3.0,13.0,22.0,0.0,5.0,20.0,5.0,2.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,11.0,5.0,12.0,8.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0,2.0,15.0,0.0,0.0,3.0,0.0,14.0,12.0,2.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,12.0,0.0,3.0,0.0,8.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010521281683405069,0.03538976566236251,0.09851745576279292,0.08369201339072214,0.022477283596365374,0.0784313725490196,0.11908177905308465,0.053562888570062174,0.06791009086561454,0.020564323290291727,0.018173122907699665,0.05547584887613582,0.06504065040650407,0.034911525585844094,0.03395504543280727,0.016260162601626018,0.06360593017694882,0.029172644667623145,0.05643232902917265,0.015781922525107604,0.007173601147776184,0.009086561453849833,0.0014347202295552368,0.0,0.00047824007651841227,0.00047824007651841227,520,4.0211538461538465,21.666666666666668,292.99760879961735
Solomon and others,0.0,1.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010080645161290322,0.04032258064516129,0.10483870967741936,0.0846774193548387,0.028225806451612902,0.07056451612903226,0.1028225806451613,0.05040322580645161,0.07459677419354839,0.03225806451612903,0.016129032258064516,0.06854838709677419,0.06451612903225806,0.016129032258064516,0.02217741935483871,0.008064516129032258,0.06451612903225806,0.03024193548387097,0.06653225806451613,0.018145161290322582,0.008064516129032258,0.016129032258064516,0.0,0.0,0.0,0.0,131,3.786259541984733,14.555555555555555,68.99798387096776
Solomon,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925373134328358,0.041044776119402986,0.13432835820895522,0.07835820895522388,0.0037313432835820895,0.10074626865671642,0.11940298507462686,0.06343283582089553,0.055970149253731345,0.026119402985074626,0.026119402985074626,0.04477611940298507,0.08955223880597014,0.0037313432835820895,0.041044776119402986,0.022388059701492536,0.09328358208955224,0.007462686567164179,0.018656716417910446,0.007462686567164179,0.0,0.0037313432835820895,0.0,0.0,0.0,0.0,57,4.701754385964913,19.0,28.996268656716413
Isaiah,2.0,12.0,20.0,0.0,4.0,1.0,0.0,1.0,0.0,6.0,4.0,3.0,4.0,1.0,0.0,9.0,3.0,2.0,0.0,0.0,0.0,6.0,6.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019861830742659757,0.030224525043177894,0.07944732297063903,0.08549222797927461,0.027633851468048358,0.06390328151986183,0.14507772020725387,0.0535405872193437,0.0613126079447323,0.027633851468048358,0.012953367875647668,0.06476683937823834,0.0613126079447323,0.03195164075993091,0.038860103626943004,0.015544041450777202,0.06822107081174439,0.031088082901554404,0.05008635578583765,0.009499136442141624,0.004317789291882556,0.010362694300518135,0.0034542314335060447,0.0,0.0008635578583765112,0.0008635578583765112,280,4.135714285714286,23.25,146.99827288428318
Jeremiah,3.0,20.0,36.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,4.0,7.0,0.0,1.0,1.0,28.0,4.0,4.0,10.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,10.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009134873723804407,0.025792584631918324,0.10048361096184846,0.07146695325094035,0.029016657710908115,0.08543793659322944,0.1246641590542719,0.05588393336915637,0.05910800644814616,0.01934443847393874,0.013433637829124127,0.05749596990865126,0.06878022568511553,0.01934443847393874,0.05642127888232133,0.02095647501343364,0.08758731864588931,0.017732401934443847,0.043524986566362174,0.016120365394948953,0.0053734551316496505,0.008060182697474477,0.0021493820526598604,0.0,0.0,0.0005373455131649651,443,4.200902934537246,29.466666666666665,245.99785061794736
Ezekiel,0.0,20.0,45.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,21.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007184846505551927,0.022860875244937948,0.10254735467015023,0.05943827563683867,0.030045721750489876,0.08817766165904638,0.16263879817112997,0.0705421293272371,0.06466361854996734,0.042455911169170475,0.018288700195950358,0.052906596995427824,0.06662312214239059,0.009144350097975179,0.035924232527759635,0.019595035924232528,0.06531678641410843,0.012410189418680601,0.032658393207054215,0.016329196603527107,0.005878510777269758,0.013716525146962769,0.0,0.0,0.0,0.0,362,4.2292817679558015,30.166666666666668,203.9993468321358
Daniel,1.0,5.0,10.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009302325581395349,0.020930232558139535,0.07674418604651163,0.05116279069767442,0.020930232558139535,0.09069767441860466,0.11162790697674418,0.03255813953488372,0.07906976744186046,0.023255813953488372,0.023255813953488372,0.03953488372093023,0.10930232558139535,0.027906976744186046,0.06046511627906977,0.030232558139534883,0.09767441860465116,0.011627906976744186,0.03953488372093023,0.009302325581395349,0.01627906976744186,0.004651162790697674,0.002325581395348837,0.002325581395348837,0.0,0.0,98,4.387755102040816,32.0,52.990697674418605
Hosea,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011976047904191617,0.005988023952095809,0.08982035928143713,0.1317365269461078,0.041916167664670656,0.08982035928143713,0.11976047904191617,0.0718562874251497,0.041916167664670656,0.029940119760479042,0.011976047904191617,0.029940119760479042,0.05389221556886228,0.03592814371257485,0.08383233532934131,0.029940119760479042,0.0658682634730539,0.005988023952095809,0.029940119760479042,0.005988023952095809,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,40,4.175,40.0,23.994011976047894
Joel,0.0,10.0,34.0,0.0,8.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009925558312655087,0.02357320099255583,0.09057071960297766,0.06947890818858561,0.04218362282878412,0.07692307692307693,0.14764267990074442,0.06575682382133995,0.06327543424317618,0.01488833746898263,0.01488833746898263,0.062034739454094295,0.05831265508684864,0.026054590570719603,0.04962779156327544,0.019851116625310174,0.06451612903225806,0.022332506203473945,0.04714640198511166,0.011166253101736972,0.00620347394540943,0.007444168734491315,0.0012406947890818859,0.0,0.0,0.0,194,4.154639175257732,27.571428571428573,99.9950372208437
Amos,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692307692307693,0.023076923076923078,0.07692307692307693,0.08461538461538462,0.03076923076923077,0.09230769230769231,0.1,0.08461538461538462,0.06153846153846154,0.015384615384615385,0.015384615384615385,0.06153846153846154,0.05384615384615385,0.038461538461538464,0.05384615384615385,0.0,0.09230769230769231,0.0,0.06923076923076923,0.015384615384615385,0.0,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.0,0.0,30,4.333333333333333,30.0,20.000000000000018
Obadiah,0.0,2.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012195121951219513,0.024390243902439025,0.14634146341463414,0.06910569105691057,0.016260162601626018,0.14227642276422764,0.12601626016260162,0.036585365853658534,0.06504065040650407,0.024390243902439025,0.016260162601626018,0.056910569105691054,0.052845528455284556,0.008130081300813009,0.036585365853658534,0.032520325203252036,0.06504065040650407,0.008130081300813009,0.044715447154471545,0.0040650406504065045,0.0040650406504065045,0.0040650406504065045,0.0,0.0,0.0040650406504065045,0.0,59,4.169491525423729,29.5,36.000000000000014
Jonah,1.0,3.0,8.0,0.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,3.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034965034965034965,0.03671328671328671,0.11188811188811189,0.08391608391608392,0.019230769230769232,0.08566433566433566,0.11363636363636363,0.033216783216783216,0.06118881118881119,0.033216783216783216,0.024475524475524476,0.08041958041958042,0.06818181818181818,0.02097902097902098,0.03496503496503497,0.008741258741258742,0.08391608391608392,0.019230769230769232,0.03671328671328671,0.026223776223776224,0.0034965034965034965,0.006993006993006993,0.0034965034965034965,0.0,0.0,0.0,153,3.738562091503268,38.25,98.00000000000003
Micah,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962264150943,0.009433962264150943,0.09433962264150944,0.07547169811320754,0.009433962264150943,0.08490566037735849,0.1509433962264151,0.0660377358490566,0.04716981132075472,0.009433962264150943,0.0,0.04716981132075472,0.05660377358490566,0.018867924528301886,0.04716981132075472,0.018867924528301886,0.09433962264150944,0.02830188679245283,0.09433962264150944,0.02830188679245283,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,27,3.925925925925926,27.0,17.999999999999996
Nahum,1.0,3.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015306122448979591,0.03316326530612245,0.08673469387755102,0.06377551020408163,0.02295918367346939,0.08418367346938775,0.12244897959183673,0.061224489795918366,0.07142857142857142,0.02295918367346939,0.015306122448979591,0.05612244897959184,0.08928571428571429,0.02040816326530612,0.05612244897959184,0.012755102040816327,0.07908163265306123,0.01020408163265306,0.04591836734693878,0.01020408163265306,0.015306122448979591,0.002551020408163265,0.0,0.0,0.0,0.002551020408163265,97,4.041237113402062,24.25,56.99999999999999
Habakkuk,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,10.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006535947712418301,0.013071895424836602,0.10294117647058823,0.04738562091503268,0.02287581699346405,0.10130718954248366,0.13562091503267973,0.06372549019607843,0.04411764705882353,0.008169934640522876,0.02287581699346405,0.0784313725490196,0.05228758169934641,0.017973856209150325,0.04411764705882353,0.014705882352941176,0.09967320261437909,0.0196078431372549,0.07026143790849673,0.017973856209150325,0.0032679738562091504,0.011437908496732025,0.0016339869281045752,0.0,0.0,0.0,136,4.5,27.2,78.00000000000001
Zephaniah,0.0,4.0,18.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005208333333333333,0.013888888888888888,0.10069444444444445,0.06597222222222222,0.026041666666666668,0.10590277777777778,0.1076388888888889,0.06076388888888889,0.0625,0.010416666666666666,0.03298611111111111,0.0625,0.05381944444444445,0.017361111111111112,0.05555555555555555,0.015625,0.0954861111111111,0.010416666666666666,0.059027777777777776,0.020833333333333332,0.003472222222222222,0.003472222222222222,0.0,0.0,0.0,0.001736111111111111,149,3.865771812080537,29.4,90.99131944444446
