Author,and,their,being,other,unto,the,which,they,of,to,it,was,in,he,therein,thereof,them,his,these,are,forth,out,with,according,by,lord,from,an,all,for,had,among,upon,also,is,again,into,were,there,where,no,when,say,ye,then,shall,have,said,who,me,or,what,if,thy,thee,let,god,my,be,not,do,much,more,but,will,that,thou,as,hath,been,shalt,yet,ever,every,one,because,him,hast,didst,thyself,thus,man,himself,thine,neither,we,now,therefore,than,throughout,our,did,may,whence,many,those,notwithstanding,moreover,abundance,like,whom,whereof,should,yea,make,without,lest,cometh,shouldest,your,her,how,whoso,till,thence,whose,such,would,must,wherein,became,wherefore,once,some,each,inasmuch,downward,whereto,seest,therewith,whatsoever,thereby,outward,hence,howsoever,becometh,henceforth,whereby,thereon,thereupon,doeth,thereunto,wherewith,oft,oftentimes,whither,whosoever,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,verily,whereon,soever,could,forthwith,therefrom,wheresoever,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,e_percentage_use,b_percentage_use,o_percentage_use,l_percentage_use,m_percentage_use,t_percentage_use,h_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,g_percentage_use,c_percentage_use,v_percentage_use,u_percentage_use,w_percentage_use,y_percentage_use,f_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Matthew,6.0,0.0,0.0,0.0,2.0,11.0,2.0,1.0,7.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08555399719495091,0.07433380084151472,0.04067321178120617,0.11781206171107994,0.016830294530154277,0.0729312762973352,0.0729312762973352,0.021037868162692847,0.07012622720897616,0.07713884992987377,0.043478260869565216,0.02664796633941094,0.05890603085553997,0.0070126227208976155,0.014025245441795231,0.005610098176718092,0.021037868162692847,0.011220196353436185,0.021037868162692847,0.02244039270687237,0.0070126227208976155,0.014025245441795231,0.001402524544179523,0.001402524544179523,0.0,0.001402524544179523,166,4.295180722891566,16.2,87.90603085553997
Mark,7.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06463195691202872,0.05745062836624776,0.04847396768402154,0.11490125673249552,0.005385996409335727,0.06822262118491922,0.04308797127468582,0.03052064631956912,0.07899461400359066,0.07719928186714542,0.06283662477558348,0.04129263913824058,0.07001795332136446,0.019748653500897665,0.02333931777378815,0.010771992818671455,0.01436265709156194,0.010771992818671455,0.01615798922800718,0.01615798922800718,0.005385996409335727,0.01436265709156194,0.0017953321364452424,0.0,0.0,0.0,128,4.3515625,20.666666666666668,63.895870736086174
Luke,48.0,3.0,3.0,0.0,6.0,35.0,7.0,5.0,17.0,15.0,1.0,4.0,5.0,3.0,0.0,0.0,10.0,3.0,2.0,3.0,0.0,6.0,2.0,0.0,2.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09048067860508954,0.06974552309142319,0.05937794533459001,0.12582469368520263,0.013195098963242224,0.06786050895381715,0.029217719132893498,0.025918944392082942,0.09142318567389256,0.0763430725730443,0.0589066918001885,0.05230914231856739,0.06691800188501414,0.019792648444863337,0.022148916116870875,0.007540056550424128,0.030160226201696512,0.02403393025447691,0.017436380772855798,0.017907634307257305,0.0051837888784165885,0.022620169651272386,0.00235626767200754,0.000471253534401508,0.000471253534401508,0.000471253534401508,511,4.152641878669276,24.285714285714285,275.9981149858622
John,16.0,0.0,0.0,3.0,2.0,24.0,0.0,5.0,5.0,5.0,2.0,6.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07058823529411765,0.08021390374331551,0.04171122994652406,0.15614973262032086,0.0074866310160427805,0.06203208556149733,0.0374331550802139,0.017112299465240642,0.10695187165775401,0.08983957219251337,0.051336898395721926,0.05026737967914439,0.051336898395721926,0.011764705882352941,0.027807486631016044,0.0042780748663101605,0.02459893048128342,0.03208556149732621,0.020320855614973262,0.016042780748663103,0.008556149732620321,0.025668449197860963,0.0053475935828877,0.0,0.0,0.0,222,4.211711711711712,22.2,123.99893048128342
Paul,15.0,2.0,2.0,0.0,8.0,16.0,4.0,3.0,25.0,9.0,3.0,2.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,1.0,2.0,1.0,5.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,9.0,0.0,1.0,1.0,8.0,0.0,6.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649746192893401,0.06751269035532995,0.03857868020304569,0.13604060913705585,0.018781725888324875,0.10152284263959391,0.0350253807106599,0.014213197969543147,0.07817258883248732,0.05583756345177665,0.04568527918781726,0.06598984771573604,0.05380710659898477,0.023350253807106598,0.023350253807106598,0.012690355329949238,0.04568527918781726,0.03350253807106599,0.028426395939086295,0.028934010152284265,0.007614213197969543,0.012690355329949238,0.004568527918781726,0.0010152284263959391,0.0,0.0,483,4.078674948240166,24.15,277.99796954314724
Unknown,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07296137339055794,0.07725321888412018,0.07296137339055794,0.12017167381974249,0.012875536480686695,0.09012875536480687,0.017167381974248927,0.02145922746781116,0.1072961373390558,0.07725321888412018,0.055793991416309016,0.060085836909871244,0.05150214592274678,0.02575107296137339,0.012875536480686695,0.02145922746781116,0.02575107296137339,0.02575107296137339,0.012875536480686695,0.02145922746781116,0.0,0.017167381974248927,0.0,0.0,0.0,0.0,53,4.39622641509434,17.666666666666668,29.0
James,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958904109589041,0.0410958904109589,0.0410958904109589,0.1232876712328767,0.0136986301369863,0.1095890410958904,0.0273972602739726,0.0,0.136986301369863,0.0821917808219178,0.0410958904109589,0.0684931506849315,0.0684931506849315,0.0273972602739726,0.0,0.0273972602739726,0.0273972602739726,0.0410958904109589,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,18,4.055555555555555,18.0,11.999999999999998
Peter,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09042553191489362,0.06382978723404255,0.0425531914893617,0.10106382978723404,0.015957446808510637,0.07446808510638298,0.03723404255319149,0.047872340425531915,0.07446808510638298,0.06914893617021277,0.10106382978723404,0.047872340425531915,0.05851063829787234,0.03723404255319149,0.015957446808510637,0.015957446808510637,0.010638297872340425,0.010638297872340425,0.02127659574468085,0.031914893617021274,0.010638297872340425,0.015957446808510637,0.005319148936170213,0.0,0.0,0.0,49,3.836734693877551,49.0,34.000000000000036
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,13.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09551656920077972,0.07017543859649122,0.050682261208576995,0.1364522417153996,0.009746588693957114,0.06432748538011696,0.02729044834307992,0.031189083820662766,0.08966861598440545,0.08771929824561403,0.05847953216374269,0.04873294346978557,0.0682261208576998,0.011695906432748537,0.009746588693957114,0.005847953216374269,0.029239766081871343,0.02729044834307992,0.017543859649122806,0.031189083820662766,0.003898635477582846,0.017543859649122806,0.005847953216374269,0.0,0.0,0.0,135,3.8,33.75,80.99805068226124
