Author,and,he,him,the,of,his,said,my,is,as,which,lord,hath,therefore,god,thee,let,to,be,thy,every,one,that,it,had,an,was,yet,out,from,in,also,unto,may,me,who,thou,where,have,all,yea,shall,when,with,not,for,these,now,hast,what,do,but,by,shalt,because,wherewith,are,then,will,her,were,himself,thence,should,if,such,make,wherein,upon,there,them,whereon,whither,again,into,how,other,they,whence,ye,we,cometh,neither,till,shouldest,those,did,your,their,ever,more,say,thine,like,without,man,thereof,throughout,according,or,thyself,among,wherefore,been,many,than,lest,thus,whom,forth,no,whosoever,would,verily,much,our,ought,must,being,doeth,didst,each,inasmuch,downward,abundance,whereto,seest,therewith,whereof,whatsoever,once,thereby,outward,hence,howsoever,becometh,henceforth,whereby,thereon,thereupon,thereunto,became,moreover,oft,oftentimes,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,therein,whose,notwithstanding,soever,could,forthwith,some,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,m_percentage_use,r_percentage_use,k_percentage_use,i_percentage_use,s_percentage_use,l_percentage_use,t_percentage_use,o_percentage_use,f_percentage_use,b_percentage_use,y_percentage_use,w_percentage_use,g_percentage_use,v_percentage_use,p_percentage_use,u_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,8.0,1.0,3.0,11.0,5.0,1.0,1.0,0.0,4.0,2.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06315789473684211,0.05789473684210526,0.029473684210526315,0.09052631578947369,0.1368421052631579,0.014736842105263158,0.023157894736842106,0.049473684210526316,0.002105263157894737,0.04421052631578947,0.04421052631578947,0.023157894736842106,0.09368421052631579,0.08105263157894736,0.02,0.011578947368421053,0.03894736842105263,0.018947368421052633,0.008421052631578947,0.018947368421052633,0.010526315789473684,0.03684210526315789,0.002105263157894737,0.0,0.0,0.0,240,3.9583333333333335,23.7,134.92000000000004
Mark,12.0,3.0,10.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935374149659864,0.05782312925170068,0.0663265306122449,0.09183673469387756,0.10034013605442177,0.015306122448979591,0.04591836734693878,0.04421768707482993,0.003401360544217687,0.06802721088435375,0.06462585034013606,0.03741496598639456,0.08673469387755102,0.06462585034013606,0.023809523809523808,0.008503401360544218,0.022108843537414966,0.023809523809523808,0.02040816326530612,0.0,0.015306122448979591,0.0391156462585034,0.006802721088435374,0.0,0.0,0.0,134,4.388059701492537,22.333333333333332,77.99999999999997
Luke,17.0,2.0,3.0,15.0,5.0,2.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,14.0,9.0,4.0,2.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,18.0,3.0,1.0,7.0,17.0,0.0,3.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07348406988694758,0.05755395683453238,0.03340184994861254,0.07399794450154162,0.11819116135662898,0.012846865364850977,0.022610483042137718,0.045220966084275435,0.008735868448098663,0.041109969167523124,0.046248715313463515,0.045734840698869475,0.07913669064748201,0.08376156217882837,0.022610483042137718,0.011819116135662899,0.03545734840698869,0.01593011305241521,0.012846865364850977,0.013360739979445015,0.01079136690647482,0.030832476875642344,0.0010277492291880781,0.0,0.0,0.0,484,4.020661157024794,22.761904761904763,273.8967112024664
John,9.0,4.0,4.0,14.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06867469879518072,0.05783132530120482,0.018072289156626505,0.10963855421686747,0.10722891566265061,0.01566265060240964,0.03132530120481928,0.05301204819277108,0.00963855421686747,0.07590361445783132,0.06987951807228916,0.027710843373493974,0.11325301204819277,0.06144578313253012,0.00963855421686747,0.0012048192771084338,0.012048192771084338,0.043373493975903614,0.0024096385542168677,0.004819277108433735,0.027710843373493974,0.030120481927710843,0.006024096385542169,0.0,0.0,0.0,200,4.15,20.0,111.95662650602408
Paul,14.0,1.0,5.0,30.0,18.0,1.0,0.0,1.0,12.0,1.0,4.0,4.0,3.0,0.0,6.0,1.0,0.0,6.0,4.0,3.0,1.0,1.0,12.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,6.0,1.0,7.0,0.0,2.0,3.0,2.0,0.0,6.0,5.0,0.0,10.0,0.0,3.0,10.0,11.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,3.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784313725490196,0.057763645998940114,0.03762586115527292,0.0996290408055114,0.12029676735559089,0.014308426073131956,0.0196078431372549,0.04663487016428193,0.002649708532061473,0.06730259671436142,0.06624271330153683,0.04080551139374669,0.10545839957604664,0.08161102278749338,0.025967143614202437,0.02172760996290408,0.018018018018018018,0.022257551669316374,0.0196078431372549,0.01483836777954425,0.011658717541070483,0.02278749337572867,0.0021197668256491787,0.0005299417064122947,0.0,0.0,458,4.120087336244541,22.85,281.9978802331743
Unknown,3.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09417040358744394,0.08071748878923767,0.04932735426008968,0.06726457399103139,0.13004484304932734,0.004484304932735426,0.026905829596412557,0.08520179372197309,0.008968609865470852,0.05829596412556054,0.04932735426008968,0.008968609865470852,0.09865470852017937,0.07174887892376682,0.017937219730941704,0.0,0.04932735426008968,0.04484304932735426,0.008968609865470852,0.017937219730941704,0.017937219730941704,0.008968609865470852,0.0,0.0,0.0,0.0,52,4.288461538461538,17.333333333333332,31.999999999999993
James,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847457627118644,0.1016949152542373,0.06779661016949153,0.05084745762711865,0.13559322033898305,0.01694915254237288,0.03389830508474576,0.03389830508474576,0.0,0.06779661016949153,0.06779661016949153,0.01694915254237288,0.0847457627118644,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.06779661016949153,0.0,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.0,0.0,0.0,0.0,16,3.6875,16.0,11.000000000000005
Peter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04938271604938271,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.09876543209876543,0.04938271604938271,0.012345679012345678,0.08641975308641975,0.0,0.08641975308641975,0.07407407407407407,0.037037037037037035,0.06172839506172839,0.1111111111111111,0.024691358024691357,0.012345679012345678,0.024691358024691357,0.0,0.037037037037037035,0.012345679012345678,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,14,5.785714285714286,14.0,8.000000000000002
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,6.0,4.0,1.0,7.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865979381443299,0.061855670103092786,0.026804123711340205,0.12371134020618557,0.12164948453608247,0.016494845360824743,0.024742268041237112,0.03711340206185567,0.006185567010309278,0.06597938144329897,0.049484536082474224,0.03917525773195876,0.12164948453608247,0.05360824742268041,0.024742268041237112,0.012371134020618556,0.012371134020618556,0.02268041237113402,0.008247422680412371,0.008247422680412371,0.010309278350515464,0.018556701030927835,0.0,0.0,0.0,0.0,122,3.9754098360655736,30.25,70.95257731958766
