Author,and,they,who,in,his,there,one,that,had,the,for,he,of,these,were,with,when,was,them,unto,himself,by,which,is,all,also,again,out,to,him,from,forth,god,said,be,hath,thine,into,thy,me,thyself,have,lord,will,not,lest,thou,shouldest,say,let,their,what,my,hast,no,shall,but,now,if,it,thee,whereby,an,each,upon,whom,shalt,yet,those,whose,may,her,do,as,whence,whither,because,man,every,seest,wherefore,make,many,neither,more,wherein,whosoever,we,our,then,according,your,throughout,did,notwithstanding,other,should,therefore,thence,like,therefrom,are,or,ye,how,thereof,being,abundance,ever,where,doeth,yea,till,among,than,been,without,cometh,thus,therewith,moreover,much,therein,once,becometh,must,hence,some,would,whereof,didst,inasmuch,downward,whereto,whatsoever,thereby,outward,howsoever,henceforth,thereon,thereupon,thereunto,became,wherewith,oft,oftentimes,such,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,verily,whereon,soever,could,forthwith,wheresoever,whoso,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,o_percentage_use,k_percentage_use,l_percentage_use,b_percentage_use,r_percentage_use,m_percentage_use,s_percentage_use,w_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,c_percentage_use,f_percentage_use,v_percentage_use,u_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Haggai,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,2.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07967032967032966,0.06318681318681318,0.04945054945054945,0.10714285714285714,0.08516483516483517,0.11538461538461539,0.03021978021978022,0.0989010989010989,0.005494505494505495,0.04120879120879121,0.016483516483516484,0.0521978021978022,0.013736263736263736,0.06043956043956044,0.02197802197802198,0.054945054945054944,0.019230769230769232,0.013736263736263736,0.016483516483516484,0.02197802197802198,0.005494505494505495,0.019230769230769232,0.0027472527472527475,0.0,0.005494505494505495,0.0,98,3.7142857142857144,32.666666666666664,54.999999999999986
Zechariah,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09595959595959595,0.050505050505050504,0.06060606060606061,0.10101010101010101,0.0707070707070707,0.09595959595959595,0.015151515151515152,0.09595959595959595,0.005050505050505051,0.045454545454545456,0.005050505050505051,0.05555555555555555,0.04040404040404041,0.06565656565656566,0.03535353535353535,0.045454545454545456,0.025252525252525252,0.0,0.015151515151515152,0.020202020202020204,0.0,0.03535353535353535,0.005050505050505051,0.0,0.015151515151515152,0.0,47,4.212765957446808,23.5,26.000000000000007
Malachi,12.0,1.0,2.0,6.0,2.0,0.0,1.0,2.0,0.0,15,1.0,7.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07428571428571429,0.06142857142857143,0.055714285714285716,0.06285714285714286,0.08714285714285715,0.15,0.02857142857142857,0.06857142857142857,0.004285714285714286,0.05714285714285714,0.008571428571428572,0.05857142857142857,0.025714285714285714,0.06428571428571428,0.02142857142857143,0.05714285714285714,0.02,0.014285714285714285,0.005714285714285714,0.03428571428571429,0.012857142857142857,0.018571428571428572,0.0,0.0,0.004285714285714286,0.0,179,3.910614525139665,35.6,118.99571428571431
Matthew,12.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,12,1.0,7.0,10.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,8.0,9.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07007125890736342,0.0688836104513064,0.057007125890736345,0.09738717339667459,0.07482185273159145,0.13182897862232779,0.014251781472684086,0.07482185273159145,0.0023752969121140144,0.029691211401425176,0.022565320665083134,0.032066508313539195,0.032066508313539195,0.057007125890736345,0.022565320665083134,0.05938242280285035,0.0166270783847981,0.019002375296912115,0.011876484560570071,0.027315914489311165,0.011876484560570071,0.029691211401425176,0.0035629453681710215,0.0,0.00831353919239905,0.0,214,3.9345794392523366,21.4,123.97505938242278
Mark,12.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09071729957805907,0.07805907172995781,0.056962025316455694,0.08016877637130802,0.08860759493670886,0.11814345991561181,0.014767932489451477,0.06962025316455696,0.008438818565400843,0.0379746835443038,0.004219409282700422,0.03375527426160337,0.04430379746835443,0.05485232067510549,0.014767932489451477,0.06329113924050633,0.016877637130801686,0.016877637130801686,0.02531645569620253,0.016877637130801686,0.004219409282700422,0.03375527426160337,0.0,0.002109704641350211,0.002109704641350211,0.0,116,4.086206896551724,19.333333333333332,72.97679324894516
Luke,39.0,3.0,1.0,9.0,5.0,0.0,1.0,9.0,0.0,32,2.0,11.0,24.0,2.0,4.0,4.0,1.0,1.0,7.0,12.0,0.0,0.0,3.0,6.0,5.0,2.0,0.0,0.0,11.0,10.0,1.0,3.0,4.0,6.0,8.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,8.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09461426491994178,0.07423580786026202,0.04512372634643377,0.10237748665696264,0.08733624454148471,0.11935953420669577,0.016496846191169336,0.07423580786026202,0.0038816108685104317,0.03153808830664726,0.015526443474041727,0.051431344007763224,0.024260067928190198,0.05967976710334789,0.024745269286754003,0.06356137797185832,0.01601164483260553,0.01455604075691412,0.017467248908296942,0.021834061135371178,0.006307617661329452,0.024260067928190198,0.0024260067928190197,0.001455604075691412,0.002911208151382824,0.0,496,4.155241935483871,23.523809523809526,306.9956331877729
John,24.0,1.0,0.0,3.0,6.0,1.0,0.0,5.0,1.0,12,0.0,4.0,7.0,2.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07799145299145299,0.08867521367521368,0.06196581196581197,0.09401709401709402,0.08440170940170941,0.1346153846153846,0.009615384615384616,0.05876068376068376,0.003205128205128205,0.026709401709401708,0.007478632478632479,0.03418803418803419,0.028846153846153848,0.07585470085470085,0.023504273504273504,0.057692307692307696,0.017094017094017096,0.016025641025641024,0.014957264957264958,0.013888888888888888,0.008547008547008548,0.030982905982905984,0.0010683760683760685,0.002136752136752137,0.00641025641025641,0.0,222,4.216216216216216,22.1,120.97863247863248
Paul,9.0,1.0,1.0,7.0,4.0,1.0,13.0,9.0,1.0,25,13.0,0.0,14.0,0.0,5.0,0.0,3.0,4.0,1.0,6.0,0.0,19.0,3.0,9.0,4.0,2.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06379585326953748,0.08027644869750133,0.046251993620414676,0.07761828814460393,0.06485911749069644,0.14088250930356194,0.019138755980861243,0.08506113769271664,0.000531632110579479,0.028708133971291867,0.022860180754917598,0.05263157894736842,0.029771398192450824,0.05847953216374269,0.023923444976076555,0.06113769271664009,0.024455077086656035,0.005847953216374269,0.02658160552897395,0.03455608718766613,0.009569377990430622,0.03242955874534822,0.0,0.001063264221158958,0.00531632110579479,0.0,460,4.089130434782609,22.85,277.9957469431151
Unknown,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,5,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07220216606498195,0.07220216606498195,0.036101083032490974,0.1299638989169675,0.09386281588447654,0.09386281588447654,0.010830324909747292,0.09025270758122744,0.007220216606498195,0.032490974729241874,0.007220216606498195,0.04332129963898917,0.036101083032490974,0.05776173285198556,0.02888086642599278,0.06859205776173286,0.01444043321299639,0.010830324909747292,0.018050541516245487,0.02527075812274368,0.007220216606498195,0.036101083032490974,0.0,0.0,0.0036101083032490976,0.0,70,3.9571428571428573,23.333333333333332,42.996389891696765
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08928571428571429,0.08928571428571429,0.017857142857142856,0.16071428571428573,0.125,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.017857142857142856,0.07142857142857142,0.0,0.05357142857142857,0.017857142857142856,0.017857142857142856,0.0,0.05357142857142857,0.017857142857142856,0.0,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,15,3.7333333333333334,15.0,11.999999999999996
Peter,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07051282051282051,0.05128205128205128,0.03205128205128205,0.11538461538461539,0.09615384615384616,0.08974358974358974,0.01282051282051282,0.08333333333333333,0.0,0.019230769230769232,0.019230769230769232,0.07692307692307693,0.019230769230769232,0.038461538461538464,0.00641025641025641,0.08333333333333333,0.038461538461538464,0.03205128205128205,0.019230769230769232,0.038461538461538464,0.0,0.05128205128205128,0.0,0.0,0.00641025641025641,0.0,36,4.333333333333333,36.0,20.000000000000007
Jude,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.07,0.045,0.075,0.08,0.13,0.005,0.09,0.01,0.02,0.01,0.06,0.03,0.105,0.025,0.05,0.025,0.01,0.015,0.035,0.02,0.01,0.0,0.0,0.0,0.0,43,4.651162790697675,21.5,24.0
John,5.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,12,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07264957264957266,0.04487179487179487,0.029914529914529916,0.12393162393162394,0.1047008547008547,0.11752136752136752,0.00641025641025641,0.06196581196581197,0.00641025641025641,0.0405982905982906,0.0,0.04487179487179487,0.017094017094017096,0.053418803418803416,0.023504273504273504,0.07264957264957266,0.008547008547008548,0.01282051282051282,0.03418803418803419,0.027777777777777776,0.008547008547008548,0.023504273504273504,0.0,0.002136752136752137,0.0,0.002136752136752137,115,4.069565217391304,28.5,65.94017094017094
