Author,and,the,shall,them,with,of,for,lord,they,be,to,ye,that,it,may,an,unto,do,no,therein,ever,in,all,your,throughout,when,thou,shalt,not,make,thy,neither,god,have,but,by,also,there,is,whatsoever,he,from,among,his,doeth,will,these,are,which,every,upon,out,thee,without,thereof,one,each,being,him,whose,was,man,forth,hath,let,their,whosoever,as,if,again,should,had,did,say,into,then,thence,were,said,lest,my,now,cometh,our,we,what,thus,where,because,therefore,me,whom,himself,much,became,thyself,thine,thereon,who,her,abundance,many,some,would,moreover,didst,other,how,or,yea,hast,once,been,like,wherefore,wherewith,more,yet,than,according,notwithstanding,those,verily,such,must,ought,till,could,inasmuch,downward,whereto,seest,therewith,wherein,whereof,thereby,shouldest,outward,hence,howsoever,becometh,whereby,henceforth,thereupon,thereunto,oft,oftentimes,whither,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,p_percentage_use,r_percentage_use,i_percentage_use,s_percentage_use,l_percentage_use,w_percentage_use,v_percentage_use,m_percentage_use,b_percentage_use,o_percentage_use,f_percentage_use,u_percentage_use,g_percentage_use,y_percentage_use,c_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Matthew,10.0,9.0,3.0,4.0,2.0,9.0,3.0,0.0,0.0,6.0,7.0,2.0,7.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,1.0,12.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0.06833333333333333,0.0225,0.11833333333333333,0.09416666666666666,0.13916666666666666,0.005833333333333334,0.03833333333333333,0.0625,0.045,0.0325,0.016666666666666666,0.009166666666666667,0.015833333333333335,0.0125,0.0675,0.03166666666666667,0.015833333333333335,0.01,0.02,0.0175,0.0025,0.0008333333333333334,0.0,0.0,0.0,307,3.9087947882736156,30.6,177.91416666666666
Mark,11.0,7.0,2.0,4.0,0.0,4.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08839779005524862,0.06445672191528545,0.055248618784530384,0.09392265193370165,0.0847145488029466,0.141804788213628,0.007366482504604052,0.03314917127071823,0.049723756906077346,0.0570902394106814,0.03314917127071823,0.016574585635359115,0.016574585635359115,0.0423572744014733,0.016574585635359115,0.04788213627992634,0.01289134438305709,0.02394106813996317,0.009208103130755065,0.022099447513812154,0.020257826887661142,0.007366482504604052,0.0,0.0,0.0,0.0,138,3.9347826086956523,22.666666666666668,88.94475138121548
Luke,28.0,43.0,8.0,6.0,2.0,24.0,2.0,2.0,5.0,6.0,5.0,8.0,9.0,5.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,1.0,8.0,1.0,0.0,2.0,1.0,4.0,6.0,1.0,6.0,0.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07684964200477327,0.06109785202863962,0.04916467780429594,0.09164677804295943,0.09403341288782817,0.13317422434367543,0.021957040572792363,0.052028639618138424,0.051551312649164675,0.06348448687350836,0.03866348448687351,0.020047732696897375,0.008114558472553698,0.02768496420047733,0.014797136038186158,0.07398568019093078,0.025775656324582338,0.03007159904534606,0.014319809069212411,0.025298329355608593,0.015274463007159905,0.00477326968973747,0.002863961813842482,0.001431980906921241,0.00047732696897374703,0.00047732696897374703,509,4.115913555992141,24.238095238095237,301.9990453460621
John,11.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08944099378881988,0.062111801242236024,0.043478260869565216,0.1031055900621118,0.084472049689441,0.12422360248447205,0.009937888198757764,0.0422360248447205,0.043478260869565216,0.06459627329192547,0.02732919254658385,0.03602484472049689,0.006211180124223602,0.02857142857142857,0.008695652173913044,0.07080745341614907,0.016149068322981366,0.02857142857142857,0.006211180124223602,0.01987577639751553,0.007453416149068323,0.004968944099378882,0.0037267080745341614,0.0,0.0,0.0,209,3.851674641148325,20.6,116.93167701863355
Paul,7.0,36.0,2.0,4.0,1.0,23.0,10.0,0.0,1.0,7.0,8.0,2.0,13.0,10.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,7.0,4.0,9.0,8.0,0.0,4.0,16.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07704654895666131,0.05778491171749599,0.03531300160513644,0.10486891385767791,0.08293204922418405,0.13055109684323168,0.008025682182985553,0.06313536650615302,0.07062600321027288,0.061530230069555915,0.02835741037988229,0.023006955591225255,0.010700909577314071,0.02675227394328518,0.023542001070090957,0.07009095773140717,0.03638309256286784,0.02835741037988229,0.01658640984483681,0.012306046013911182,0.02247191011235955,0.0032102728731942215,0.004280363830925628,0.0,0.0005350454788657035,0.0,471,3.968152866242038,23.45,283.99839486356336
Unknown,3.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684931506849315,0.05821917808219178,0.04452054794520548,0.08561643835616438,0.09246575342465753,0.1267123287671233,0.003424657534246575,0.05821917808219178,0.07191780821917808,0.0547945205479452,0.03767123287671233,0.030821917808219176,0.003424657534246575,0.00684931506849315,0.02054794520547945,0.07876712328767123,0.05821917808219178,0.02054794520547945,0.02054794520547945,0.02054794520547945,0.030821917808219176,0.003424657534246575,0.003424657534246575,0.0,0.0,0.0,69,4.231884057971015,23.0,42.99999999999998
James,4.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10638297872340426,0.11702127659574468,0.09574468085106383,0.07446808510638298,0.0425531914893617,0.11702127659574468,0.010638297872340425,0.0425531914893617,0.06382978723404255,0.0851063829787234,0.0,0.0,0.010638297872340425,0.031914893617021274,0.031914893617021274,0.06382978723404255,0.06382978723404255,0.0,0.010638297872340425,0.010638297872340425,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,25,3.76,25.0,16.999999999999986
Peter,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07368421052631578,0.05263157894736842,0.042105263157894736,0.07368421052631578,0.07368421052631578,0.12631578947368421,0.021052631578947368,0.042105263157894736,0.09473684210526316,0.06315789473684211,0.08421052631578947,0.010526315789473684,0.021052631578947368,0.021052631578947368,0.0,0.07368421052631578,0.042105263157894736,0.021052631578947368,0.031578947368421054,0.021052631578947368,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,25,3.8,25.0,14.999999999999998
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,12.0,15.0,2.0,1.0,2.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08445945945945946,0.08445945945945946,0.04560810810810811,0.08108108108108109,0.08783783783783784,0.13006756756756757,0.011824324324324325,0.05574324324324324,0.0777027027027027,0.05067567567567568,0.03547297297297297,0.02364864864864865,0.011824324324324325,0.02533783783783784,0.013513513513513514,0.07263513513513513,0.033783783783783786,0.013513513513513514,0.018581081081081082,0.013513513513513514,0.018581081081081082,0.008445945945945946,0.0,0.0016891891891891893,0.0,0.0,142,4.169014084507042,35.5,82.0
