Author,and,say,unto,thee,let,my,that,he,may,me,if,thou,to,him,will,thy,it,by,the,in,lord,then,of,her,his,said,because,into,god,all,who,had,which,did,when,they,upon,their,thus,is,should,not,neither,hath,with,we,our,lest,or,them,wherefore,do,ye,from,your,now,are,many,make,shall,no,more,as,for,ought,thereof,be,therefore,there,therein,out,where,yet,were,throughout,was,have,but,thine,forth,hast,shalt,what,also,wherein,whom,an,how,these,according,one,again,other,some,would,verily,than,became,therewith,ever,like,without,man,whose,every,among,such,yea,being,whereof,whoso,becometh,cometh,shouldest,been,whereby,abundance,himself,whatsoever,till,whosoever,much,those,hence,doeth,thyself,once,didst,each,inasmuch,downward,whereto,seest,thence,thereby,outward,howsoever,henceforth,thereon,must,thereupon,thereunto,moreover,wherewith,oft,oftentimes,whither,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,notwithstanding,whereon,soever,could,forthwith,therefrom,wheresoever,upward,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,s_percentage_use,y_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,m_percentage_use,g_percentage_use,r_percentage_use,v_percentage_use,f_percentage_use,b_percentage_use,w_percentage_use,c_percentage_use,p_percentage_use,k_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09848484848484848,0.09090909090909091,0.08333333333333333,0.03787878787878788,0.06818181818181818,0.015151515151515152,0.007575757575757576,0.12121212121212122,0.08333333333333333,0.09848484848484848,0.15151515151515152,0.022727272727272728,0.015151515151515152,0.0,0.03787878787878788,0.0,0.007575757575757576,0.015151515151515152,0.03787878787878788,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,36,3.6666666666666665,18.0,28.0
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,4.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,10.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04790419161676647,0.04790419161676647,0.025149700598802394,0.05149700598802395,0.06107784431137724,0.03952095808383234,0.03592814371257485,0.081437125748503,0.08982035928143713,0.055089820359281436,0.1317365269461078,0.03473053892215569,0.013173652694610778,0.009580838323353293,0.06946107784431138,0.01437125748502994,0.025149700598802394,0.010778443113772455,0.02155688622754491,0.02155688622754491,0.011976047904191617,0.003592814371257485,0.0,0.0011976047904191617,0.0011976047904191617,0.0,202,4.133663366336633,20.0,101.9053892215569
Mark,14.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09864603481624758,0.0735009671179884,0.06382978723404255,0.05415860735009671,0.058027079303675046,0.02127659574468085,0.029013539651837523,0.06963249516441006,0.058027079303675046,0.09671179883945841,0.13152804642166344,0.04642166344294004,0.03288201160541586,0.025145067698259187,0.03481624758220503,0.007736943907156673,0.015473887814313346,0.015473887814313346,0.02321083172147002,0.013539651837524178,0.02127659574468085,0.0,0.0,0.007736943907156673,0.0,0.0,130,3.976923076923077,21.666666666666668,70.99806576402321
Luke,15.0,2.0,7.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,2.0,1.0,10.0,2.0,4.0,0.0,1.0,0.0,22.0,6.0,5.0,4.0,10.0,0.0,6.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,5.0,0.0,5.0,5.0,0.0,2.0,0.0,9.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,14.0,1.0,6.0,0.0,3.0,0.0,2.0,8.0,1.0,3.0,0.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06240409207161125,0.056265984654731455,0.03682864450127877,0.05063938618925831,0.04808184143222506,0.022506393861892585,0.02557544757033248,0.09411764705882353,0.08081841432225063,0.08797953964194373,0.11611253196930946,0.03938618925831202,0.023017902813299233,0.01432225063938619,0.05012787723785166,0.010741687979539642,0.020971867007672635,0.009207161125319692,0.024552429667519183,0.014833759590792838,0.005626598465473146,0.010741687979539642,0.0,0.0,0.0,0.0005115089514066496,475,4.11578947368421,22.285714285714285,268.9053708439898
John,5.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,4.0,4.0,5.0,0.0,1.0,1.0,0.0,9.0,4.0,1.0,2.0,7.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06473829201101929,0.06198347107438017,0.03856749311294766,0.06198347107438017,0.07300275482093664,0.01790633608815427,0.027548209366391185,0.10330578512396695,0.07851239669421488,0.081267217630854,0.13911845730027547,0.0371900826446281,0.02203856749311295,0.013774104683195593,0.045454545454545456,0.008264462809917356,0.024793388429752067,0.013774104683195593,0.030303030303030304,0.012396694214876033,0.006887052341597796,0.009641873278236915,0.0,0.011019283746556474,0.0,0.0,182,3.989010989010989,18.1,109.98347107438016
Paul,15.0,1.0,1.0,0.0,11.0,0.0,8.0,4.0,1.0,0.0,7.0,6.0,10.0,7.0,0.0,2.0,5.0,3.0,25.0,5.0,5.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,19.0,0.0,8.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07742998352553541,0.07358594179022515,0.04228445908841296,0.071389346512905,0.04832509610104338,0.020318506315211423,0.033498077979132346,0.1015925315760571,0.06534870950027458,0.071389346512905,0.12630422844590883,0.0356946732564525,0.027457440966501923,0.012630422844590884,0.05656232839099396,0.010982976386600769,0.02471169686985173,0.029654036243822075,0.021965952773201538,0.029104887424492038,0.011532125205930808,0.004393190554640308,0.0,0.0,0.0,0.0005491488193300384,453,4.0198675496688745,22.5,270.996705107084
Unknown,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08070175438596491,0.06315789473684211,0.04912280701754386,0.03859649122807018,0.056140350877192984,0.021052631578947368,0.010526315789473684,0.09473684210526316,0.09824561403508772,0.07719298245614035,0.14736842105263157,0.03508771929824561,0.02456140350877193,0.028070175438596492,0.0456140350877193,0.014035087719298246,0.042105263157894736,0.0035087719298245615,0.028070175438596492,0.017543859649122806,0.021052631578947368,0.0035087719298245615,0.0,0.0,0.0,0.0,69,4.130434782608695,23.0,42.999999999999986
James,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10891089108910891,0.0891089108910891,0.0297029702970297,0.07920792079207921,0.0297029702970297,0.0297029702970297,0.019801980198019802,0.04950495049504951,0.10891089108910891,0.0297029702970297,0.09900990099009901,0.0594059405940594,0.0594059405940594,0.0297029702970297,0.07920792079207921,0.009900990099009901,0.019801980198019802,0.009900990099009901,0.009900990099009901,0.019801980198019802,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,27,3.740740740740741,27.0,14.99999999999999
Peter,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05194805194805195,0.1038961038961039,0.07792207792207792,0.07792207792207792,0.06493506493506493,0.0,0.03896103896103896,0.05194805194805195,0.14285714285714285,0.025974025974025976,0.09090909090909091,0.03896103896103896,0.03896103896103896,0.03896103896103896,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.025974025974025976,0.03896103896103896,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,19,4.052631578947368,19.0,9.987012987012992
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08928571428571429,0.08035714285714286,0.04241071428571429,0.05133928571428571,0.060267857142857144,0.006696428571428571,0.020089285714285716,0.11160714285714286,0.08482142857142858,0.09598214285714286,0.13169642857142858,0.033482142857142856,0.006696428571428571,0.03125,0.06696428571428571,0.013392857142857142,0.029017857142857144,0.006696428571428571,0.024553571428571428,0.011160714285714286,0.0,0.0,0.0,0.0,0.0,0.0,119,3.764705882352941,29.75,58.99776785714287
