Author,and,for,the,of,other,in,shall,from,to,thou,shalt,with,make,their,according,thereof,which,was,thee,it,be,upon,that,unto,without,an,them,his,all,may,into,as,they,there,one,every,where,is,lord,ever,thy,him,among,he,me,are,whom,have,these,like,being,then,said,out,those,did,forth,when,your,not,thus,do,ye,were,wherein,had,been,again,therefore,but,also,now,god,till,should,who,how,we,by,will,our,more,if,no,man,or,yet,whither,hast,thine,neither,thence,my,much,let,whosoever,moreover,whence,hath,himself,say,what,verily,her,cometh,whoso,than,whose,because,therein,many,forthwith,would,must,wherefore,once,some,lest,didst,each,inasmuch,downward,abundance,whereto,seest,therewith,whereof,whatsoever,thereby,shouldest,outward,hence,howsoever,throughout,becometh,henceforth,whereby,thereon,thereupon,doeth,thereunto,became,wherewith,oft,oftentimes,such,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,thyself,notwithstanding,whereon,soever,could,therefrom,yea,wheresoever,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,f_percentage_use,i_percentage_use,v_percentage_use,e_percentage_use,b_percentage_use,r_percentage_use,s_percentage_use,o_percentage_use,t_percentage_use,h_percentage_use,c_percentage_use,l_percentage_use,w_percentage_use,m_percentage_use,u_percentage_use,y_percentage_use,g_percentage_use,k_percentage_use,p_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zechariah,6.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09787234042553192,0.06382978723404255,0.05106382978723404,0.0425531914893617,0.05106382978723404,0.01276595744680851,0.12340425531914893,0.01276595744680851,0.02127659574468085,0.04680851063829787,0.11063829787234042,0.08085106382978724,0.10638297872340426,0.02553191489361702,0.01702127659574468,0.00851063829787234,0.029787234042553193,0.01702127659574468,0.01276595744680851,0.01276595744680851,0.01276595744680851,0.01702127659574468,0.0,0.00425531914893617,0.02127659574468085,0.0,59,3.983050847457627,29.5,33.0
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,17.0,0.0,10.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06796116504854369,0.06067961165048544,0.05825242718446602,0.010922330097087379,0.04854368932038835,0.0036407766990291263,0.12742718446601942,0.014563106796116505,0.04733009708737864,0.06796116504854369,0.06553398058252427,0.10072815533980582,0.0970873786407767,0.00849514563106796,0.023058252427184466,0.02912621359223301,0.03155339805825243,0.025485436893203883,0.023058252427184466,0.009708737864077669,0.0048543689320388345,0.01699029126213592,0.0,0.0,0.0012135922330097086,0.0,202,4.079207920792079,19.7,110.94417475728159
Mark,11.0,1.0,14.0,5.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09330628803245436,0.08113590263691683,0.05273833671399594,0.02434077079107505,0.05070993914807302,0.010141987829614604,0.13184584178498987,0.012170385395537525,0.02636916835699797,0.05476673427991886,0.07505070993914807,0.11561866125760649,0.09330628803245436,0.012170385395537525,0.02434077079107505,0.034482758620689655,0.02231237322515213,0.02434077079107505,0.016227180527383367,0.016227180527383367,0.006085192697768763,0.02028397565922921,0.0,0.0,0.0,0.0,125,3.944,20.833333333333332,72.99797160243405
Luke,30.0,3.0,15.0,7.0,0.0,2.0,7.0,1.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,5.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,10.0,1.0,15.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08266003729024239,0.06774394033561218,0.05655686761963953,0.014294592914853946,0.06277190801740211,0.00870105655686762,0.12181479179614667,0.012430080795525171,0.03853325046612803,0.057799875699192045,0.062150403977625855,0.08514605344934742,0.08825357364822871,0.022374145431945307,0.03418272218769422,0.018645121193287758,0.031075201988812928,0.022995649471721565,0.01740211311373524,0.022374145431945307,0.006215040397762586,0.013673088875077687,0.0,0.001243008079552517,0.004972032318210068,0.0,398,4.042713567839196,18.714285714285715,224.95400870105652
John,8.0,0.0,6.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828258221680877,0.06699147381242387,0.040194884287454324,0.018270401948842874,0.07186358099878197,0.00243605359317905,0.08404384896467722,0.0194884287454324,0.03654080389768575,0.08404384896467722,0.0682095006090134,0.0828258221680877,0.0828258221680877,0.007308160779537149,0.0194884287454324,0.028014616321559074,0.04263093788063337,0.03288672350791717,0.028014616321559074,0.012180267965895249,0.014616321559074299,0.0097442143727162,0.0,0.0,0.008526187576126675,0.0,219,3.7488584474885847,21.8,119.94397076735686
Paul,10.0,7.0,23.0,21.0,0.0,7.0,0.0,2.0,9.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,6.0,8.0,0.0,4.0,7.0,1.0,12.0,8.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,7.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,5.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08149084017687934,0.060644346178142766,0.03790271636133923,0.028427037271004423,0.05559065066329753,0.009475679090334808,0.13771320277953253,0.01958307012002527,0.05938092229943146,0.05243209096651927,0.08338597599494631,0.09791535060012634,0.07327858496525584,0.03095388502842704,0.032849020846494,0.02337334175615919,0.025268477574226154,0.03095388502842704,0.02021478205938092,0.013265950726468731,0.00505369551484523,0.017687934301958308,0.0,0.0,0.0006317119393556538,0.0,409,3.87041564792176,20.45,250.99747315224263
Unknown,1.0,5.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05327868852459016,0.06967213114754098,0.040983606557377046,0.05737704918032787,0.06967213114754098,0.00819672131147541,0.14754098360655737,0.02459016393442623,0.08196721311475409,0.036885245901639344,0.0778688524590164,0.0942622950819672,0.06967213114754098,0.020491803278688523,0.02459016393442623,0.020491803278688523,0.020491803278688523,0.020491803278688523,0.00819672131147541,0.03278688524590164,0.004098360655737705,0.01639344262295082,0.0,0.0,0.0,0.0,54,4.518518518518518,18.0,31.0
James,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08045977011494253,0.05747126436781609,0.04597701149425287,0.011494252873563218,0.034482758620689655,0.011494252873563218,0.12643678160919541,0.0,0.05747126436781609,0.034482758620689655,0.04597701149425287,0.10344827586206896,0.10344827586206896,0.04597701149425287,0.022988505747126436,0.022988505747126436,0.05747126436781609,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,17,5.117647058823529,17.0,10.000000000000004
Peter,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03896103896103896,0.06493506493506493,0.025974025974025976,0.05194805194805195,0.09090909090909091,0.0,0.1038961038961039,0.0,0.025974025974025976,0.05194805194805195,0.12987012987012986,0.09090909090909091,0.06493506493506493,0.025974025974025976,0.07792207792207792,0.03896103896103896,0.025974025974025976,0.012987012987012988,0.025974025974025976,0.03896103896103896,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,21,3.6666666666666665,21.0,14.000000000000005
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,14.0,2.0,15.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09473684210526316,0.07789473684210527,0.05894736842105263,0.031578947368421054,0.04631578947368421,0.00631578947368421,0.12631578947368421,0.01263157894736842,0.07157894736842105,0.06526315789473684,0.07578947368421053,0.09052631578947369,0.09473684210526316,0.008421052631578947,0.016842105263157894,0.018947368421052633,0.029473684210526315,0.031578947368421054,0.010526315789473684,0.01263157894736842,0.002105263157894737,0.01263157894736842,0.0,0.0,0.002105263157894737,0.002105263157894737,118,4.02542372881356,29.5,63.00000000000001
