Author,these,are,they,which,to,of,out,the,from,that,and,it,when,lord,unto,in,thou,all,say,thee,said,how,shall,me,have,god,thy,be,shalt,he,his,will,my,but,not,may,upon,forth,by,among,them,did,as,was,for,then,had,became,also,now,like,with,their,every,man,is,let,thine,him,hath,thus,there,throughout,were,could,neither,into,if,do,according,our,because,cometh,whereon,no,ye,your,we,more,an,wherein,wherewith,ever,should,thereon,hast,again,wherefore,thereof,her,till,whose,what,one,been,who,yet,make,other,shouldest,being,yea,therein,therefore,would,many,or,seest,than,moreover,whom,himself,verily,much,henceforth,lest,thence,some,such,those,where,without,doeth,ought,oft,didst,each,inasmuch,downward,abundance,whereto,therewith,whereof,whatsoever,once,thereby,outward,hence,howsoever,becometh,whereby,must,thereupon,thereunto,oftentimes,whither,whosoever,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,thyself,notwithstanding,soever,forthwith,therefrom,wheresoever,whoso,upward,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,a_percentage_use,r_percentage_use,y_percentage_use,w_percentage_use,i_percentage_use,c_percentage_use,p_percentage_use,k_percentage_use,o_percentage_use,n_percentage_use,g_percentage_use,f_percentage_use,b_percentage_use,u_percentage_use,l_percentage_use,d_percentage_use,m_percentage_use,v_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Matthew,0.0,0.0,4.0,1.0,4.0,6.0,0.0,17.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,5.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934761441090555,0.08958130477117819,0.12560856864654332,0.05647517039922103,0.07108081791626096,0.045764362220058426,0.02629016553067186,0.008763388510223954,0.04868549172346641,0.013631937682570594,0.013631937682570594,0.009737098344693282,0.06426484907497566,0.04965920155793573,0.011684518013631937,0.017526777020447908,0.019474196689386564,0.02629016553067186,0.04868549172346641,0.027263875365141188,0.014605647517039922,0.014605647517039922,0.0,0.0009737098344693282,0.0,0.0,255,4.027450980392157,25.1,144.8977604673807
Mark,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,4.0,10.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08982035928143713,0.09780439121756487,0.10978043912175649,0.07784431137724551,0.08582834331337326,0.03592814371257485,0.017964071856287425,0.01996007984031936,0.0658682634730539,0.017964071856287425,0.013972055888223553,0.001996007984031936,0.05588822355289421,0.0658682634730539,0.01996007984031936,0.023952095808383235,0.015968063872255488,0.041916167664670656,0.029940119760479042,0.06786427145708583,0.027944111776447105,0.001996007984031936,0.003992015968063872,0.0,0.0,0.0,119,4.2100840336134455,19.666666666666668,67.9900199600798
Luke,1.0,0.0,3.0,1.0,13.0,9.0,1.0,28.0,2.0,14.0,26.0,5.0,2.0,3.0,3.0,10.0,5.0,5.0,4.0,4.0,2.0,2.0,8.0,0.0,2.0,0.0,0.0,11.0,1.0,7.0,5.0,9.0,1.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10143584993052339,0.0778138026864289,0.12737378415933304,0.053728578045391384,0.08151922186197313,0.04353867531264474,0.019916628068550254,0.025011579434923575,0.06716072255673923,0.01621120889300602,0.012505789717461788,0.00555812876331635,0.0523390458545623,0.05743399722093562,0.015748031496062992,0.013895321908290875,0.012505789717461788,0.020842982862436313,0.04678091709124595,0.03890690134321445,0.025011579434923575,0.0111162575266327,0.002315886984715146,0.0004631773969430292,0.0004631773969430292,0.0009263547938860583,527,4.096774193548387,24.61904761904762,278.93052339045863
John,1.0,1.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,2.0,5.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11209439528023599,0.0752212389380531,0.14749262536873156,0.06637168141592921,0.06489675516224189,0.038348082595870206,0.014749262536873156,0.028023598820058997,0.05752212389380531,0.01327433628318584,0.019174041297935103,0.004424778761061947,0.06637168141592921,0.07079646017699115,0.016224188790560472,0.02359882005899705,0.014749262536873156,0.03687315634218289,0.02654867256637168,0.030973451327433628,0.032448377581120944,0.007374631268436578,0.007374631268436578,0.0,0.0,0.0,174,3.896551724137931,17.3,97.9749262536873
Paul,0.0,1.0,9.0,1.0,7.0,9.0,0.0,23.0,1.0,26.0,14.0,3.0,0.0,7.0,2.0,8.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,6.0,3.0,0.0,7.0,0.0,15.0,6.0,4.0,2.0,14.0,11.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,9.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,13.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1135,0.0995,0.119,0.0575,0.0765,0.052,0.023,0.025,0.069,0.0115,0.012,0.007,0.0715,0.0635,0.019,0.0255,0.0215,0.028,0.0305,0.0385,0.0205,0.0115,0.002,0.0,0.0005,0.0,510,3.9215686274509802,25.5,294.99800000000016
Unknown,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11036789297658862,0.0903010033444816,0.12040133779264214,0.06354515050167224,0.056856187290969896,0.07023411371237458,0.010033444816053512,0.020066889632107024,0.06688963210702341,0.026755852842809364,0.013377926421404682,0.006688963210702341,0.06354515050167224,0.06688963210702341,0.026755852842809364,0.020066889632107024,0.04013377926421405,0.033444816053511704,0.010033444816053512,0.046822742474916385,0.020066889632107024,0.010033444816053512,0.0033444816053511705,0.0,0.0,0.0,68,4.397058823529412,22.666666666666668,40.99665551839464
James,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1323529411764706,0.09558823529411764,0.11764705882352941,0.051470588235294115,0.08823529411764706,0.058823529411764705,0.03676470588235294,0.007352941176470588,0.04411764705882353,0.022058823529411766,0.022058823529411766,0.0,0.11029411764705882,0.058823529411764705,0.022058823529411766,0.007352941176470588,0.0,0.029411764705882353,0.022058823529411766,0.04411764705882353,0.022058823529411766,0.007352941176470588,0.0,0.0,0.0,0.0,36,3.7777777777777777,36.0,22.000000000000004
Peter,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.03418803418803419,0.09401709401709402,0.1111111111111111,0.08547008547008547,0.05982905982905983,0.03418803418803419,0.0,0.08547008547008547,0.042735042735042736,0.05128205128205128,0.0,0.08547008547008547,0.017094017094017096,0.008547008547008548,0.02564102564102564,0.02564102564102564,0.05982905982905983,0.06837606837606838,0.017094017094017096,0.0,0.008547008547008548,0.008547008547008548,0.0,0.0,0.0,25,4.68,25.0,9.999999999999996
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,0.0,0.0,0.0,1.0,0.0,22.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.062,0.198,0.06,0.074,0.064,0.002,0.042,0.036,0.006,0.002,0.0,0.07,0.044,0.002,0.048,0.024,0.03,0.052,0.062,0.01,0.02,0.002,0.0,0.0,0.0,111,4.504504504504505,27.75,55.000000000000014
