Author,all,that,the,lord,hath,by,of,from,and,among,your,then,it,shall,be,if,ought,without,one,for,unto,with,his,according,to,make,an,them,is,they,their,were,in,he,when,him,ye,have,but,doeth,or,because,upon,man,was,not,what,should,said,as,throughout,may,do,which,my,god,out,now,much,are,every,wherefore,will,who,whom,therein,seemeth,himself,thee,thy,also,thou,we,hast,thyself,moreover,into,these,neither,each,thereon,lest,me,her,had,there,let,therefore,wherewith,yet,could,those,would,did,again,no,more,how,thine,say,shalt,outward,some,other,whosoever,whose,thus,wherein,where,forth,our,than,yea,been,many,whatsoever,must,till,like,cometh,didst,shouldest,being,notwithstanding,becometh,whither,inasmuch,downward,abundance,whereto,seest,therewith,whereof,thence,thereof,once,thereby,hence,howsoever,whereby,henceforth,thereupon,thereunto,became,ever,oft,oftentimes,such,underneath,whereunto,whence,whensoever,wherewithal,hereof,verily,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,e_percentage_use,v_percentage_use,n_percentage_use,a_percentage_use,l_percentage_use,t_percentage_use,h_percentage_use,o_percentage_use,r_percentage_use,d_percentage_use,c_percentage_use,m_percentage_use,y_percentage_use,u_percentage_use,b_percentage_use,f_percentage_use,s_percentage_use,w_percentage_use,g_percentage_use,i_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1572052401746725,0.008733624454148471,0.048034934497816595,0.10480349344978165,0.06986899563318777,0.06986899563318777,0.11353711790393013,0.03056768558951965,0.07423580786026202,0.048034934497816595,0.021834061135371178,0.03056768558951965,0.021834061135371178,0.004366812227074236,0.008733624454148471,0.013100436681222707,0.05240174672489083,0.008733624454148471,0.017467248908296942,0.07860262008733625,0.004366812227074236,0.004366812227074236,0.008733624454148471,0.0,0.0,0.0,55,4.163636363636364,27.5,37.00000000000001
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,0.0,1.0,15.0,2.0,0.0,1.0,6.0,1.0,10.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,6.0,1.0,0.0,3.0,3.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1206140350877193,0.010964912280701754,0.0625,0.06907894736842106,0.03837719298245614,0.0800438596491228,0.08552631578947369,0.06469298245614036,0.05263157894736842,0.043859649122807015,0.01644736842105263,0.02850877192982456,0.020833333333333332,0.029605263157894735,0.01644736842105263,0.019736842105263157,0.06359649122807018,0.017543859649122806,0.01425438596491228,0.0668859649122807,0.010964912280701754,0.01206140350877193,0.003289473684210526,0.0,0.0,0.0,214,4.261682242990654,21.0,121.94846491228068
Mark,1.0,4.0,14.0,2.0,0.0,0.0,4.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14545454545454545,0.009917355371900827,0.09421487603305785,0.08429752066115702,0.024793388429752067,0.1024793388429752,0.09090909090909091,0.06776859504132231,0.04132231404958678,0.0512396694214876,0.01487603305785124,0.02975206611570248,0.021487603305785124,0.019834710743801654,0.01487603305785124,0.03140495867768595,0.04297520661157025,0.02975206611570248,0.021487603305785124,0.04628099173553719,0.003305785123966942,0.006611570247933884,0.003305785123966942,0.0,0.0,0.0,150,4.033333333333333,25.0,85.99834710743804
Luke,9.0,13.0,23.0,1.0,1.0,2.0,18.0,2.0,25.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,7.0,8.0,2.0,0.0,10.0,0.0,1.0,3.0,9.0,3.0,0.0,3.0,10.0,11.0,1.0,10.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0,4.0,6.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,7.0,1.0,12.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1295210166177908,0.004887585532746823,0.0689149560117302,0.0801564027370479,0.03274682306940371,0.09090909090909091,0.08699902248289346,0.08211143695014662,0.04887585532746823,0.04985337243401759,0.020039100684261974,0.02737047898338221,0.015640273704789834,0.025904203323558164,0.010263929618768328,0.022482893450635387,0.05816226783968719,0.02932551319648094,0.021505376344086023,0.06207233626588465,0.005865102639296188,0.020039100684261974,0.004398826979472141,0.0004887585532746823,0.0004887585532746823,0.0,507,4.035502958579881,24.142857142857142,288.9990224828932
John,2.0,9.0,15.0,0.0,1.0,0.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,9.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13915547024952016,0.02399232245681382,0.05470249520153551,0.06429942418426103,0.02783109404990403,0.12092130518234165,0.10460652591170826,0.06813819577735125,0.03838771593090211,0.0345489443378119,0.008637236084452975,0.04126679462571977,0.02015355086372361,0.025911708253358926,0.007677543186180422,0.019193857965451054,0.03262955854126679,0.025911708253358926,0.014395393474088292,0.04990403071017274,0.008637236084452975,0.01055662188099808,0.0009596928982725527,0.0,0.0,0.0,271,3.8450184501845017,27.1,169.94241842610361
Paul,4.0,14.0,23.0,1.0,0.0,6.0,21.0,0.0,18.0,0.0,6.0,1.0,3.0,5.0,8.0,1.0,0.0,2.0,3.0,10.0,4.0,5.0,1.0,1.0,16.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,4.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,4.0,9.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10831937465103295,0.01060859854829704,0.07091010608598548,0.07091010608598548,0.03685092127303183,0.10329424902289223,0.06923506420993858,0.08431044109436069,0.057509771077610274,0.035175879396984924,0.02680067001675042,0.018983807928531545,0.02847571189279732,0.026242322724734785,0.021775544388609715,0.035175879396984924,0.05583472920156337,0.017308766052484645,0.01675041876046901,0.07928531546621999,0.0033500837520938024,0.01507537688442211,0.003908431044109436,0.0,0.0,0.002233389168062535,441,4.061224489795919,22.05,255.99832495812393
Unknown,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11392405063291139,0.0031645569620253164,0.0759493670886076,0.09177215189873418,0.03164556962025317,0.07278481012658228,0.08860759493670886,0.08227848101265822,0.05379746835443038,0.04113924050632911,0.03481012658227848,0.0189873417721519,0.015822784810126583,0.022151898734177215,0.022151898734177215,0.028481012658227847,0.04430379746835443,0.0379746835443038,0.015822784810126583,0.07911392405063292,0.00949367088607595,0.00949367088607595,0.006329113924050633,0.0,0.0,0.0,75,4.213333333333333,25.0,43.0
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14130434782608695,0.03260869565217391,0.10869565217391304,0.13043478260869565,0.03260869565217391,0.09782608695652174,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.05434782608695652,0.021739130434782608,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.043478260869565216,0.010869565217391304,0.010869565217391304,0.043478260869565216,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,27,3.4074074074074074,26.0,20.0
Peter,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13533834586466165,0.007518796992481203,0.03759398496240601,0.06766917293233082,0.03007518796992481,0.08270676691729323,0.12781954887218044,0.03759398496240601,0.06766917293233082,0.03007518796992481,0.022556390977443608,0.03759398496240601,0.007518796992481203,0.03759398496240601,0.0,0.07518796992481203,0.10526315789473684,0.015037593984962405,0.0,0.06015037593984962,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,31,4.290322580645161,31.0,16.992481203007518
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,0.0,2.0,8.0,1.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1358974358974359,0.020512820512820513,0.08205128205128205,0.08974358974358974,0.03333333333333333,0.09743589743589744,0.1,0.05897435897435897,0.04358974358974359,0.04871794871794872,0.017948717948717947,0.020512820512820513,0.005128205128205128,0.01282051282051282,0.015384615384615385,0.015384615384615385,0.0641025641025641,0.02564102564102564,0.023076923076923078,0.0641025641025641,0.015384615384615385,0.007692307692307693,0.0,0.0,0.0,0.0,99,3.9393939393939394,24.75,65.9974358974359
