Author,and,it,to,that,upon,said,who,thou,for,of,god,in,the,his,where,is,thy,should,thee,could,not,me,were,him,but,man,be,my,hath,from,or,unto,shalt,their,which,lord,had,them,these,have,again,those,shall,if,say,there,also,they,are,according,ye,all,must,yet,wherefore,he,forth,by,thereof,such,was,each,whereon,yea,became,thine,make,therefore,wherein,may,till,being,whoso,let,as,verily,like,than,whatsoever,whosoever,shouldst,more,some,we,because,would,notwithstanding,our,much,ever,do,an,when,whose,been,whereby,many,thyself,anything,whereof,without,what,didst,inasmuch,neither,every,hence,now,other,one,whom,whence,henceforth,himself,hast,among,then,seemeth,will,out,her,cometh,no,lest,with,how,your,thence,whereunto,throughout,into,did,thus,wheresoever,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,m_percentage_use,e_percentage_use,o_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,k_percentage_use,u_percentage_use,w_percentage_use,r_percentage_use,f_percentage_use,b_percentage_use,g_percentage_use,y_percentage_use,x_percentage_use,j_percentage_use,v_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Moses(P),6,3.0,1,2.0,4.0,2.0,1.0,2.0,6.0,3,6.0,2.0,3,3.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06041666666666667,0.06458333333333334,0.05416666666666667,0.06458333333333334,0.08125,0.0125,0.03125,0.10208333333333333,0.11458333333333333,0.01875,0.06458333333333334,0.06458333333333334,0.041666666666666664,0.008333333333333333,0.035416666666666666,0.01875,0.05625,0.025,0.016666666666666666,0.027083333333333334,0.01875,0.0020833333333333333,0.0020833333333333333,0.0020833333333333333,0,0,0,128,3.75,44.666666666666664,78.9875
Abraham(P),1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03977272727272727,0.06818181818181818,0.045454545454545456,0.05113636363636364,0.10795454545454546,0.017045454545454544,0.045454545454545456,0.125,0.09090909090909091,0.005681818181818182,0.045454545454545456,0.10795454545454546,0.017045454545454544,0.005681818181818182,0.03409090909090909,0.011363636363636364,0.06818181818181818,0.03409090909090909,0.0,0.03409090909090909,0.022727272727272728,0.0,0.0,0.017045454545454544,0,0,0,38,4.631578947368421,40.0,23.99431818181818
Matthew(P),6,1.0,2,2.0,1.0,0.0,1.0,0.0,3.0,3,0.0,3.0,9,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07109737248840804,0.05564142194744977,0.03245749613601236,0.05100463678516229,0.08500772797527048,0.02627511591962906,0.013910355486862442,0.13292117465224113,0.08809891808346214,0.010819165378670788,0.080370942812983,0.080370942812983,0.0571870170015456,0.00463678516228748,0.02936630602782071,0.012364760432766615,0.05100463678516229,0.023183925811437404,0.021638330757341576,0.012364760432766615,0.02627511591962906,0.0,0.0030911901081916537,0.012364760432766615,0,0,0,160,4.04375,33.8,86.98145285935084
JosephSmith,2,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896551724137931,0.07586206896551724,0.04827586206896552,0.05517241379310345,0.08275862068965517,0.027586206896551724,0.020689655172413793,0.11724137931034483,0.07586206896551724,0.027586206896551724,0.041379310344827586,0.07586206896551724,0.034482758620689655,0.0,0.013793103448275862,0.006896551724137931,0.04827586206896552,0.013793103448275862,0.041379310344827586,0.020689655172413793,0.04827586206896552,0.0,0.0,0.006896551724137931,0,0,0,35,4.142857142857143,35.0,22.972413793103446
