Author,and,it,with,my,the,will,out,to,of,our,thus,which,is,according,then,being,an,from,must,their,her,if,by,as,for,in,we,all,him,when,one,that,his,upon,more,but,other,some,say,who,or,what,man,was,ever,there,be,they,than,how,been,were,may,have,would,many,into,like,yet,much,therefore,hath,also,had,anything,do,he,make,those,thyself,now,till,among,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,said,shalt,could,thee,where,god,such,no,did,neither,forth,because,throughout,without,again,lest,me,became,let,himself,thou,thy,these,unto,should,them,whither,shall,whom,hast,your,every,not,ye,are,whose,p_percentage_use,h_percentage_use,i_percentage_use,l_percentage_use,o_percentage_use,s_percentage_use,e_percentage_use,r_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,c_percentage_use,m_percentage_use,t_percentage_use,w_percentage_use,y_percentage_use,b_percentage_use,v_percentage_use,u_percentage_use,f_percentage_use,g_percentage_use,x_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,16,5,3,1,44,3,1,9,14,2,1,2,13,2,2,1,1,3,2,2,3,2,2,4,3,8,2,1,1,3,2,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028586278586278588,0.06392931392931393,0.07484407484407485,0.02598752598752599,0.07796257796257797,0.08056133056133057,0.11746361746361747,0.06652806652806653,0.07796257796257797,0.07588357588357589,0.034823284823284825,0.029106029106029108,0.02546777546777547,0.0997920997920998,0.014553014553014554,0.017671517671517672,0.012474012474012475,0.009355509355509356,0.02442827442827443,0.02182952182952183,0.007276507276507277,0.002079002079002079,0.002598752598752599,0.0005197505197505198,0.0005197505197505198,0.0005197505197505198,0,441,4.36281179138322,17.173076923076923,178.99272349272348
