Author,the,they,had,them,with,but,to,without,their,by,in,who,not,and,of,was,many,he,his,which,from,all,were,upon,will,do,such,whose,that,into,being,these,now,what,could,no,then,it,for,each,shall,became,man,make,therefore,may,lord,till,where,whither,let,as,like,than,unto,shouldst,me,more,some,we,because,would,him,notwithstanding,our,once,much,is,ever,my,also,an,when,been,thyself,anything,said,if,have,yet,should,ye,or,there,neither,abundance,every,must,hence,are,god,thy,hath,one,other,forth,whom,those,thou,thee,himself,hast,among,her,out,lest,how,your,ought,again,according,shalt,throughout,did,thus,be,say,f_percentage_use,o_percentage_use,u_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,i_percentage_use,r_percentage_use,c_percentage_use,y_percentage_use,a_percentage_use,g_percentage_use,m_percentage_use,l_percentage_use,p_percentage_use,s_percentage_use,w_percentage_use,x_percentage_use,b_percentage_use,v_percentage_use,k_percentage_use,z_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,35,10,2,6,4,1,19,1,15,5,6,2,1,12,23,6,2,4,11,3,2,1,3,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02297165200391007,0.07331378299120235,0.01906158357771261,0.06451612903225806,0.047898338220918865,0.10361681329423265,0.06940371456500488,0.1270772238514174,0.07086999022482894,0.06402737047898338,0.028347996089931573,0.018084066471163247,0.0855327468230694,0.016129032258064516,0.025904203323558164,0.028836754643206255,0.013685239491691105,0.0635386119257087,0.017595307917888565,0.0009775171065493646,0.016617790811339198,0.010752688172043012,0.008797653958944282,0.0019550342130987292,0.0004887585532746823,0,0,443,4.618510158013544,17.134615384615383,196.0
