Author,were,more,than,he,for,their,with,yet,of,and,the,to,them,no,was,being,his,in,all,but,had,every,when,him,could,be,not,did,one,what,would,by,such,each,shall,who,became,man,that,upon,make,therefore,may,lord,till,where,whither,let,as,like,unto,shouldst,me,some,we,from,because,notwithstanding,our,once,much,is,ever,my,also,do,an,whose,been,many,anything,thyself,said,if,have,without,should,ye,or,these,there,it,neither,abundance,which,must,hence,are,god,now,thy,hath,other,forth,whom,those,thou,thee,himself,hast,among,then,will,her,out,lest,how,they,your,ought,again,according,shalt,throughout,into,thus,say,h_percentage_use,o_percentage_use,w_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,m_percentage_use,b_percentage_use,i_percentage_use,s_percentage_use,t_percentage_use,u_percentage_use,a_percentage_use,n_percentage_use,f_percentage_use,p_percentage_use,c_percentage_use,l_percentage_use,d_percentage_use,y_percentage_use,g_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,4,3,14,2,3,8,3,26,19,21,10,2,1,6,1,6,3,2,2,3,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049910873440285206,0.0796197266785502,0.020202020202020204,0.13666072489601902,0.010101010101010102,0.0647653000594177,0.0338680926916221,0.012477718360071301,0.055852644087938205,0.052881758764111705,0.0825906120023767,0.030303030303030304,0.0843731431966726,0.07248960190136661,0.024955436720142603,0.0243612596553773,0.030303030303030304,0.032679738562091505,0.056446821152703504,0.014854426619132501,0.0184194890077243,0.0017825311942959,0.004753416518122401,0.0011883541295306002,0.0005941770647653001,0.0011883541295306002,0,359,4.688022284122563,13.942307692307692,157.99762329174095
