Author,and,as,for,those,who,shall,in,the,of,their,god,they,to,he,said,no,more,had,some,his,that,much,was,now,it,all,with,we,will,but,them,other,should,be,were,out,these,is,by,are,or,him,into,every,man,whose,many,such,anything,each,shouldst,thyself,if,thou,thee,himself,have,without,became,could,ye,me,yet,hast,among,then,upon,what,her,make,from,lest,there,how,neither,abundance,therefore,which,because,may,would,notwithstanding,your,our,lord,ought,again,according,been,till,being,must,hence,not,shalt,where,once,whither,ever,my,throughout,let,thy,hath,one,also,do,did,thus,forth,an,whom,say,when,like,than,unto,l_percentage_use,a_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,s_percentage_use,n_percentage_use,d_percentage_use,f_percentage_use,o_percentage_use,t_percentage_use,h_percentage_use,w_percentage_use,i_percentage_use,g_percentage_use,y_percentage_use,c_percentage_use,m_percentage_use,v_percentage_use,b_percentage_use,q_percentage_use,k_percentage_use,p_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,21,4,4,1,2,3,6,34,24,10,1,4,9,3,1,1,1,3,1,1,4,1,9,1,3,3,3,1,1,2,1,3,1,2,1,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032201405152224825,0.08665105386416862,0.02107728337236534,0.06908665105386416,0.12763466042154567,0.05035128805620609,0.06674473067915691,0.04800936768149883,0.0234192037470726,0.08723653395784543,0.08723653395784543,0.059718969555035126,0.020491803278688523,0.06967213114754098,0.024004683840749413,0.01053864168618267,0.0234192037470726,0.02576112412177986,0.014637002341920375,0.016978922716627636,0.001756440281030445,0.00936768149882904,0.01756440281030445,0.000585480093676815,0.00117096018735363,0.00117096018735363,0,377,4.530503978779841,14.634615384615385,185.99648711943794
