Author,in,he,to,and,there,the,of,all,have,from,no,is,where,our,that,which,then,thus,was,who,with,had,their,were,being,they,for,his,would,by,or,but,as,did,if,himself,not,one,some,like,yet,be,upon,him,when,do,till,among,ought,shouldst,will,once,shalt,what,again,these,say,whom,hast,out,ye,than,into,other,those,we,thee,neither,throughout,lest,her,let,them,shall,been,may,therefore,make,hence,abundance,said,god,forth,without,became,should,your,according,every,are,whose,how,an,many,much,also,anything,thyself,now,it,notwithstanding,lord,each,could,such,because,must,more,me,thou,thy,my,unto,whither,ever,man,hath,v_percentage_use,e_percentage_use,y_percentage_use,d_percentage_use,a_percentage_use,c_percentage_use,r_percentage_use,o_percentage_use,s_percentage_use,i_percentage_use,n_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,p_percentage_use,g_percentage_use,m_percentage_use,b_percentage_use,l_percentage_use,w_percentage_use,k_percentage_use,j_percentage_use,u_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,5,9,8,15,2,24,23,3,1,2,4,4,2,1,1,3,1,1,8,3,2,2,3,3,1,1,3,9,1,4,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007357102433503113,0.11997736276174306,0.016411997736276173,0.03735144312393888,0.08149405772495756,0.027164685908319185,0.06168647425014148,0.07470288624787776,0.06960950764006792,0.07809847198641766,0.07526881720430108,0.027730616864742503,0.08205998868138087,0.058290888511601587,0.02037351443123939,0.02490096208262592,0.02037351443123939,0.017543859649122806,0.03169213355970572,0.020939445387662705,0.003961516694963215,0.0022637238256932655,0.021505376344086023,0.004527447651386531,0.001697792869269949,0.0005659309564233164,0,375,4.712,14.76923076923077,159.98754951895867
