Author,when,the,which,is,in,who,they,are,and,have,their,with,that,make,by,then,his,ye,of,all,whose,from,upon,we,he,our,to,hath,if,or,there,abundance,being,will,but,unto,your,be,where,my,let,not,for,like,into,each,one,these,him,many,such,was,anything,shouldst,thyself,said,thou,shall,thee,himself,hast,without,became,should,could,me,yet,man,among,more,some,what,her,out,no,them,had,lest,it,were,how,neither,therefore,because,may,would,notwithstanding,lord,ought,again,according,every,till,must,hence,shalt,once,much,whither,ever,god,now,throughout,as,thy,other,also,do,did,thus,forth,an,whom,say,than,those,been,w_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,t_percentage_use,i_percentage_use,m_percentage_use,a_percentage_use,r_percentage_use,v_percentage_use,s_percentage_use,c_percentage_use,p_percentage_use,b_percentage_use,o_percentage_use,l_percentage_use,y_percentage_use,d_percentage_use,g_percentage_use,f_percentage_use,u_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,25,2,4,12,4,3,8,22,3,3,3,5,1,4,3,2,1,7,7,1,2,1,3,2,4,7,1,1,1,1,1,1,7,3,1,7,3,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022879464285714284,0.0546875,0.12779017857142858,0.06473214285714286,0.07868303571428571,0.06863839285714286,0.026785714285714284,0.08258928571428571,0.0625,0.011160714285714286,0.06919642857142858,0.026785714285714284,0.016741071428571428,0.014508928571428572,0.0703125,0.04743303571428571,0.020089285714285716,0.04241071428571429,0.016741071428571428,0.020647321428571428,0.03404017857142857,0.010044642857142858,0.0011160714285714285,0.0016741071428571428,0.0005580357142857143,0.0005580357142857143,0,406,4.413793103448276,15.75,181.99330357142858
