Author,was,in,the,of,who,upon,being,with,their,without,thus,by,or,an,were,and,not,to,our,such,her,as,many,all,into,his,he,himself,other,could,be,is,which,will,me,from,my,have,that,lord,but,how,would,your,had,it,for,they,if,than,been,may,some,like,yet,him,according,therefore,much,hath,when,also,anything,man,do,make,those,thyself,there,now,till,among,ought,hence,notwithstanding,shouldst,abundance,each,once,said,shalt,we,where,thee,what,god,one,no,did,neither,forth,because,must,throughout,again,lest,more,became,let,thou,thy,these,say,should,them,unto,shall,whom,hast,whither,every,out,ever,ye,then,are,whose,d_percentage_use,e_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,w_percentage_use,s_percentage_use,g_percentage_use,r_percentage_use,t_percentage_use,i_percentage_use,h_percentage_use,p_percentage_use,y_percentage_use,o_percentage_use,f_percentage_use,l_percentage_use,b_percentage_use,u_percentage_use,v_percentage_use,c_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,8,5,34,20,3,2,1,7,2,1,1,1,1,1,1,20,2,7,2,1,4,3,1,4,2,8,2,2,1,2,3,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044707091469681395,0.1223021582733813,0.03494347379239465,0.07862281603288798,0.07297019527235354,0.020041109969167522,0.06783144912641316,0.022610483042137718,0.05704008221993834,0.08376156217882837,0.06526207605344296,0.06474820143884892,0.023124357656731757,0.013874614594039054,0.07142857142857142,0.024665981500513873,0.040082219938335044,0.012846865364850977,0.0328879753340185,0.007194244604316547,0.02672147995889003,0.006680369989722507,0.001541623843782117,0.001541623843782117,0.0005138746145940391,0.0005138746145940391,0,404,4.816831683168317,15.615384615384615,174.9984583761562
