Author,with,the,of,whom,were,and,out,in,for,his,to,as,he,then,my,our,what,have,they,your,whose,those,who,are,by,how,many,must,their,like,we,that,ever,is,himself,into,did,will,shall,be,let,or,not,when,but,make,was,him,each,other,upon,would,been,more,every,from,thyself,such,anything,thou,shouldst,said,if,thee,hast,without,became,should,could,me,ye,man,yet,among,some,her,no,them,had,these,lest,there,it,neither,abundance,therefore,which,because,may,notwithstanding,lord,all,ought,again,according,till,being,hence,shalt,where,once,much,whither,god,now,throughout,thy,hath,one,also,do,thus,forth,an,say,than,unto,f_percentage_use,i_percentage_use,g_percentage_use,h_percentage_use,t_percentage_use,n_percentage_use,w_percentage_use,e_percentage_use,l_percentage_use,b_percentage_use,a_percentage_use,d_percentage_use,o_percentage_use,s_percentage_use,p_percentage_use,r_percentage_use,m_percentage_use,c_percentage_use,k_percentage_use,u_percentage_use,v_percentage_use,y_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,22,13,1,4,14,1,7,5,9,7,3,3,1,2,4,1,3,1,5,2,1,1,2,4,2,2,1,4,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023931623931623933,0.06438746438746439,0.015954415954415956,0.05641025641025641,0.08262108262108261,0.06153846153846154,0.020512820512820513,0.1207977207977208,0.03076923076923077,0.014814814814814815,0.08205128205128205,0.05299145299145299,0.07977207977207977,0.0678062678062678,0.014245014245014245,0.08774928774928775,0.03076923076923077,0.02507122507122507,0.005128205128205128,0.03076923076923077,0.010826210826210826,0.015954415954415956,0.0005698005698005698,0.0011396011396011395,0.0005698005698005698,0,0,377,4.655172413793103,14.596153846153847,162.997150997151
