Author,no,is,as,to,the,of,man,and,let,in,which,them,their,being,ought,will,then,with,out,thy,him,when,he,what,thou,now,hast,an,be,are,that,was,not,by,upon,forth,from,may,thee,his,say,thyself,for,shall,but,whom,many,such,anything,each,shouldst,said,if,who,himself,have,without,became,should,could,me,ye,yet,among,more,some,or,we,her,make,had,these,lest,there,were,it,how,neither,abundance,therefore,they,because,would,notwithstanding,your,our,lord,all,again,according,been,every,till,must,hence,shalt,where,once,much,whither,ever,god,my,throughout,into,hath,one,other,also,do,did,thus,like,than,those,whose,unto,n_percentage_use,o_percentage_use,c_percentage_use,r_percentage_use,i_percentage_use,m_percentage_use,e_percentage_use,s_percentage_use,b_percentage_use,h_percentage_use,d_percentage_use,a_percentage_use,l_percentage_use,u_percentage_use,y_percentage_use,t_percentage_use,f_percentage_use,p_percentage_use,g_percentage_use,w_percentage_use,k_percentage_use,v_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,5,2,11,21,16,2,27,4,7,3,2,8,3,1,9,1,3,1,11,3,2,4,1,3,1,1,3,3,1,2,1,2,1,2,1,2,1,3,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08323632130384168,0.06635622817229336,0.023282887077997673,0.05529685681024447,0.08440046565774156,0.02211874272409779,0.110011641443539,0.06519208381839348,0.015133876600698487,0.06519208381839348,0.04714784633294528,0.07625145518044238,0.046565774155995346,0.02852153667054715,0.018626309662398137,0.09313154831199069,0.02677532013969732,0.02211874272409779,0.018044237485448197,0.01979045401629802,0.005238649592549476,0.0034924330616996507,0.0005820721769499418,0.0017462165308498253,0,0,0,365,4.706849315068493,14.23076923076923,185.99825378346915
