Author,no,other,we,for,the,of,these,that,their,is,from,and,they,in,there,are,more,than,therefore,must,be,will,to,our,what,them,if,which,not,but,it,may,have,also,some,by,how,who,all,my,was,out,were,lest,should,into,man,an,forth,with,as,had,or,thus,been,his,would,many,like,upon,yet,him,according,much,when,anything,do,he,make,those,thyself,now,till,among,being,ought,hence,notwithstanding,shouldst,lord,abundance,each,once,said,shalt,could,thee,where,god,such,did,one,neither,because,throughout,without,again,me,became,her,let,himself,thou,thy,say,unto,whither,ever,shall,whom,hast,your,every,ye,then,hath,whose,o_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,p_percentage_use,i_percentage_use,c_percentage_use,l_percentage_use,a_percentage_use,w_percentage_use,u_percentage_use,f_percentage_use,m_percentage_use,g_percentage_use,s_percentage_use,b_percentage_use,d_percentage_use,y_percentage_use,j_percentage_use,v_percentage_use,z_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,1,9,5,27,21,3,9,4,3,6,10,3,6,3,3,1,1,1,1,3,1,7,2,1,1,1,5,3,1,3,1,1,2,2,3,1,3,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07815079801871216,0.07374793615850303,0.10676940011007155,0.056686846450192625,0.12878370941111722,0.06439185470555861,0.014309301045679693,0.06989543203082003,0.03026967528893781,0.03302146395156852,0.08145294441386902,0.02531645569620253,0.023115024766097964,0.03137039075399009,0.024215740231150248,0.013208585580627407,0.06274078150798018,0.011557512383048982,0.033571821684094665,0.018161805173362685,0.002201430930104568,0.012658227848101266,0.000550357732526142,0.000550357732526142,0.002201430930104568,0.000550357732526142,0,403,4.508684863523573,15.711538461538462,180.99944964226748
