Author,thus,the,of,from,he,had,and,which,in,his,was,were,upon,all,no,one,to,them,that,as,not,be,are,would,an,these,their,each,other,what,who,for,but,without,much,they,such,make,it,have,been,if,among,when,many,anything,thyself,thou,shouldst,said,shall,thee,himself,hast,yet,became,should,could,me,ye,man,then,more,some,or,we,will,her,out,lest,there,with,how,neither,abundance,therefore,by,because,may,him,notwithstanding,your,our,lord,ought,again,according,every,till,being,must,hence,shalt,where,once,is,whither,ever,god,now,my,throughout,into,let,thy,hath,also,do,did,forth,whom,say,like,than,those,whose,unto,t_percentage_use,h_percentage_use,u_percentage_use,s_percentage_use,w_percentage_use,i_percentage_use,n_percentage_use,e_percentage_use,r_percentage_use,m_percentage_use,o_percentage_use,f_percentage_use,l_percentage_use,v_percentage_use,y_percentage_use,a_percentage_use,b_percentage_use,k_percentage_use,g_percentage_use,d_percentage_use,c_percentage_use,j_percentage_use,p_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,22,18,2,5,4,20,6,6,4,2,3,1,1,3,1,12,4,2,2,1,1,1,2,1,2,4,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09911616161616162,0.05744949494949495,0.026515151515151516,0.06060606060606061,0.017676767676767676,0.07133838383838384,0.0763888888888889,0.13573232323232323,0.05618686868686869,0.03156565656565657,0.07386363636363637,0.02335858585858586,0.030303030303030304,0.013888888888888888,0.011363636363636364,0.07133838383838384,0.013888888888888888,0.005681818181818182,0.015151515151515152,0.03535353535353535,0.03345959595959596,0.001893939393939394,0.02904040404040404,0.004419191919191919,0.0025252525252525255,0,0,325,4.873846153846154,13.153846153846153,151.99810606060606
