Author,for,the,of,in,them,was,which,he,would,and,their,some,had,with,that,him,to,his,when,is,there,were,now,make,but,as,it,shall,be,who,or,may,do,an,all,once,every,these,no,if,like,yet,upon,from,till,among,ought,shouldst,will,shalt,what,one,again,say,whom,hast,out,ye,than,have,into,other,those,we,where,thee,neither,by,throughout,lest,her,let,not,then,they,been,our,therefore,hence,abundance,said,god,forth,without,became,himself,should,your,according,are,whose,thus,how,many,much,also,anything,thyself,being,notwithstanding,lord,each,could,such,did,because,must,more,me,thou,thy,my,unto,whither,ever,man,hath,f_percentage_use,o_percentage_use,r_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,i_percentage_use,n_percentage_use,d_percentage_use,u_percentage_use,c_percentage_use,s_percentage_use,l_percentage_use,k_percentage_use,a_percentage_use,m_percentage_use,g_percentage_use,w_percentage_use,p_percentage_use,v_percentage_use,y_percentage_use,b_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,28,20,8,5,4,5,11,1,10,3,2,3,3,2,2,12,10,2,1,2,6,3,1,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023124647490129723,0.0823463056965595,0.05527354765933446,0.09193457416807671,0.06204173716864072,0.1161872532430908,0.077834179357022,0.06937394247038917,0.032148900169204735,0.018612521150592216,0.03327693175408911,0.05865764241398759,0.032148900169204735,0.009024252679075015,0.07106598984771574,0.029328821206993795,0.019176536943034405,0.02086858432036097,0.019176536943034405,0.01071630005640158,0.009588268471517203,0.011844331641285956,0.0011280315848843769,0.003948110547095319,0,0,0,380,4.66578947368421,14.461538461538462,169.95882684715173
