Author,but,now,and,for,we,had,as,to,in,of,them,were,the,whom,ye,he,what,more,than,are,all,our,have,some,those,my,with,that,they,should,make,their,was,his,one,other,by,an,her,who,me,every,which,thus,may,or,where,would,be,from,said,each,many,such,anything,thyself,shouldst,thou,if,shall,thee,himself,hast,without,became,could,yet,man,among,then,upon,will,out,no,these,lest,there,it,how,neither,abundance,therefore,because,him,notwithstanding,your,lord,ought,again,according,been,till,being,must,hence,not,shalt,once,much,is,whither,ever,god,throughout,into,let,thy,hath,also,do,did,forth,say,when,like,whose,unto,b_percentage_use,u_percentage_use,t_percentage_use,n_percentage_use,o_percentage_use,w_percentage_use,a_percentage_use,m_percentage_use,s_percentage_use,i_percentage_use,g_percentage_use,l_percentage_use,r_percentage_use,d_percentage_use,e_percentage_use,c_percentage_use,j_percentage_use,p_percentage_use,f_percentage_use,v_percentage_use,y_percentage_use,h_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,3,2,10,5,5,4,2,10,7,19,1,6,29,1,1,1,2,1,1,2,3,5,1,1,1,3,5,2,4,1,1,2,6,1,2,3,3,1,1,3,1,2,2,1,1,1,1,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016295491580662683,0.024443237370994023,0.08853883758826725,0.061922868006518195,0.08147745790331341,0.026615969581749048,0.07930472569255839,0.030961434003259097,0.061922868006518195,0.060293318848451925,0.013579576317218903,0.039652362846279196,0.05866376969038566,0.04073872895165671,0.1309071156979902,0.029875067897881587,0.0043454644215100485,0.020097772949483977,0.026615969581749048,0.009234111895708854,0.023900054318305268,0.05975013579576317,0.006518196632265073,0.0027159152634437804,0.0005431830526887561,0,0,416,4.425480769230769,16.096153846153847,179.99891363389463
