Author,they,the,of,we,may,now,them,as,to,not,which,was,for,his,and,their,or,that,in,every,by,these,it,say,those,who,did,being,no,with,each,all,then,according,an,one,such,when,will,without,her,had,what,were,other,where,thus,if,than,how,been,have,would,many,but,some,our,like,yet,him,upon,be,into,therefore,much,also,anything,do,he,make,thyself,from,there,till,among,ought,hath,hence,notwithstanding,shouldst,lord,abundance,once,said,shalt,could,is,thee,god,neither,forth,because,must,throughout,again,lest,more,me,became,let,himself,thou,thy,my,unto,should,whither,ever,shall,whom,hast,your,man,out,ye,are,whose,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,a_percentage_use,l_percentage_use,n_percentage_use,g_percentage_use,r_percentage_use,i_percentage_use,v_percentage_use,c_percentage_use,o_percentage_use,f_percentage_use,m_percentage_use,b_percentage_use,w_percentage_use,p_percentage_use,s_percentage_use,d_percentage_use,u_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,k_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,5,39,14,1,1,1,3,4,9,4,2,9,2,9,22,8,1,6,9,1,1,1,2,1,1,1,1,3,1,6,1,2,1,1,1,2,1,3,1,1,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09426888055704338,0.06106052490626674,0.13711837171933583,0.01821103374397429,0.08355650776647028,0.0385645420460632,0.07552222817354044,0.01713979646491698,0.05838243170862346,0.06534547402249598,0.0096411355115158,0.026245313336904125,0.06909480449919657,0.020353508302088912,0.026245313336904125,0.011247991430101767,0.017675415104445636,0.023031601499732192,0.06534547402249598,0.047670058918050345,0.01821103374397429,0.0005356186395286556,0.0010712372790573112,0.0032137118371719335,0.0005356186395286556,0.0021424745581146223,0,403,4.632754342431761,15.538461538461538,193.99143010176755
