Author,and,with,the,are,now,to,by,if,their,of,they,them,such,as,will,be,for,other,but,from,in,that,his,he,these,my,your,would,an,then,each,which,is,all,were,been,it,was,when,did,we,not,many,anything,thyself,thou,shouldst,said,shall,thee,who,himself,have,without,became,should,could,me,ye,man,yet,hast,among,more,some,upon,or,what,her,out,no,make,had,lest,there,how,neither,abundance,therefore,because,may,him,notwithstanding,our,lord,ought,again,according,every,till,being,must,hence,shalt,where,once,much,whither,ever,god,throughout,into,let,thy,hath,one,also,do,thus,forth,whom,say,like,than,those,whose,unto,e_percentage_use,n_percentage_use,t_percentage_use,r_percentage_use,a_percentage_use,i_percentage_use,m_percentage_use,d_percentage_use,c_percentage_use,o_percentage_use,l_percentage_use,u_percentage_use,w_percentage_use,h_percentage_use,s_percentage_use,y_percentage_use,b_percentage_use,g_percentage_use,f_percentage_use,v_percentage_use,p_percentage_use,q_percentage_use,j_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,20,7,26,8,2,10,4,2,14,12,8,4,3,7,1,1,3,1,3,1,12,5,3,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14162162162162162,0.0745945945945946,0.10054054054054054,0.07621621621621621,0.06972972972972973,0.08432432432432432,0.01945945945945946,0.04162162162162162,0.03189189189189189,0.05891891891891892,0.028648648648648647,0.02810810810810811,0.015675675675675675,0.05621621621621622,0.05189189189189189,0.02054054054054054,0.014054054054054054,0.012972972972972972,0.024864864864864864,0.00972972972972973,0.02216216216216216,0.0016216216216216215,0.003243243243243243,0.002162162162162162,0.002162162162162162,0.0005405405405405405,0,392,4.719387755102041,15.192307692307692,180.9935135135135
