Author,and,for,the,of,being,who,they,were,in,each,but,let,be,as,it,may,could,no,other,or,is,there,to,their,some,that,among,shall,had,which,all,by,was,from,one,if,such,with,will,make,are,not,much,them,have,many,anything,thyself,thou,shouldst,said,thee,himself,hast,without,became,should,ye,me,yet,man,he,then,more,upon,we,what,her,out,these,lest,how,neither,abundance,therefore,because,him,would,notwithstanding,our,lord,your,ought,again,according,been,every,till,must,hence,shalt,where,once,whither,ever,god,now,my,throughout,into,thy,hath,also,do,did,thus,forth,an,his,whom,say,when,like,than,those,whose,unto,a_percentage_use,c_percentage_use,t_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,g_percentage_use,y_percentage_use,p_percentage_use,n_percentage_use,d_percentage_use,h_percentage_use,l_percentage_use,o_percentage_use,f_percentage_use,u_percentage_use,b_percentage_use,i_percentage_use,w_percentage_use,v_percentage_use,m_percentage_use,j_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,13,1,36,18,1,1,8,3,9,3,1,1,3,8,4,2,1,1,2,4,5,1,11,5,2,3,4,2,2,2,2,2,1,2,3,1,2,2,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07875354107648726,0.04589235127478754,0.10368271954674221,0.1359773371104816,0.07252124645892351,0.056090651558073655,0.01643059490084986,0.014164305949008499,0.024362606232294616,0.07365439093484419,0.03512747875354107,0.056090651558073655,0.0339943342776204,0.07592067988668555,0.02209631728045326,0.020396600566572238,0.012464589235127478,0.06402266288951841,0.01586402266288952,0.009065155807365438,0.02209631728045326,0.0016997167138810198,0.0011331444759206798,0.0056657223796034,0.0005665722379603399,0.0005665722379603399,0,390,4.5256410256410255,15.326923076923077,182.9983002832861
