Author,to,the,of,upon,them,in,an,and,they,their,with,who,but,were,now,when,was,his,he,not,one,be,had,from,where,is,what,your,my,by,which,for,then,if,without,it,shall,let,as,are,will,our,there,we,that,these,every,all,many,such,anything,each,shouldst,thyself,said,thou,thee,himself,have,yet,became,should,could,me,ye,man,hast,among,more,some,or,her,out,no,make,lest,how,neither,abundance,therefore,because,may,would,him,notwithstanding,lord,ought,again,according,been,till,being,must,hence,shalt,once,much,whither,ever,god,throughout,into,thy,hath,other,also,do,did,thus,forth,whom,say,like,than,those,whose,unto,t_percentage_use,o_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,v_percentage_use,d_percentage_use,c_percentage_use,p_percentage_use,f_percentage_use,k_percentage_use,n_percentage_use,u_percentage_use,w_percentage_use,m_percentage_use,i_percentage_use,a_percentage_use,z_percentage_use,y_percentage_use,g_percentage_use,l_percentage_use,b_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,11,23,17,1,2,6,2,22,1,7,2,2,3,3,3,1,2,7,4,2,1,5,1,1,1,4,2,11,3,2,4,5,1,1,1,1,4,1,1,2,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08486486486486486,0.07891891891891892,0.05459459459459459,0.12378378378378378,0.0745945945945946,0.06594594594594595,0.008648648648648649,0.038378378378378375,0.023243243243243242,0.02108108108108108,0.017297297297297298,0.009189189189189189,0.06648648648648649,0.036216216216216214,0.02054054054054054,0.02972972972972973,0.06,0.08108108108108109,0.001081081081081081,0.02810810810810811,0.016756756756756756,0.032972972972972976,0.018378378378378378,0.0016216216216216215,0.0005405405405405405,0.0016216216216216215,0,400,4.625,15.51923076923077,185.99567567567567
