Author,from,the,with,of,and,to,for,some,they,their,then,by,we,now,once,more,were,into,many,an,be,his,which,was,in,each,one,being,our,he,all,who,had,upon,but,such,that,it,her,than,like,my,could,shall,became,man,make,therefore,may,lord,till,where,whither,let,as,unto,shouldst,me,them,because,would,him,notwithstanding,much,is,ever,also,do,when,whose,been,thyself,anything,said,if,have,without,should,ye,yet,or,what,these,there,neither,abundance,every,must,hence,are,god,thy,hath,other,forth,whom,those,thou,thee,himself,hast,among,will,out,no,lest,how,your,ought,again,according,not,shalt,throughout,did,thus,say,t_percentage_use,a_percentage_use,n_percentage_use,c_percentage_use,e_percentage_use,f_percentage_use,r_percentage_use,o_percentage_use,m_percentage_use,s_percentage_use,h_percentage_use,i_percentage_use,d_percentage_use,l_percentage_use,y_percentage_use,v_percentage_use,w_percentage_use,p_percentage_use,g_percentage_use,u_percentage_use,z_percentage_use,b_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,1,21,5,14,26,14,6,2,5,3,7,4,3,1,1,3,3,3,3,3,2,4,1,3,10,1,3,2,4,1,1,1,2,1,1,2,4,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08432539682539683,0.07886904761904762,0.09027777777777778,0.028769841269841268,0.11259920634920635,0.029265873015873016,0.05555555555555555,0.07589285714285714,0.02628968253968254,0.05853174603174603,0.04563492063492063,0.0763888888888889,0.05257936507936508,0.02976190476190476,0.013888888888888888,0.008432539682539682,0.022321428571428572,0.022321428571428572,0.0248015873015873,0.02976190476190476,0.001488095238095238,0.017361111111111112,0.010416666666666666,0.002976190476190476,0,0,0,435,4.63448275862069,17.01923076923077,180.9985119047619
