Author,for,no,or,are,in,their,than,what,the,of,is,more,and,without,these,must,would,be,may,with,such,but,could,not,upon,to,some,by,much,our,that,it,when,out,man,if,we,was,each,shall,who,became,make,had,were,therefore,lord,till,being,where,whither,let,as,like,unto,shouldst,me,them,from,because,him,notwithstanding,all,once,ever,my,also,do,an,whose,been,many,anything,thyself,said,have,yet,should,ye,he,there,neither,abundance,which,every,hence,god,now,thy,hath,one,other,forth,his,whom,those,thou,thee,himself,hast,among,then,will,her,lest,how,they,your,ought,again,according,shalt,throughout,into,did,thus,say,c_percentage_use,i_percentage_use,e_percentage_use,n_percentage_use,t_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,p_percentage_use,a_percentage_use,o_percentage_use,u_percentage_use,f_percentage_use,r_percentage_use,v_percentage_use,x_percentage_use,b_percentage_use,h_percentage_use,w_percentage_use,d_percentage_use,g_percentage_use,m_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,k_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Solomon Spaulding,5,1,3,2,7,8,2,1,25,17,6,2,8,1,2,1,5,5,2,2,1,4,1,2,2,12,2,7,2,1,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02966343411294923,0.07016543069024529,0.13177410154021676,0.07358813462635481,0.09697661152310325,0.03536794067313177,0.018824871648602397,0.07016543069024529,0.022247575584711923,0.06959498003422704,0.08157444381061038,0.039361095265259556,0.019965772960638905,0.06217912150598973,0.0068454078722190535,0.00513405590416429,0.021106674272675412,0.0450656018254421,0.015972618368511125,0.037079292641186534,0.012549914432401598,0.02167712492869367,0.0022818026240730175,0.0011409013120365088,0.0017113519680547634,0.0034227039361095267,0,368,4.763586956521739,14.51923076923077,153.99543639475186
